Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,36,18,7,4,41,39,35,14,4,6,9,41,18,9,34,37,29,35,0,0,423
Wednesday,0,0,0,0,4,18,30,17,21,23,1,29,29,4,27,25,26,12,30,30,11,28,0,0,374
Thursday,0,0,0,0,29,11,7,30,30,4,28,31,16,15,13,18,4,25,29,12,26,20,0,0,357
Friday,0,0,0,0,13,28,21,29,15,7,36,18,11,0,40,9,24,22,27,26,32,10,0,0,377
Monday,0,0,0,0,23,24,17,5,28,21,14,12,24,41,28,18,33,36,6,1,9,37,0,0,386
Tuesday,0,0,0,0,6,3,7,19,16,16,27,0,20,1,30,5,24,25,7,29,15,1,0,0,261
Wednesday,0,0,0,0,26,21,2,5,13,9,0,12,25,12,18,13,10,23,2,27,5,6,0,0,235
Thursday,0,0,0,0,23,17,8,20,16,25,4,16,28,19,6,9,0,7,22,14,6,10,0,0,260
Friday,0,0,0,0,31,5,2,29,29,5,17,19,26,23,31,19,7,2,11,2,9,3,0,0,279
Monday,0,0,0,0,0,26,29,3,12,20,40,8,38,14,6,32,19,3,20,22,24,34,0,0,360
Tuesday,0,0,0,0,12,32,36,10,9,16,1,23,23,37,28,24,8,16,0,28,13,31,0,0,354
Wednesday,0,0,0,0,16,9,35,10,9,30,30,33,5,22,36,9,30,4,32,0,22,16,0,0,356
Thursday,0,0,0,0,19,25,17,25,25,17,21,10,19,24,16,4,16,9,15,11,32,18,0,0,332
Friday,0,0,0,0,5,30,17,2,14,8,2,12,20,41,35,26,28,14,12,2,37,34,0,0,346
Monday,0,0,0,0,34,0,27,2,36,7,27,3,15,6,35,0,13,7,24,27,11,28,0,0,311
Tuesday,0,0,0,0,25,12,37,9,8,20,0,12,29,30,19,7,2,26,32,36,35,27,0,0,376
Wednesday,0,0,0,0,24,17,34,17,12,29,1,18,0,38,29,14,12,24,18,19,5,2,0,0,324
Thursday,0,0,0,0,31,27,13,18,23,10,14,23,5,27,13,1,12,18,1,11,6,10,0,0,273
Friday,0,0,0,0,3,2,30,19,26,23,7,8,30,22,22,20,7,5,4,5,21,27,0,0,291
Monday,0,0,0,0,21,9,21,33,27,11,25,30,34,8,27,12,33,24,1,25,14,32,0,0,395
Tuesday,0,0,0,0,31,6,13,24,4,30,24,13,16,10,33,32,29,14,20,29,16,17,0,0,370
Wednesday,0,0,0,0,1,25,29,19,17,24,2,8,26,1,5,4,31,11,29,25,24,35,0,0,325
Thursday,0,0,0,0,2,32,41,13,22,11,15,30,11,35,21,32,33,4,11,34,20,3,0,0,378
Friday,0,0,0,0,10,28,22,34,8,10,10,28,5,32,10,12,28,3,24,13,16,22,0,0,323
Monday,0,0,0,0,20,3,34,6,30,24,9,3,30,36,22,6,2,28,16,37,34,37,0,0,386
Tuesday,0,0,0,0,26,22,25,8,0,9,4,5,13,23,3,15,6,27,13,2,10,24,0,0,243
Wednesday,0,0,0,0,17,7,20,7,11,9,3,22,29,27,11,14,14,9,8,8,24,23,0,0,273
Thursday,0,0,0,0,24,19,9,8,16,6,6,18,31,26,21,17,23,32,15,28,1,15,0,0,325
Friday,0,0,0,0,16,22,32,35,5,7,21,22,19,14,28,9,36,21,13,7,15,6,0,0,336
Monday,0,0,0,0,8,28,27,18,29,20,26,7,30,24,32,13,13,8,8,10,8,12,0,0,330
Saturday,0,0,0,0,0,0,7,7,0,1,4,3,6,4,7,2,47,24,95,116,4,4,4,0,344
Saturday,0,0,0,0,0,0,5,4,0,5,6,2,7,4,3,6,68,112,44,24,7,4,6,0,315
Saturday,0,0,0,0,0,0,6,5,1,1,2,7,1,7,0,7,42,54,67,29,5,1,3,0,247
Saturday,0,0,0,0,0,0,1,6,7,7,0,0,7,6,6,0,59,39,22,98,0,7,0,0,275
Saturday,0,0,0,0,0,0,3,7,1,6,3,0,2,6,6,2,39,26,55,66,6,0,0,0,235
Saturday,0,0,0,0,0,0,1,5,7,2,4,0,0,4,4,1,73,55,19,87,5,6,3,0,282
Sunday,0,0,0,0,0,0,7,2,5,2,4,6,7,7,1,3,46,33,13,23,2,2,7,0,179
Sunday,0,0,0,0,0,0,1,6,1,0,2,2,3,3,0,4,50,37,63,25,3,1,7,0,216
Sunday,0,0,0,0,0,0,4,7,2,0,7,7,4,5,1,6,13,24,57,47,5,5,4,0,207
Sunday,0,0,0,0,0,0,1,2,6,4,5,3,6,5,6,7,52,41,15,28,6,2,2,0,199
Sunday,0,0,0,0,0,0,2,6,3,7,4,0,3,2,6,1,46,68,110,23,2,0,4,0,297
Sunday,0,0,0,0,0,0,5,3,1,3,1,1,0,3,0,2,61,26,51,37,7,7,3,0,217
