Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,25,27,0,4,16,14,1,27,22,14,3,8,10,110,109,44,24,13,0,0,480
Wednesday,0,0,0,0,20,16,9,4,5,16,4,0,18,23,1,19,14,107,108,46,22,11,0,0,453
Thursday,0,0,0,0,16,13,28,20,14,3,22,20,15,1,15,17,13,120,124,48,27,21,0,0,545
Friday,0,0,0,0,30,12,8,5,17,12,19,29,10,21,14,15,17,173,175,69,37,10,0,0,683
Monday,0,0,0,0,38,32,36,7,1,20,37,37,12,14,18,26,24,241,240,97,51,12,0,0,952
Tuesday,0,0,0,0,12,28,15,30,21,31,29,26,29,25,24,22,24,239,236,95,49,24,0,0,968
Wednesday,0,0,0,0,0,16,30,36,36,18,14,16,9,35,24,35,28,287,287,118,57,20,0,0,1074
Thursday,0,0,0,0,22,2,36,8,29,2,30,14,28,7,16,28,22,203,207,83,42,20,0,0,807
Friday,0,0,0,0,30,7,0,26,26,20,29,19,25,23,24,11,18,169,169,69,35,26,0,0,737
Monday,0,0,0,0,32,9,42,3,12,0,18,37,5,41,28,9,27,276,274,112,55,18,0,0,1007
Tuesday,0,0,0,0,27,0,2,15,10,0,19,38,11,30,27,41,30,279,280,114,57,11,0,0,1000
Wednesday,0,0,0,0,7,5,34,28,16,13,7,24,23,21,3,16,29,270,269,110,56,21,0,0,960
Thursday,0,0,0,0,4,2,31,32,14,19,18,6,26,0,24,12,19,166,167,67,36,26,0,0,678
Friday,0,0,0,0,36,29,28,22,13,2,29,20,21,31,35,15,28,286,287,117,59,8,0,0,1076
Monday,0,0,0,0,40,17,15,7,30,6,30,40,1,31,26,26,32,291,292,118,58,5,0,0,1072
Tuesday,0,0,0,0,17,24,1,25,11,21,2,19,26,29,15,11,15,136,134,54,30,10,0,0,590
Wednesday,0,0,0,0,27,21,20,12,14,13,12,1,17,7,7,27,14,132,129,55,27,22,0,0,568
Thursday,0,0,0,0,3,14,30,36,7,9,0,29,38,19,1,37,28,289,288,117,60,0,0,0,1014
Friday,0,0,0,0,18,43,35,32,29,2,27,29,4,0,9,20,32,294,294,118,58,25,0,0,1077
Monday,0,0,0,0,36,2,40,16,11,33,0,36,25,25,10,18,26,264,265,106,54,7,0,0,984
Tuesday,0,0,0,0,19,26,1,40,16,15,27,7,7,2,20,9,29,276,273,110,57,12,0,0,954
Wednesday,0,0,0,0,5,20,30,32,30,10,27,8,18,35,32,35,19,192,194,78,39,10,0,0,823
Thursday,0,0,0,0,13,8,21,13,26,16,28,19,22,28,24,6,13,113,110,45,23,9,0,0,545
Friday,0,0,0,0,21,42,2,16,3,30,39,37,3,21,36,14,30,292,293,119,60,23,0,0,1094
Monday,0,0,0,0,0,11,17,0,30,33,12,27,29,5,6,30,18,170,166,70,35,15,0,0,682
Tuesday,0,0,0,0,35,20,40,18,6,42,21,41,31,24,14,25,30,282,283,113,57,33,0,0,1125
Wednesday,0,0,0,0,3,9,14,14,13,24,23,30,24,23,6,33,20,202,203,80,43,30,0,0,801
Thursday,0,0,0,0,24,26,7,10,5,23,27,15,5,11,20,19,13,130,132,54,29,27,0,0,587
Friday,0,0,0,0,2,29,10,10,26,28,2,19,24,18,33,20,17,174,176,70,37,24,0,0,727
Monday,0,0,0,0,22,1,32,33,31,7,10,12,29,31,28,15,19,172,172,68,37,20,0,0,749
Saturday,0,0,0,0,0,0,0,6,4,6,0,53,73,20,90,35,4,5,5,1,4,7,4,0,324
Saturday,0,0,0,0,0,0,0,0,1,0,2,71,116,95,48,24,3,4,7,0,6,5,7,0,397
Saturday,0,0,0,0,0,0,0,4,2,5,1,43,32,15,58,72,3,7,2,0,6,4,3,3,267
Saturday,0,0,0,0,0,0,0,1,1,0,0,21,43,61,104,82,3,6,3,5,4,6,3,1,354
Saturday,0,0,0,0,0,0,0,5,1,1,5,46,29,73,15,58,2,0,1,3,5,8,3,2,266
Saturday,0,0,0,0,0,0,0,1,4,6,4,15,40,53,26,66,2,6,1,1,3,1,2,7,247
Sunday,0,0,0,0,0,0,0,5,3,3,3,85,20,50,66,36,3,0,3,2,6,4,3,2,304
Sunday,0,0,0,0,0,0,0,2,2,3,6,68,52,40,28,16,5,0,5,6,4,3,4,5,258
Sunday,0,0,0,0,0,0,0,5,1,1,5,87,44,106,62,22,2,3,2,6,0,5,0,5,364
Sunday,0,0,0,0,0,0,0,2,7,1,5,90,112,45,22,66,3,0,6,1,4,2,5,4,385
Sunday,0,0,0,0,0,0,0,5,7,4,5,31,71,60,43,17,3,2,4,0,2,7,2,3,273
Sunday,0,0,0,0,0,0,0,3,0,1,7,62,13,37,27,50,6,4,7,0,4,2,3,2,235
