Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,3,3,15,1,28,7,6,3,22,16,11,27,12,12,11,103,11,11,0,0,310
Wednesday,0,0,0,0,6,15,4,35,1,10,31,33,9,8,30,31,24,25,24,217,21,36,0,0,569
Thursday,0,0,0,0,36,8,7,12,35,1,28,8,1,31,22,8,24,22,21,208,21,0,0,0,501
Friday,0,0,0,0,28,4,17,30,2,4,14,31,10,13,19,4,18,16,16,147,14,22,0,0,419
Monday,0,0,0,0,2,29,7,29,6,7,15,14,20,2,5,4,14,14,14,128,14,21,0,0,354
Tuesday,0,0,0,0,3,25,28,15,11,26,8,6,34,16,15,35,22,22,22,191,22,35,0,0,544
Wednesday,0,0,0,0,15,5,22,10,18,9,11,7,4,25,13,14,19,18,17,155,17,16,0,0,403
Thursday,0,0,0,0,30,13,25,16,14,26,7,16,9,13,28,25,15,15,17,135,14,0,0,0,426
Friday,0,0,0,0,23,5,7,16,6,7,31,19,19,3,9,32,22,21,20,198,20,27,0,0,495
Monday,0,0,0,0,4,18,14,1,6,4,20,16,0,21,16,11,19,16,16,166,16,13,0,0,387
Tuesday,0,0,0,0,28,4,0,30,36,17,38,38,23,17,35,26,25,26,27,247,27,6,0,0,658
Wednesday,0,0,0,0,16,6,20,6,1,9,13,4,40,11,17,15,26,27,27,257,26,1,0,0,529
Thursday,0,0,0,0,32,29,25,23,30,13,21,15,8,5,9,21,16,18,15,151,18,6,0,0,464
Friday,0,0,0,0,21,0,30,33,6,34,10,24,31,16,20,21,20,20,21,200,20,20,0,0,555
Monday,0,0,0,0,22,2,3,14,6,20,20,3,10,23,0,19,14,14,12,116,12,24,0,0,344
Tuesday,0,0,0,0,7,4,28,33,29,14,17,12,19,32,8,20,28,28,27,262,27,13,0,0,618
Wednesday,0,0,0,0,0,5,8,6,29,2,2,20,5,23,9,5,12,12,14,116,12,14,0,0,303
Thursday,0,0,0,0,7,2,5,30,24,21,26,30,11,1,15,3,15,17,15,151,18,17,0,0,416
Friday,0,0,0,0,6,4,32,7,28,29,7,40,2,29,29,28,27,27,25,253,26,14,0,0,622
Monday,0,0,0,0,14,11,14,7,10,14,19,33,11,21,3,1,21,20,21,205,22,16,0,0,473
Tuesday,0,0,0,0,9,26,20,25,22,26,10,26,14,19,4,6,12,10,11,105,11,5,0,0,371
Wednesday,0,0,0,0,6,28,40,14,15,36,16,19,13,4,34,25,24,27,24,244,24,14,0,0,616
Thursday,0,0,0,0,27,26,23,28,1,22,20,18,22,4,20,20,13,14,12,108,11,10,0,0,407
Friday,0,0,0,0,37,31,23,32,12,8,30,17,10,37,26,4,26,24,23,232,26,3,0,0,611
Monday,0,0,0,0,0,13,7,2,23,23,8,11,26,16,11,5,17,19,17,161,18,30,0,0,415
Tuesday,0,0,0,0,4,40,32,31,23,37,32,18,41,15,5,43,31,32,30,298,30,0,0,0,748
Wednesday,0,0,0,0,40,32,12,7,11,8,29,26,21,34,11,20,29,29,28,278,29,31,0,0,684
Thursday,0,0,0,0,27,15,4,14,26,28,27,10,25,24,22,10,21,19,18,182,19,10,0,0,509
Friday,0,0,0,0,1,19,29,16,20,25,11,23,4,10,35,18,24,23,22,213,24,17,0,0,542
Monday,0,0,0,0,12,7,28,7,8,10,22,25,14,1,21,11,21,20,21,201,20,34,0,0,492
Saturday,0,0,0,0,0,3,12,8,12,11,3,3,13,0,5,12,6,0,15,1,15,1,12,0,140
Saturday,0,0,0,0,0,3,11,6,4,3,9,6,8,10,13,9,11,10,11,8,2,9,1,0,144
Saturday,0,0,0,0,0,1,7,9,4,13,7,5,11,15,5,0,2,3,15,0,0,15,3,0,123
Saturday,0,0,0,0,0,8,2,13,4,5,10,1,7,1,12,10,0,7,9,9,12,10,7,0,136
Saturday,0,0,0,0,0,0,13,8,9,14,6,7,11,7,10,7,4,3,1,9,2,2,8,0,128
Saturday,0,0,0,0,0,8,0,10,8,8,14,5,11,9,3,13,3,9,3,10,5,9,9,0,144
Sunday,0,0,0,0,0,12,8,0,12,14,11,10,8,0,0,3,10,11,4,8,9,5,10,0,144
Sunday,0,0,0,0,0,14,7,9,14,7,0,5,11,11,4,5,4,3,9,5,10,13,11,0,149
Sunday,0,0,0,0,0,4,15,14,1,6,3,0,8,6,0,11,3,0,8,10,15,7,3,0,122
Sunday,0,0,0,0,0,15,5,5,10,5,9,7,9,12,0,9,0,9,1,1,5,7,2,0,120
Sunday,0,0,0,0,0,11,16,3,14,5,12,4,15,3,8,15,13,13,13,15,5,8,5,0,188
Sunday,0,0,0,0,0,0,8,11,8,10,5,5,12,13,0,14,15,0,8,7,6,13,1,0,146
