Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,15,37,13,4,27,38,1,10,35,17,23,20,33,17,12,21,17,7,0,0,354
Wednesday,0,0,0,0,14,15,2,14,31,26,14,7,12,30,20,0,26,31,5,11,6,26,0,0,301
Thursday,0,0,0,0,8,17,25,34,37,16,10,2,13,6,13,19,34,10,13,11,5,23,0,0,306
Friday,0,0,0,0,13,11,14,17,29,34,29,24,9,4,16,7,24,24,36,23,6,39,0,0,368
Monday,0,0,0,0,41,19,2,10,14,33,29,3,39,20,19,7,15,2,21,29,2,39,0,0,355
Tuesday,0,0,0,0,14,36,36,5,33,7,8,40,29,5,21,1,26,17,24,36,5,1,0,0,352
Wednesday,0,0,0,0,26,2,24,18,20,5,7,37,36,23,33,5,14,19,14,2,4,25,0,0,323
Thursday,0,0,0,0,21,22,19,16,1,22,26,6,17,31,22,17,0,6,27,35,26,3,0,0,324
Friday,0,0,0,0,34,32,9,14,9,35,5,6,31,41,16,17,32,37,5,21,23,19,0,0,394
Monday,0,0,0,0,28,15,19,16,12,11,21,28,22,23,18,23,21,28,19,13,13,14,0,0,354
Tuesday,0,0,0,0,27,5,13,10,38,33,10,32,32,10,34,33,22,21,33,3,2,39,0,0,404
Wednesday,0,0,0,0,19,31,26,1,6,1,20,31,32,39,10,36,39,36,22,9,42,19,0,0,427
Thursday,0,0,0,0,0,26,25,23,24,7,22,2,16,27,19,2,22,0,14,9,7,28,0,0,282
Friday,0,0,0,0,27,25,6,19,7,3,4,34,35,16,0,14,35,27,14,30,27,34,0,0,366
Monday,0,0,0,0,15,37,34,24,16,22,10,8,3,28,2,17,13,9,25,12,36,31,0,0,352
Tuesday,0,0,0,0,29,6,24,2,26,1,13,28,28,12,16,10,14,13,6,12,30,12,0,0,289
Wednesday,0,0,0,0,18,22,4,14,20,28,17,6,6,23,22,26,0,13,24,15,16,23,0,0,303
Thursday,0,0,0,0,0,9,24,7,15,10,34,25,20,16,27,32,31,17,24,13,18,4,0,0,335
Friday,0,0,0,0,28,34,5,33,4,27,13,33,31,19,12,3,33,14,39,28,17,1,0,0,383
Monday,0,0,0,0,0,6,8,29,14,3,25,3,12,3,20,3,12,18,16,0,2,18,0,0,202
Tuesday,0,0,0,0,4,28,35,25,19,29,23,36,15,6,22,35,37,20,13,36,26,23,0,0,442
Wednesday,0,0,0,0,6,23,0,5,11,12,13,18,29,28,28,23,28,20,25,15,20,26,0,0,336
Thursday,0,0,0,0,32,22,22,7,26,6,15,15,9,15,7,10,25,17,5,33,5,13,0,0,292
Friday,0,0,0,0,4,13,14,6,36,34,5,30,10,36,15,26,3,29,11,2,0,39,0,0,323
Monday,0,0,0,0,8,11,25,29,17,13,26,18,36,14,33,20,0,5,7,18,6,28,0,0,323
Tuesday,0,0,0,0,11,27,24,21,21,20,24,15,21,27,37,19,35,24,11,14,15,38,0,0,415
Wednesday,0,0,0,0,24,3,23,0,25,21,16,19,27,30,17,17,22,5,27,26,0,29,0,0,342
Thursday,0,0,0,0,27,0,23,20,13,21,29,15,13,7,6,22,24,23,18,0,10,15,0,0,297
Friday,0,0,0,0,31,30,13,31,0,5,25,2,12,23,24,20,26,24,33,14,2,5,0,0,330
Monday,0,0,0,0,39,3,30,28,13,32,15,35,35,40,38,25,2,10,31,14,17,29,0,0,445
Saturday,0,0,0,0,0,51,44,10,2,7,3,6,3,7,7,1,6,1,4,0,4,4,1,0,170
Saturday,0,0,0,0,0,35,52,91,5,4,6,7,2,0,3,3,3,5,3,6,2,5,5,0,247
Saturday,0,0,0,0,0,104,64,23,4,5,4,5,2,5,1,2,5,7,3,2,3,3,7,0,259
Saturday,0,0,0,0,0,20,93,74,2,1,5,0,5,7,5,3,5,5,0,2,0,0,7,0,241
Saturday,0,0,0,0,0,120,95,49,4,2,7,3,2,2,0,0,5,4,0,4,7,2,2,0,317
Saturday,0,0,0,0,0,81,63,101,7,2,4,3,7,1,6,6,0,5,2,5,6,2,7,0,318
Sunday,0,0,0,0,0,68,88,111,5,1,5,6,6,4,6,6,3,2,6,1,7,2,0,0,336
Sunday,0,0,0,0,0,16,51,40,2,6,3,3,0,4,2,7,0,7,5,2,0,3,4,0,164
Sunday,0,0,0,0,0,24,116,45,6,1,3,3,1,4,7,1,5,6,1,5,7,5,5,0,255
Sunday,0,0,0,0,0,71,53,89,7,3,6,2,4,5,1,0,0,6,5,4,2,4,2,0,273
Sunday,0,0,0,0,0,70,45,59,6,0,6,2,1,6,2,4,5,3,2,7,0,6,2,0,235
Sunday,0,0,0,0,0,14,54,27,3,6,7,3,4,0,5,0,2,3,6,7,3,2,4,0,159
