Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,15,14,2,44,5,19,23,23,9,10,12,40,16,8,6,4,18,22,0,0,299
Wednesday,0,0,0,0,3,3,8,14,30,26,28,31,19,21,20,29,32,13,27,13,9,1,0,0,334
Thursday,0,0,0,0,25,24,22,7,0,22,20,4,10,29,13,19,6,2,8,9,15,9,0,0,255
Friday,0,0,0,0,39,35,41,1,12,12,36,36,31,12,20,0,26,28,18,3,42,32,0,0,433
Monday,0,0,0,0,13,23,3,24,30,15,19,18,11,9,19,1,12,18,14,2,14,15,0,0,269
Tuesday,0,0,0,0,3,16,16,17,27,1,21,4,29,3,6,10,29,20,5,22,20,14,0,0,272
Wednesday,0,0,0,0,13,34,15,8,18,4,6,38,16,17,38,8,29,37,23,36,26,28,0,0,401
Thursday,0,0,0,0,21,2,27,19,9,0,24,9,5,8,15,22,7,28,18,5,23,28,0,0,277
Friday,0,0,0,0,27,18,5,11,13,5,5,11,7,8,39,35,26,17,20,16,11,6,0,0,288
Monday,0,0,0,0,28,2,8,21,10,27,25,0,10,2,0,31,21,3,0,10,20,15,0,0,241
Tuesday,0,0,0,0,7,14,22,11,23,16,31,4,22,22,9,14,29,1,21,26,7,7,0,0,295
Wednesday,0,0,0,0,25,13,25,13,7,20,31,26,10,18,19,25,16,6,12,15,21,25,0,0,335
Thursday,0,0,0,0,17,11,1,4,13,17,27,10,28,28,3,17,15,16,20,6,16,2,0,0,258
Friday,0,0,0,0,16,14,28,3,2,5,33,20,29,11,31,18,31,21,15,8,14,17,0,0,326
Monday,0,0,0,0,17,23,14,21,22,43,15,31,17,13,18,5,35,30,32,29,28,35,0,0,437
Tuesday,0,0,0,0,9,14,29,14,32,21,28,35,22,17,2,21,23,7,16,3,11,12,0,0,324
Wednesday,0,0,0,0,7,10,1,14,18,10,10,18,14,21,15,23,1,17,26,15,0,31,0,0,260
Thursday,0,0,0,0,6,26,22,22,11,5,7,10,10,6,27,10,2,29,17,15,3,28,0,0,263
Friday,0,0,0,0,0,6,5,22,15,1,6,31,24,20,10,27,0,0,7,28,11,5,0,0,227
Monday,0,0,0,0,4,16,22,11,33,8,24,3,6,19,4,23,4,17,21,6,2,10,0,0,241
Tuesday,0,0,0,0,19,3,13,5,31,27,27,18,27,17,7,14,1,22,26,34,10,12,0,0,322
Wednesday,0,0,0,0,19,5,30,13,7,12,9,23,20,2,3,23,15,9,17,23,28,28,0,0,295
Thursday,0,0,0,0,20,16,15,18,21,5,5,33,14,12,33,12,28,28,33,21,31,13,0,0,365
Friday,0,0,0,0,5,14,22,1,27,16,20,17,0,21,7,11,5,21,22,7,27,2,0,0,255
Monday,0,0,0,0,20,11,27,9,34,3,33,24,35,9,12,32,0,25,13,3,1,20,0,0,319
Tuesday,0,0,0,0,28,15,20,30,20,3,23,33,22,29,10,10,32,27,27,6,28,26,0,0,398
Wednesday,0,0,0,0,1,7,19,18,2,0,20,25,12,11,4,24,4,20,11,13,11,14,0,0,224
Thursday,0,0,0,0,33,19,20,22,31,9,0,22,32,23,12,0,19,2,22,1,17,31,0,0,324
Friday,0,0,0,0,31,27,7,15,28,6,10,25,2,27,27,28,5,2,19,31,17,31,0,0,345
Monday,0,0,0,0,30,21,35,32,42,19,3,0,2,20,34,38,11,27,20,4,0,28,0,0,375
Saturday,0,0,0,0,0,0,0,1,7,2,6,36,90,73,53,20,3,4,1,3,5,4,3,0,320
Saturday,0,0,0,0,0,0,0,1,7,1,2,49,25,73,120,95,4,6,5,4,1,7,3,1,413
Saturday,0,0,0,0,0,0,0,1,0,1,2,15,28,74,60,46,3,3,4,7,5,5,5,3,268
Saturday,0,0,0,0,0,0,0,4,3,3,7,107,22,45,65,86,3,4,1,3,3,3,6,3,376
Saturday,0,0,0,0,0,0,0,7,4,7,0,45,63,21,106,86,6,6,7,5,1,3,5,0,381
Saturday,0,0,0,0,0,0,0,1,1,3,5,32,77,46,17,59,6,4,3,1,0,2,3,0,270
Sunday,0,0,0,0,0,0,0,1,6,7,6,83,61,101,42,21,4,4,4,4,2,6,7,0,367
Sunday,0,0,0,0,0,0,0,1,5,5,5,83,63,35,15,49,6,4,6,0,3,4,6,1,299
Sunday,0,0,0,0,0,0,0,1,6,5,6,89,54,69,34,18,1,0,3,7,0,2,1,6,311
Sunday,0,0,0,0,0,0,0,0,4,3,6,93,116,26,47,69,1,7,5,4,5,7,3,5,409
Sunday,0,0,0,0,0,0,0,0,6,3,6,27,15,53,70,42,4,3,3,7,3,2,0,0,254
Sunday,0,0,0,0,0,0,0,4,1,0,7,20,52,34,86,68,6,2,4,3,2,0,3,4,303
