Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,1,7,19,25,11,24,37,6,43,10,14,16,282,113,57,28,28,4,0,0,733
Wednesday,0,0,0,0,10,6,2,12,12,26,4,10,17,2,0,21,279,113,55,28,27,19,0,0,652
Thursday,0,0,0,0,42,38,33,6,22,7,28,4,27,27,3,32,292,116,61,31,29,15,0,0,823
Friday,0,0,0,0,20,32,34,21,33,15,25,33,31,10,9,29,189,74,39,21,18,31,0,0,672
Monday,0,0,0,0,32,5,23,22,14,8,0,0,11,29,14,2,157,64,32,17,15,13,0,0,467
Tuesday,0,0,0,0,15,16,26,0,16,11,4,12,2,11,13,3,203,83,41,23,20,0,0,0,507
Wednesday,0,0,0,0,33,32,20,11,6,8,32,26,6,2,17,14,193,78,38,20,19,3,0,0,566
Thursday,0,0,0,0,34,3,22,21,13,31,30,26,28,28,0,1,217,87,45,24,21,23,0,0,663
Friday,0,0,0,0,15,8,10,12,8,29,28,5,31,36,1,13,269,109,53,30,26,14,0,0,705
Monday,0,0,0,0,21,27,16,15,19,0,23,7,16,29,9,4,127,52,24,15,12,16,0,0,442
Tuesday,0,0,0,0,2,21,29,5,4,10,33,25,32,14,4,23,236,94,47,26,23,17,0,0,652
Wednesday,0,0,0,0,7,14,38,40,29,27,2,9,16,17,20,11,291,116,59,31,28,21,0,0,786
Thursday,0,0,0,0,23,3,10,7,2,4,12,10,23,13,28,25,117,50,26,12,11,16,0,0,400
Friday,0,0,0,0,23,2,4,8,26,24,23,21,21,13,17,25,123,51,24,15,12,8,0,0,446
Monday,0,0,0,0,34,29,35,35,30,33,16,11,7,27,31,35,213,85,44,22,21,14,0,0,731
Tuesday,0,0,0,0,3,11,28,20,16,7,2,25,3,25,0,11,103,42,22,13,10,28,0,0,377
Wednesday,0,0,0,0,9,20,31,24,40,6,9,37,14,29,15,40,281,112,56,30,28,1,0,0,791
Thursday,0,0,0,0,4,8,2,11,29,17,31,16,2,20,24,4,189,76,40,19,18,10,0,0,531
Friday,0,0,0,0,13,5,22,4,27,9,29,21,3,20,14,26,134,53,29,13,13,17,0,0,461
Monday,0,0,0,0,20,23,24,0,2,11,16,13,5,12,25,27,185,75,39,20,18,23,0,0,545
Tuesday,0,0,0,0,10,28,37,0,21,6,18,18,27,34,24,41,259,103,52,26,25,1,0,0,739
Wednesday,0,0,0,0,19,10,25,29,13,30,30,35,18,3,3,11,225,91,46,23,22,27,0,0,670
Thursday,0,0,0,0,7,33,7,0,5,19,22,25,30,28,27,12,168,70,37,19,16,27,0,0,560
Friday,0,0,0,0,36,40,31,14,12,20,28,33,33,17,14,30,260,105,54,28,25,16,0,0,807
Monday,0,0,0,0,28,27,22,9,29,2,23,11,25,1,28,3,157,64,31,17,15,22,0,0,521
Tuesday,0,0,0,0,5,1,23,22,1,13,32,22,36,36,32,1,211,84,43,21,20,25,0,0,637
Wednesday,0,0,0,0,9,18,13,4,21,0,13,9,17,20,9,15,112,45,24,14,10,17,0,0,379
Thursday,0,0,0,0,26,25,18,24,12,18,22,17,10,26,8,17,105,43,23,11,10,15,0,0,438
Friday,0,0,0,0,23,20,24,24,12,9,5,29,12,4,23,29,131,54,26,12,12,19,0,0,479
Monday,0,0,0,0,35,26,29,30,5,24,2,13,31,27,25,4,200,83,43,22,19,32,0,0,658
Saturday,0,0,0,0,0,10,11,8,9,6,11,13,0,6,1,12,14,1,3,15,6,13,3,0,149
Saturday,0,0,0,0,0,12,3,13,8,15,15,15,13,15,13,12,14,14,3,1,1,8,13,0,195
Saturday,0,0,0,0,0,8,0,1,8,12,1,9,6,8,7,5,7,13,14,15,6,4,11,0,145
Saturday,0,0,0,0,0,11,0,15,14,5,14,5,1,6,12,15,5,7,10,9,7,8,3,0,156
Saturday,0,0,0,0,0,4,12,10,5,15,11,13,5,6,12,10,12,1,7,15,12,1,4,0,162
Saturday,0,0,0,0,0,15,8,14,3,1,1,9,15,6,15,9,9,8,8,4,13,8,2,0,155
Sunday,0,0,0,0,0,1,7,4,13,10,15,6,1,2,12,13,15,14,3,8,0,1,2,0,138
Sunday,0,0,0,0,0,1,10,9,11,16,11,0,10,2,4,0,15,5,11,11,2,2,7,0,135
Sunday,0,0,0,0,0,10,5,2,8,6,13,10,10,8,15,0,14,3,11,9,6,9,7,0,153
Sunday,0,0,0,0,0,12,6,15,11,3,6,9,15,6,10,14,15,14,8,10,1,11,14,0,189
Sunday,0,0,0,0,0,15,7,0,1,10,8,13,13,13,5,0,11,2,5,8,0,1,1,0,122
Sunday,0,0,0,0,0,7,9,5,13,12,9,15,4,7,14,9,7,5,11,0,9,15,6,0,167
