Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,4,5,4,0,3,7,0,38,21,192,194,42,6,6,6,3,1,2,0,0,540
Wednesday,0,0,0,0,1,5,3,4,3,4,0,35,19,167,170,35,7,4,5,4,6,5,0,0,486
Thursday,0,0,0,0,4,1,7,7,7,7,3,32,15,146,145,32,3,2,6,5,0,1,0,0,431
Friday,0,0,0,0,5,0,3,4,0,6,6,59,31,285,285,57,2,4,2,1,7,0,0,0,766
Monday,0,0,0,0,2,4,2,5,7,3,1,54,29,257,257,52,4,2,7,7,4,7,0,0,713
Tuesday,0,0,0,0,0,6,2,3,2,3,3,25,13,121,122,27,0,5,0,3,4,2,0,0,351
Wednesday,0,0,0,0,7,0,1,7,4,2,7,58,31,290,288,61,4,4,6,7,5,2,0,0,793
Thursday,0,0,0,0,0,5,3,6,1,7,1,50,24,236,236,48,2,8,1,7,2,7,0,0,653
Friday,0,0,0,0,5,2,1,2,6,6,0,48,24,231,232,46,1,5,0,0,7,2,0,0,627
Monday,0,0,0,0,1,4,0,3,7,1,0,33,16,153,153,31,7,7,6,3,4,2,0,0,438
Tuesday,0,0,0,0,4,4,2,1,2,6,5,34,17,171,170,36,5,1,3,1,2,5,0,0,479
Wednesday,0,0,0,0,4,1,0,4,0,4,5,29,17,137,139,29,4,2,7,0,5,4,0,0,400
Thursday,0,0,0,0,4,5,2,4,5,6,2,51,27,246,245,51,6,4,6,2,4,3,0,0,683
Friday,0,0,0,0,5,5,2,2,4,3,6,40,20,203,201,40,7,5,1,2,4,1,0,0,560
Monday,0,0,0,0,6,3,4,3,0,0,5,48,27,241,240,51,0,4,5,3,4,7,0,0,660
Tuesday,0,0,0,0,7,2,6,4,1,1,3,24,15,125,123,25,3,6,3,4,2,3,0,0,363
Wednesday,0,0,0,0,1,0,5,0,1,4,2,23,13,111,114,23,7,6,1,4,6,6,0,0,335
Thursday,0,0,0,0,0,6,4,4,5,4,5,33,16,154,153,33,2,1,2,6,6,1,0,0,443
Friday,0,0,0,0,1,3,6,7,0,2,2,61,32,290,288,59,0,6,0,6,7,3,0,0,782
Monday,0,0,0,0,0,1,4,2,6,1,0,61,33,297,299,61,0,0,2,5,1,0,0,0,782
Tuesday,0,0,0,0,5,5,2,2,0,5,7,40,19,197,197,40,3,5,5,2,7,6,0,0,557
Wednesday,0,0,0,0,3,3,6,3,4,0,0,56,28,279,278,57,1,6,2,1,1,4,0,0,741
Thursday,0,0,0,0,6,3,2,3,4,2,5,41,23,206,205,44,0,0,5,5,6,1,0,0,570
Friday,0,0,0,0,4,7,3,6,1,6,7,27,14,133,136,29,6,4,1,5,6,0,0,0,404
Monday,0,0,0,0,7,3,0,3,5,5,3,56,27,268,267,55,6,2,6,5,4,2,0,0,732
Tuesday,0,0,0,0,5,2,6,1,3,5,2,25,15,126,125,25,6,3,0,7,0,3,0,0,368
Wednesday,0,0,0,0,7,3,7,4,5,5,0,53,28,264,262,53,1,7,1,5,2,6,0,0,723
Thursday,0,0,0,0,2,1,4,5,4,2,3,56,28,275,273,57,3,1,3,1,6,6,0,0,739
Friday,0,0,0,0,2,1,5,7,3,0,0,52,28,260,260,53,3,6,3,6,4,0,0,0,701
Monday,0,0,0,0,4,5,6,7,2,3,1,27,12,125,123,25,5,2,5,4,5,6,0,0,374
Saturday,0,0,0,0,0,0,0,3,7,3,7,17,85,35,49,67,7,2,4,5,7,4,0,0,311
Saturday,0,0,0,0,0,0,0,5,6,4,0,114,67,45,89,26,0,3,4,6,0,7,8,2,394
Saturday,0,0,0,0,0,0,0,4,5,7,6,52,37,71,89,19,1,1,0,7,7,7,0,2,322
Saturday,0,0,0,0,0,0,0,1,1,3,5,41,22,95,78,56,4,2,5,3,6,5,2,0,336
Saturday,0,0,0,0,0,0,0,6,1,7,1,45,24,92,71,116,7,4,1,2,6,7,1,4,402
Saturday,0,0,0,0,0,0,0,6,6,0,2,45,67,87,23,113,6,4,1,4,6,2,7,0,388
Sunday,0,0,0,0,0,0,0,1,6,3,3,86,24,44,105,65,6,5,7,2,1,2,3,7,377
Sunday,0,0,0,0,0,0,0,4,5,1,7,110,44,24,89,64,7,3,7,4,3,5,3,0,389
Sunday,0,0,0,0,0,0,0,3,2,3,0,44,21,33,11,52,6,2,4,3,3,7,1,4,211
Sunday,0,0,0,0,0,0,0,3,5,6,2,51,37,70,20,85,3,5,3,0,1,3,1,1,305
Sunday,0,0,0,0,0,0,0,5,1,6,6,16,70,43,58,30,6,1,0,5,4,7,6,4,278
Sunday,0,0,0,0,0,0,0,6,1,8,3,96,120,27,49,72,1,3,4,7,2,1,5,0,413
