Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,6,143,15,16,15,17,3,0,6,3,1,5,0,5,0,4,3,3,0,0,256
Wednesday,0,0,0,0,3,207,21,23,24,22,2,5,3,3,5,2,6,4,3,4,8,2,0,0,355
Thursday,0,0,0,0,5,162,19,18,20,18,7,7,2,5,7,3,1,5,4,3,1,7,0,0,304
Friday,0,0,0,0,1,217,23,23,22,24,6,6,2,0,3,1,8,4,5,0,6,3,0,0,365
Monday,0,0,0,0,7,139,16,17,17,15,7,7,7,2,3,5,1,3,7,8,7,1,0,0,277
Tuesday,0,0,0,0,6,151,19,18,17,16,6,7,1,7,1,2,4,2,3,7,0,2,0,0,279
Wednesday,0,0,0,0,3,110,13,11,13,13,6,1,3,5,4,7,3,0,2,3,4,6,0,0,217
Thursday,0,0,0,0,7,139,16,14,17,17,0,1,2,3,6,0,1,6,5,1,7,4,0,0,255
Friday,0,0,0,0,3,118,13,13,15,15,4,7,6,3,0,7,4,0,0,5,7,6,0,0,236
Monday,0,0,0,0,2,206,21,20,21,23,7,5,7,3,3,7,6,5,7,6,4,4,0,0,367
Tuesday,0,0,0,0,7,262,28,29,26,29,5,5,4,1,0,4,7,8,6,7,6,3,0,0,445
Wednesday,0,0,0,0,5,180,19,21,21,18,6,2,5,6,1,6,0,3,2,7,3,3,0,0,316
Thursday,0,0,0,0,2,124,16,14,14,14,2,3,4,4,0,1,1,2,5,7,4,5,0,0,232
Friday,0,0,0,0,6,290,31,31,32,29,0,0,2,7,0,3,4,2,0,6,1,6,0,0,462
Monday,0,0,0,0,5,172,21,20,20,18,6,0,7,4,5,7,3,3,2,2,6,2,0,0,311
Tuesday,0,0,0,0,5,245,27,27,25,24,7,6,5,1,3,1,0,3,5,1,2,4,0,0,401
Wednesday,0,0,0,0,2,112,11,14,13,15,3,7,1,1,3,6,7,2,6,2,2,6,0,0,220
Thursday,0,0,0,0,1,286,30,29,30,30,2,7,5,4,3,4,3,1,1,6,5,2,0,0,459
Friday,0,0,0,0,5,289,30,28,30,31,5,4,7,6,1,4,7,2,5,4,3,7,0,0,477
Monday,0,0,0,0,7,126,13,16,15,15,7,7,0,5,7,3,2,2,4,7,1,2,0,0,248
Tuesday,0,0,0,0,4,187,20,21,22,19,2,4,7,1,6,2,6,0,5,3,3,7,0,0,330
Wednesday,0,0,0,0,7,106,11,12,10,11,0,5,6,6,5,7,5,6,3,2,5,4,0,0,218
Thursday,0,0,0,0,1,222,22,22,23,25,6,6,5,2,1,3,0,7,6,3,7,3,0,0,375
Friday,0,0,0,0,5,299,32,33,31,33,1,0,6,7,1,7,0,7,2,7,4,4,0,0,488
Monday,0,0,0,0,0,249,26,27,26,28,7,5,3,0,3,7,7,7,5,1,1,4,0,0,412
Tuesday,0,0,0,0,5,276,31,28,31,27,6,2,7,6,3,5,6,6,0,7,5,3,0,0,463
Wednesday,0,0,0,0,3,167,18,18,18,19,3,4,1,2,7,2,1,7,6,7,7,5,0,0,302
Thursday,0,0,0,0,4,200,23,20,22,22,3,0,4,4,7,3,3,2,1,6,2,0,0,0,334
Friday,0,0,0,0,1,148,18,15,18,15,5,3,4,6,0,4,1,5,5,6,6,5,0,0,273
Monday,0,0,0,0,7,147,15,18,17,17,4,2,4,5,5,3,6,4,3,0,2,5,0,0,275
Saturday,0,0,0,0,0,11,0,0,15,11,11,3,5,7,9,12,0,7,15,9,4,12,7,0,145
Saturday,0,0,0,0,0,8,11,15,10,4,5,0,14,4,11,12,0,3,7,11,15,14,8,0,159
Saturday,0,0,0,0,0,5,9,2,8,1,12,2,7,4,11,14,3,12,14,7,9,3,11,0,142
Saturday,0,0,0,0,0,12,5,2,8,13,9,5,7,12,0,12,3,11,15,6,8,6,4,0,148
Saturday,0,0,0,0,0,2,15,2,11,5,13,11,1,1,14,10,12,2,1,15,1,3,7,0,136
Saturday,0,0,0,0,0,4,9,8,14,5,12,15,10,15,0,0,2,2,9,1,13,14,10,0,152
Sunday,0,0,0,0,0,6,0,14,3,1,15,1,0,3,5,5,5,10,4,10,2,1,4,0,97
Sunday,0,0,0,0,0,14,5,14,6,2,14,13,2,12,1,1,15,1,1,10,6,15,9,0,150
Sunday,0,0,0,0,0,3,11,4,10,1,9,6,12,9,11,10,11,8,8,10,15,1,13,0,162
Sunday,0,0,0,0,0,11,10,9,4,12,11,12,4,6,3,12,1,4,10,9,5,12,11,0,154
Sunday,0,0,0,0,0,7,13,4,2,6,1,9,2,1,11,5,13,1,11,5,2,0,5,0,110
Sunday,0,0,0,0,0,14,0,9,6,13,5,7,4,13,5,3,4,1,2,5,14,2,9,0,125
