Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,6,12,22,30,41,100,7,3,5,5,3,4,7,3,1,6,7,3,0,0,276
Wednesday,0,0,0,0,7,21,40,61,81,199,1,0,2,6,7,0,4,4,3,0,3,1,0,0,448
Thursday,0,0,0,0,7,29,54,82,106,263,6,5,1,6,0,5,3,5,0,5,1,3,0,0,591
Friday,0,0,0,0,6,17,31,47,62,153,3,0,3,2,4,2,1,0,7,5,3,2,0,0,360
Monday,0,0,0,0,4,29,53,78,106,260,2,1,2,7,3,3,5,7,2,2,6,3,0,0,582
Tuesday,0,0,0,0,1,24,46,70,93,226,3,1,0,7,6,2,3,3,2,6,5,5,0,0,512
Wednesday,0,0,0,0,0,26,55,82,108,263,1,2,3,2,7,4,2,3,2,3,5,1,0,0,577
Thursday,0,0,0,0,3,23,45,67,93,223,3,1,1,0,4,5,6,2,6,2,0,1,0,0,492
Friday,0,0,0,0,6,29,57,84,109,274,3,7,5,7,7,7,0,4,0,3,7,3,0,0,620
Monday,0,0,0,0,5,16,30,44,60,140,2,4,4,0,1,2,7,4,2,7,1,4,0,0,342
Tuesday,0,0,0,0,7,17,31,47,61,148,5,7,4,6,1,0,7,5,3,4,3,6,0,0,369
Wednesday,0,0,0,0,7,24,43,68,88,218,2,1,6,6,0,7,3,0,7,6,7,6,0,0,507
Thursday,0,0,0,0,1,27,51,78,102,256,4,0,5,1,0,2,0,2,4,2,2,7,0,0,553
Friday,0,0,0,0,0,25,49,69,93,230,5,5,0,2,5,7,7,2,6,0,2,3,0,0,520
Monday,0,0,0,0,0,25,51,79,105,254,1,7,6,1,5,7,6,5,2,0,2,4,0,0,566
Tuesday,0,0,0,0,2,15,31,44,60,142,1,1,1,4,6,4,2,1,7,7,0,0,0,0,338
Wednesday,0,0,0,0,7,29,56,82,106,265,4,5,1,3,6,4,2,6,2,4,1,7,0,0,597
Thursday,0,0,0,0,6,25,51,73,98,238,6,1,6,2,4,7,5,4,2,7,7,3,0,0,555
Friday,0,0,0,0,3,17,33,51,65,160,3,5,4,5,5,7,7,3,7,4,6,6,0,0,403
Monday,0,0,0,0,4,27,54,80,105,257,3,5,5,0,4,1,3,1,3,3,1,6,0,0,571
Tuesday,0,0,0,0,5,22,40,59,77,186,2,3,2,2,1,3,1,2,2,4,4,0,0,0,423
Wednesday,0,0,0,0,5,28,52,79,103,255,0,2,7,0,4,3,2,0,2,4,7,7,0,0,569
Thursday,0,0,0,0,3,25,52,79,101,251,4,7,1,5,2,1,3,2,7,5,7,1,0,0,567
Friday,0,0,0,0,6,22,40,61,82,198,3,3,5,2,6,6,2,4,7,3,4,0,0,0,462
Monday,0,0,0,0,7,20,39,56,73,181,6,1,2,4,5,0,1,7,3,6,3,0,0,0,425
Tuesday,0,0,0,0,2,20,39,58,78,188,6,0,3,3,0,4,2,5,6,7,4,0,0,0,434
Wednesday,0,0,0,0,3,23,41,62,85,205,1,4,6,3,1,2,5,1,1,4,7,1,0,0,464
Thursday,0,0,0,0,2,32,59,89,118,292,7,4,4,4,5,5,0,3,1,0,2,2,0,0,638
Friday,0,0,0,0,7,27,57,82,110,273,4,3,2,3,1,5,1,0,5,5,7,6,0,0,607
Monday,0,0,0,0,4,30,60,92,120,297,6,7,4,3,3,0,2,0,2,7,4,1,0,0,652
Saturday,0,0,0,0,0,0,0,4,5,7,0,53,65,14,28,40,3,0,7,6,6,1,7,0,253
Saturday,0,0,0,0,0,0,0,7,5,6,3,27,117,97,49,72,2,1,0,5,0,3,6,2,410
Saturday,0,0,0,0,0,0,0,2,3,6,1,51,99,123,72,26,0,4,1,7,2,6,3,4,416
Saturday,0,0,0,0,0,0,0,0,7,2,7,117,71,49,92,24,7,0,1,7,4,5,3,5,409
Saturday,0,0,0,0,0,0,0,1,2,1,3,25,14,45,34,59,7,1,6,7,1,2,5,7,230
Saturday,0,0,0,0,0,0,0,6,5,0,3,20,41,81,62,100,5,4,5,4,6,3,1,6,361
Sunday,0,0,0,0,0,0,0,2,1,2,1,15,65,50,38,28,7,2,7,4,0,6,4,3,241
Sunday,0,0,0,0,0,0,0,7,7,0,5,99,22,78,40,58,0,7,1,5,1,0,1,5,344
Sunday,0,0,0,0,0,0,0,1,5,7,0,24,12,64,49,39,7,7,1,0,6,5,4,1,239
Sunday,0,0,0,0,0,0,0,7,3,1,2,68,18,33,84,52,7,1,3,6,1,0,3,4,301
Sunday,0,0,0,0,0,0,0,0,2,0,7,114,89,70,23,45,7,7,7,7,1,4,5,4,399
Sunday,0,0,0,0,0,0,0,0,5,7,1,29,46,15,75,60,2,6,2,5,7,1,1,2,274
