Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,14,18,34,0,8,21,14,5,37,35,33,36,299,30,63,91,119,37,0,0,901
Wednesday,0,0,0,0,30,24,22,32,39,7,23,27,9,24,3,12,244,27,50,74,97,1,0,0,753
Thursday,0,0,0,0,20,27,6,5,17,2,13,27,31,3,31,31,211,23,42,64,83,3,0,0,647
Friday,0,0,0,0,24,27,29,11,34,4,31,9,37,23,26,21,267,27,54,82,107,10,0,0,831
Monday,0,0,0,0,18,33,8,17,2,2,32,30,0,32,29,16,188,19,39,59,74,34,0,0,641
Tuesday,0,0,0,0,21,31,18,6,32,23,39,10,33,5,29,21,240,23,49,73,95,39,0,0,795
Wednesday,0,0,0,0,32,6,1,17,23,3,4,35,29,25,21,16,189,22,40,60,75,16,0,0,622
Thursday,0,0,0,0,10,33,13,19,6,11,42,10,34,7,5,7,276,29,58,83,110,32,0,0,794
Friday,0,0,0,0,28,15,12,6,27,16,1,8,2,8,3,19,172,20,38,52,68,21,0,0,524
Monday,0,0,0,0,34,8,11,3,12,26,8,26,27,16,27,13,191,20,41,59,75,20,0,0,627
Tuesday,0,0,0,0,30,27,22,25,3,30,6,12,3,31,24,35,205,23,43,63,82,31,0,0,705
Wednesday,0,0,0,0,27,5,10,9,17,8,22,20,27,8,19,25,109,11,25,34,42,27,0,0,454
Thursday,0,0,0,0,8,5,10,26,15,5,19,16,27,26,30,13,127,15,28,39,49,23,0,0,491
Friday,0,0,0,0,0,6,3,32,2,7,39,11,12,11,18,36,240,26,49,72,94,30,0,0,697
Monday,0,0,0,0,19,0,3,16,35,19,25,2,30,7,10,29,194,19,41,59,77,1,0,0,595
Tuesday,0,0,0,0,8,21,31,23,30,13,19,17,26,32,25,29,181,20,37,55,71,17,0,0,661
Wednesday,0,0,0,0,16,13,16,30,38,26,27,13,41,20,25,10,271,27,54,81,108,22,0,0,846
Thursday,0,0,0,0,40,23,7,15,0,22,12,10,29,5,2,21,259,29,54,78,103,36,0,0,752
Friday,0,0,0,0,32,20,6,7,3,29,24,17,19,36,19,36,288,32,59,89,115,31,0,0,869
Monday,0,0,0,0,28,7,26,13,14,4,27,9,6,14,17,6,147,16,32,47,58,11,0,0,490
Tuesday,0,0,0,0,6,19,22,39,28,16,9,35,18,16,12,20,244,28,51,77,97,25,0,0,769
Wednesday,0,0,0,0,5,1,20,22,19,11,31,2,15,27,14,5,267,30,53,80,105,24,0,0,740
Thursday,0,0,0,0,2,15,14,22,26,10,28,12,20,27,22,27,112,13,22,36,43,28,0,0,488
Friday,0,0,0,0,22,13,26,22,27,27,27,30,30,15,8,9,139,15,31,44,54,12,0,0,563
Monday,0,0,0,0,17,22,5,22,19,27,12,21,10,15,18,14,192,22,38,59,76,23,0,0,622
Tuesday,0,0,0,0,18,29,19,8,16,4,18,28,15,2,4,22,118,12,25,37,46,20,0,0,451
Wednesday,0,0,0,0,10,9,37,1,28,4,30,9,7,20,4,33,252,27,52,75,99,27,0,0,734
Thursday,0,0,0,0,14,5,16,27,5,23,8,28,12,30,3,1,137,17,30,43,54,15,0,0,476
Friday,0,0,0,0,12,18,28,29,24,17,14,13,28,16,25,26,184,19,38,56,73,18,0,0,646
Monday,0,0,0,0,30,8,0,28,23,8,2,26,13,8,15,0,165,17,34,51,65,7,0,0,510
Saturday,0,0,0,0,0,0,7,4,4,9,12,9,3,9,10,6,6,1,5,11,1,8,11,0,125
Saturday,0,0,0,0,0,11,8,3,12,14,2,15,8,6,12,10,13,9,10,9,2,0,12,0,164
Saturday,0,0,0,0,0,8,1,14,5,0,13,14,8,5,11,13,1,7,0,14,9,14,11,0,159
Saturday,0,0,0,0,0,2,9,1,1,5,13,14,13,9,2,12,10,8,2,14,5,11,1,0,141
Saturday,0,0,0,0,0,3,8,1,9,15,15,10,12,7,4,7,14,15,5,11,2,1,12,0,162
Saturday,0,0,0,0,0,6,5,12,8,2,6,15,14,0,14,1,9,4,0,10,12,4,5,0,136
Sunday,0,0,0,0,0,13,15,10,14,4,3,9,14,0,14,0,12,13,2,12,3,12,13,0,172
Sunday,0,0,0,0,0,6,12,0,12,9,13,15,9,10,15,12,10,14,9,15,1,9,2,0,184
Sunday,0,0,0,0,0,0,13,4,14,10,14,14,11,0,3,3,13,12,12,6,8,5,14,0,166
Sunday,0,0,0,0,0,9,11,4,6,5,12,13,5,10,8,14,8,2,3,14,12,7,13,0,164
Sunday,0,0,0,0,0,14,13,0,13,5,15,12,0,2,3,10,1,11,14,3,7,10,4,0,147
Sunday,0,0,0,0,0,7,1,12,12,4,13,5,14,14,9,5,15,7,13,4,3,5,10,0,161
