Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,69,18,18,170,17,0,1,2,7,3,6,0,6,0,1,5,4,0,0,335
Wednesday,0,0,0,0,1,64,18,18,155,16,0,3,0,2,4,3,7,2,5,7,6,3,0,0,321
Thursday,0,0,0,0,4,50,16,14,125,15,8,3,0,6,3,5,3,7,7,7,4,5,0,0,291
Friday,0,0,0,0,1,88,21,22,219,25,7,6,5,7,7,5,5,2,4,4,4,3,0,0,443
Monday,0,0,0,0,4,80,23,23,202,22,6,6,4,1,7,4,1,4,1,0,0,2,0,0,400
Tuesday,0,0,0,0,4,58,17,14,135,14,5,3,1,7,2,2,4,7,1,7,1,0,0,0,292
Wednesday,0,0,0,0,2,91,23,25,219,25,0,1,0,4,1,6,7,3,1,6,2,1,0,0,423
Thursday,0,0,0,0,0,62,16,14,145,16,6,1,0,8,0,0,3,3,7,2,0,5,0,0,297
Friday,0,0,0,0,7,116,29,29,284,29,0,4,0,3,2,3,2,7,3,7,7,3,0,0,544
Monday,0,0,0,0,4,63,17,17,158,17,7,0,4,5,1,7,5,6,7,6,4,0,0,0,337
Tuesday,0,0,0,0,1,81,23,22,197,21,7,1,1,7,5,0,7,6,7,4,5,3,0,0,406
Wednesday,0,0,0,0,1,54,16,15,131,14,0,5,1,5,1,5,0,0,6,0,6,7,0,0,274
Thursday,0,0,0,0,4,77,21,22,185,22,4,5,2,0,6,1,6,5,4,0,3,0,0,0,377
Friday,0,0,0,0,1,83,23,22,201,20,2,0,1,3,1,0,2,7,6,4,7,2,0,0,395
Monday,0,0,0,0,1,63,15,18,155,18,3,6,6,5,6,0,5,7,0,2,3,2,0,0,325
Tuesday,0,0,0,0,5,86,24,23,214,24,5,5,0,1,6,4,0,2,4,3,2,1,0,0,415
Wednesday,0,0,0,0,2,96,27,27,238,27,3,7,4,5,3,5,5,3,0,5,3,1,0,0,470
Thursday,0,0,0,0,7,97,25,27,240,24,5,1,2,5,7,3,0,5,1,2,6,3,0,0,469
Friday,0,0,0,0,4,114,29,28,278,28,1,6,3,5,1,1,6,3,3,4,2,6,0,0,529
Monday,0,0,0,0,0,76,18,19,184,19,7,4,3,7,6,6,4,3,3,0,7,2,0,0,376
Tuesday,0,0,0,0,7,109,30,27,267,27,2,0,6,3,0,4,1,6,6,6,0,2,0,0,511
Wednesday,0,0,0,0,2,102,29,29,254,28,2,4,1,3,6,3,6,4,6,1,7,7,0,0,503
Thursday,0,0,0,0,4,68,17,17,168,16,1,7,1,3,7,2,2,1,5,0,2,2,0,0,333
Friday,0,0,0,0,3,71,18,19,176,20,2,0,0,7,6,6,4,4,3,4,1,7,0,0,360
Monday,0,0,0,0,0,50,14,14,118,12,1,1,3,4,1,2,0,1,1,7,0,5,0,0,243
Tuesday,0,0,0,0,7,112,30,29,275,28,2,7,3,1,0,4,3,5,6,6,2,4,0,0,531
Wednesday,0,0,0,0,0,68,20,20,164,18,1,7,1,7,6,6,6,0,3,4,3,2,0,0,344
Thursday,0,0,0,0,1,50,13,13,124,13,4,2,0,1,4,6,0,0,4,7,2,1,0,0,253
Friday,0,0,0,0,0,47,14,14,114,13,7,2,3,1,2,4,5,2,0,3,4,6,0,0,249
Monday,0,0,0,0,2,87,23,23,209,23,5,7,5,3,6,4,5,7,4,6,2,4,0,0,434
Saturday,0,0,0,0,0,0,5,4,5,3,3,0,4,4,2,7,50,35,67,18,5,5,1,0,226
Saturday,0,0,0,0,0,0,2,6,5,0,7,0,4,7,8,0,21,69,37,87,7,6,6,0,280
Saturday,0,0,0,0,0,0,0,3,7,0,3,4,4,4,2,5,33,63,45,77,5,5,1,0,269
Saturday,0,0,0,0,0,0,4,1,1,4,1,0,1,3,3,6,69,52,35,90,3,0,6,0,287
Saturday,0,0,0,0,0,0,4,4,2,6,7,2,6,3,2,6,24,48,12,59,0,6,3,0,203
Saturday,0,0,0,0,0,0,3,7,4,0,3,8,5,6,1,1,72,25,96,120,7,5,5,0,376
Sunday,0,0,0,0,0,0,0,0,2,3,4,4,4,5,1,3,70,34,88,18,7,4,7,0,260
Sunday,0,0,0,0,0,0,4,3,2,0,0,7,4,3,3,7,37,56,11,48,0,5,3,0,201
Sunday,0,0,0,0,0,0,6,8,7,2,0,6,3,1,6,7,34,44,23,54,5,3,4,0,222
Sunday,0,0,0,0,0,0,2,1,4,4,6,5,5,2,1,0,86,106,42,64,2,4,2,0,343
Sunday,0,0,0,0,0,0,0,0,0,7,7,3,4,5,0,6,44,21,102,61,3,2,6,0,281
Sunday,0,0,0,0,0,0,3,7,4,0,5,3,2,1,6,2,54,87,36,18,3,5,6,0,249
