Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,22,6,16,24,3,25,19,9,30,19,1,9,22,36,20,17,15,12,0,0,315
Wednesday,0,0,0,0,4,4,22,12,15,9,25,9,17,33,9,29,21,2,20,1,17,21,0,0,280
Thursday,0,0,0,0,7,19,28,12,26,18,15,33,35,21,34,31,37,8,4,7,10,0,0,0,353
Friday,0,0,0,0,14,28,14,17,21,23,27,29,0,18,7,4,21,17,12,25,15,14,0,0,315
Monday,0,0,0,0,21,26,25,7,18,16,10,9,27,17,32,35,32,29,28,26,13,11,0,0,387
Tuesday,0,0,0,0,22,40,5,23,24,27,40,9,15,41,9,33,1,1,4,10,3,11,0,0,327
Wednesday,0,0,0,0,28,35,7,15,11,12,13,3,12,39,20,37,39,7,13,4,27,22,0,0,356
Thursday,0,0,0,0,14,34,7,13,15,28,22,10,42,25,39,42,15,11,26,20,14,20,0,0,405
Friday,0,0,0,0,33,20,16,16,6,32,29,32,3,16,39,6,38,24,33,36,0,35,0,0,424
Monday,0,0,0,0,13,24,2,3,0,31,12,16,15,22,23,34,32,22,11,19,5,21,0,0,312
Tuesday,0,0,0,0,17,33,13,28,0,2,36,30,3,14,35,33,36,15,36,4,3,29,0,0,376
Wednesday,0,0,0,0,33,30,28,24,11,0,20,29,25,0,31,20,3,17,10,30,20,11,0,0,349
Thursday,0,0,0,0,33,28,23,34,16,29,23,10,24,21,5,33,39,5,24,30,13,2,0,0,402
Friday,0,0,0,0,14,4,24,10,9,18,17,15,27,21,11,14,24,25,25,10,27,18,0,0,322
Monday,0,0,0,0,9,12,0,22,23,7,27,3,24,9,1,9,1,1,29,5,26,14,0,0,230
Tuesday,0,0,0,0,37,5,18,32,19,38,0,26,33,21,3,2,37,20,37,0,22,31,0,0,391
Wednesday,0,0,0,0,7,19,23,13,28,26,5,9,22,13,27,9,29,9,18,11,11,8,0,0,294
Thursday,0,0,0,0,42,12,28,14,24,18,25,19,26,17,39,11,13,2,42,8,41,37,0,0,426
Friday,0,0,0,0,26,25,18,17,4,14,8,0,26,35,0,25,20,15,6,5,5,18,0,0,275
Monday,0,0,0,0,13,9,43,40,3,2,32,6,32,7,6,18,18,38,38,17,29,4,0,0,362
Tuesday,0,0,0,0,23,33,19,7,18,10,26,4,0,26,33,34,28,18,16,11,12,31,0,0,359
Wednesday,0,0,0,0,25,30,26,28,30,17,4,35,0,2,30,3,14,6,29,36,32,26,0,0,381
Thursday,0,0,0,0,14,10,6,28,12,32,13,18,19,17,14,6,13,11,26,31,24,27,0,0,331
Friday,0,0,0,0,29,27,15,31,30,29,3,1,29,22,16,33,5,3,22,0,14,1,0,0,318
Monday,0,0,0,0,17,16,1,33,21,3,21,6,7,34,29,25,8,11,18,5,14,10,0,0,288
Tuesday,0,0,0,0,17,15,21,12,27,14,28,30,21,2,29,10,26,32,8,20,0,25,0,0,343
Wednesday,0,0,0,0,37,24,12,33,7,19,22,15,8,19,2,32,34,2,33,32,13,40,0,0,394
Thursday,0,0,0,0,4,19,24,18,32,12,0,3,23,0,27,7,13,17,2,1,18,12,0,0,241
Friday,0,0,0,0,31,4,15,10,27,30,22,7,6,24,6,5,2,9,25,23,5,7,0,0,267
Monday,0,0,0,0,41,20,0,28,30,27,8,2,4,11,31,6,38,7,27,20,4,36,0,0,348
Saturday,0,0,0,0,0,14,60,43,3,6,2,5,5,4,4,3,4,6,1,4,2,0,0,0,175
Saturday,0,0,0,0,0,92,73,40,1,1,3,1,5,4,4,7,7,7,4,4,6,1,7,0,276
Saturday,0,0,0,0,0,78,60,100,4,3,1,6,2,1,3,6,4,5,3,3,4,3,3,0,298
Saturday,0,0,0,0,0,54,35,12,1,7,5,0,7,3,7,4,1,7,0,4,6,0,4,0,167
Saturday,0,0,0,0,0,97,21,79,2,3,7,2,0,1,7,4,7,7,0,0,1,3,6,0,256
Saturday,0,0,0,0,0,51,19,84,0,7,7,2,3,6,5,3,7,3,1,6,5,5,7,0,228
Sunday,0,0,0,0,0,46,22,13,7,4,2,4,4,0,6,6,1,2,0,5,1,0,3,0,133
Sunday,0,0,0,0,0,97,120,26,5,2,7,0,5,3,0,4,6,4,1,2,0,2,3,0,296
Sunday,0,0,0,0,0,17,48,62,0,1,4,7,2,2,7,5,5,0,1,7,1,3,5,0,186
Sunday,0,0,0,0,0,74,93,38,7,3,2,7,7,1,0,0,3,4,0,4,4,0,5,0,261
Sunday,0,0,0,0,0,42,83,64,0,6,7,4,3,6,5,3,5,4,6,7,0,7,1,0,262
Sunday,0,0,0,0,0,40,28,54,0,6,0,2,2,0,6,1,5,5,4,0,1,0,7,0,168
