Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,29,31,21,14,4,32,31,30,33,35,12,3,52,25,51,245,76,7,0,0,737
Wednesday,0,0,0,0,7,25,19,7,31,30,29,30,8,18,3,30,30,15,31,150,47,8,0,0,525
Thursday,0,0,0,0,3,25,18,17,11,5,0,0,11,2,18,9,22,13,23,109,32,13,0,0,339
Friday,0,0,0,0,13,9,9,5,9,12,9,5,16,1,9,18,23,12,26,114,36,27,0,0,359
Monday,0,0,0,0,35,17,43,40,35,27,6,19,39,28,23,11,58,30,57,282,87,3,0,0,848
Tuesday,0,0,0,0,4,6,4,18,28,30,12,2,17,2,26,23,27,14,28,135,41,19,0,0,446
Wednesday,0,0,0,0,16,9,17,0,4,22,22,10,21,6,6,9,28,15,29,132,41,3,0,0,396
Thursday,0,0,0,0,21,29,19,21,7,1,32,11,32,29,18,12,32,19,33,163,49,19,0,0,555
Friday,0,0,0,0,3,33,23,4,3,28,5,2,12,19,2,2,37,20,38,178,55,26,0,0,499
Monday,0,0,0,0,4,17,18,29,36,29,13,28,7,33,9,23,52,27,53,259,78,28,0,0,752
Tuesday,0,0,0,0,16,0,13,25,27,23,13,11,5,8,26,30,36,19,33,167,53,24,0,0,537
Wednesday,0,0,0,0,32,20,36,26,8,6,1,4,7,8,29,20,42,22,42,204,65,34,0,0,614
Thursday,0,0,0,0,31,32,3,19,22,15,23,3,7,8,5,23,30,16,32,145,46,13,0,0,483
Friday,0,0,0,0,20,12,29,16,22,40,26,35,14,32,28,6,54,29,54,257,80,26,0,0,789
Monday,0,0,0,0,14,5,18,5,10,7,27,18,25,22,25,4,27,14,30,136,43,2,0,0,442
Tuesday,0,0,0,0,17,24,12,20,2,34,15,17,11,4,33,29,44,24,46,219,67,32,0,0,658
Wednesday,0,0,0,0,8,8,14,15,11,0,5,15,17,3,1,4,25,15,27,121,38,6,0,0,342
Thursday,0,0,0,0,10,5,16,0,22,32,33,27,34,37,27,39,51,26,52,258,80,31,0,0,788
Friday,0,0,0,0,33,33,23,33,0,26,13,6,7,37,36,15,54,27,55,262,79,41,0,0,789
Monday,0,0,0,0,11,30,2,22,2,10,21,16,5,22,29,3,50,26,49,244,72,30,0,0,651
Tuesday,0,0,0,0,21,2,6,10,1,16,0,0,9,10,13,16,37,20,33,170,52,4,0,0,428
Wednesday,0,0,0,0,10,23,4,9,19,23,1,21,19,25,20,12,24,13,24,110,34,21,0,0,419
Thursday,0,0,0,0,1,4,10,27,26,22,21,21,0,23,28,32,34,20,34,172,53,11,0,0,548
Friday,0,0,0,0,17,33,29,38,34,26,24,18,21,3,12,20,48,24,48,236,72,8,0,0,719
Monday,0,0,0,0,26,28,23,20,26,18,26,10,2,4,32,12,38,19,40,192,57,15,0,0,595
Tuesday,0,0,0,0,17,10,31,19,35,15,4,12,24,33,10,26,46,25,46,224,69,9,0,0,664
Wednesday,0,0,0,0,31,0,22,28,35,18,22,20,0,17,25,2,49,24,46,233,73,4,0,0,657
Thursday,0,0,0,0,31,4,37,35,30,28,3,6,2,19,38,3,51,25,50,244,75,14,0,0,703
Friday,0,0,0,0,11,38,20,9,14,36,29,15,26,2,22,8,45,23,47,226,67,3,0,0,651
Monday,0,0,0,0,22,24,14,25,22,5,5,17,11,27,27,20,27,13,28,135,41,12,0,0,484
Saturday,0,0,0,0,0,0,0,1,1,1,3,27,40,61,49,15,3,2,3,1,3,2,7,5,231
Saturday,0,0,0,0,0,0,0,7,6,2,2,23,60,40,80,102,5,0,4,4,7,6,6,0,362
Saturday,0,0,0,0,0,0,0,5,3,4,6,55,93,21,36,72,4,6,0,4,0,2,4,4,327
Saturday,0,0,0,0,0,0,0,2,7,4,3,12,56,21,33,44,3,5,7,3,2,4,7,0,220
Saturday,0,0,0,0,0,0,0,0,4,0,3,58,36,74,91,19,3,6,2,2,0,3,7,2,319
Saturday,0,0,0,0,0,0,0,2,5,0,2,25,66,41,15,51,3,3,4,6,0,0,3,5,241
Sunday,0,0,0,0,0,0,0,2,7,5,0,52,72,89,37,17,6,1,2,5,0,3,2,7,317
Sunday,0,0,0,0,0,0,0,3,0,0,4,56,72,37,20,89,2,7,1,1,6,4,0,1,312
Sunday,0,0,0,0,0,0,0,3,2,3,6,16,72,28,59,43,3,3,3,0,0,5,1,5,260
Sunday,0,0,0,0,0,0,0,0,2,2,1,58,22,100,39,80,7,7,5,1,0,5,7,3,350
Sunday,0,0,0,0,0,0,0,3,6,5,4,22,76,96,59,41,7,3,2,4,0,7,4,6,352
Sunday,0,0,0,0,0,0,0,0,0,7,6,66,106,24,87,42,1,6,6,6,5,4,3,3,381
