Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,4,151,97,72,105,130,4,5,6,2,3,2,7,4,0,0,0,3,0,0,604
Wednesday,0,0,0,0,1,143,188,89,122,86,0,0,3,0,3,7,0,3,5,5,1,4,0,0,669
Thursday,0,0,0,0,3,157,216,183,195,111,5,6,0,0,1,4,6,2,1,7,4,0,0,0,909
Friday,0,0,0,0,6,21,81,34,18,70,5,1,6,5,4,6,5,4,1,4,5,5,0,0,290
Monday,0,0,0,0,5,69,66,133,43,52,5,6,6,7,5,1,5,6,0,2,1,2,0,0,423
Tuesday,0,0,0,0,4,81,5,153,2,123,6,3,2,7,7,0,3,2,5,2,3,2,0,0,416
Wednesday,0,0,0,0,1,24,11,230,216,86,7,0,5,2,1,3,2,6,3,5,6,1,0,0,617
Thursday,0,0,0,0,1,31,131,163,107,32,6,1,7,5,2,2,7,4,5,1,1,8,0,0,523
Friday,0,0,0,0,5,102,57,49,89,121,0,7,3,5,6,7,6,1,0,6,7,2,0,0,481
Monday,0,0,0,0,1,79,102,7,7,92,2,1,6,5,0,3,4,3,0,7,0,7,0,0,335
Tuesday,0,0,0,0,6,153,141,70,249,267,3,4,4,1,5,3,5,5,1,7,4,6,0,0,943
Wednesday,0,0,0,0,0,83,43,152,106,85,0,3,7,4,5,4,3,3,4,2,6,7,0,0,527
Thursday,0,0,0,0,0,126,96,127,61,179,5,4,6,6,0,6,1,3,2,3,3,7,0,0,644
Friday,0,0,0,0,1,33,18,12,71,99,7,3,7,6,1,6,3,7,6,2,1,3,0,0,296
Monday,0,0,0,0,5,259,206,162,59,108,1,1,5,3,7,5,1,7,3,7,1,4,0,0,852
Tuesday,0,0,0,0,4,29,52,39,158,87,2,7,1,4,3,1,3,0,3,5,6,5,0,0,419
Wednesday,0,0,0,0,6,5,48,19,8,40,7,5,1,7,6,0,4,1,1,3,7,2,0,0,178
Thursday,0,0,0,0,2,94,110,136,35,48,1,4,6,6,4,4,3,7,0,5,4,3,0,0,482
Friday,0,0,0,0,2,94,18,75,83,105,6,3,2,4,1,6,2,2,1,5,1,5,0,0,424
Monday,0,0,0,0,4,19,172,179,27,44,0,2,4,7,1,2,2,6,6,6,2,2,0,0,495
Tuesday,0,0,0,0,4,55,147,151,33,8,4,0,3,6,7,6,0,0,7,5,4,0,0,0,448
Wednesday,0,0,0,0,6,15,108,47,15,136,2,0,7,5,4,3,5,3,5,5,5,6,0,0,385
Thursday,0,0,0,0,1,125,146,93,8,95,2,4,0,7,1,2,2,2,0,6,2,0,0,0,506
Friday,0,0,0,0,1,98,117,67,141,119,6,0,5,0,7,2,1,7,5,5,6,1,0,0,598
Monday,0,0,0,0,2,90,70,126,125,53,1,1,0,3,3,1,4,6,0,4,5,3,0,0,506
Tuesday,0,0,0,0,3,229,97,7,115,225,1,4,1,7,2,7,2,6,5,4,1,6,0,0,730
Wednesday,0,0,0,0,5,93,35,161,46,218,3,7,6,2,7,3,7,7,4,2,0,6,0,0,620
Thursday,0,0,0,0,0,52,132,0,221,207,6,4,2,0,0,5,6,0,1,6,1,2,0,0,654
Friday,0,0,0,0,3,91,83,38,96,69,7,6,3,2,3,2,5,0,7,7,7,5,0,0,442
Monday,0,0,0,0,5,99,38,117,9,8,4,0,0,3,2,1,6,1,4,1,0,6,0,0,314
Saturday,0,0,0,0,0,0,0,5,4,5,3,57,14,69,43,28,2,6,5,3,3,1,2,3,258
Saturday,0,0,0,0,0,0,0,1,4,6,0,32,16,43,70,57,7,0,5,1,4,7,4,5,271
Saturday,0,0,0,0,0,0,0,2,5,0,6,47,73,118,93,25,6,0,0,0,1,5,7,4,400
Saturday,0,0,0,0,0,0,0,4,4,4,0,50,24,99,120,72,4,3,4,6,0,3,4,1,408
Saturday,0,0,0,0,0,0,0,3,0,4,1,22,96,40,75,59,2,4,0,4,4,4,0,0,325
Saturday,0,0,0,0,0,0,0,2,0,5,6,12,24,54,30,40,3,7,3,5,5,6,2,6,218
Sunday,0,0,0,0,0,0,0,4,6,0,2,77,40,58,21,95,2,6,7,3,3,1,4,5,340
Sunday,0,0,0,0,0,0,0,2,0,4,7,35,67,85,18,52,6,7,5,2,1,7,2,5,312
Sunday,0,0,0,0,0,0,0,2,6,1,0,31,22,40,54,10,4,1,3,1,3,0,2,7,195
Sunday,0,0,0,0,0,0,0,6,4,5,5,114,46,26,91,72,2,0,0,7,7,5,5,3,406
Sunday,0,0,0,0,0,0,0,5,7,0,7,34,55,10,22,42,5,2,2,5,6,1,6,5,221
Sunday,0,0,0,0,0,0,0,7,0,5,7,25,15,50,38,60,7,6,0,2,3,2,4,3,243
