Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,2,6,4,1,6,1,3,76,39,57,185,20,0,2,1,6,4,2,0,0,426
Wednesday,0,0,0,0,4,6,1,3,5,1,4,95,49,74,238,27,4,3,5,7,2,4,0,0,540
Thursday,0,0,0,0,4,0,1,3,6,0,2,84,44,63,212,24,4,4,4,4,0,4,0,0,471
Friday,0,0,0,0,6,1,5,4,4,1,0,59,30,45,141,16,2,4,5,6,4,1,0,0,341
Monday,0,0,0,0,5,7,3,6,5,2,5,67,33,50,165,20,3,1,2,6,0,2,0,0,392
Tuesday,0,0,0,0,5,1,2,6,0,6,6,112,58,84,281,28,0,7,5,1,0,0,0,0,609
Wednesday,0,0,0,0,7,6,1,4,2,2,3,97,48,75,245,24,5,7,0,0,0,2,0,0,540
Thursday,0,0,0,0,5,2,2,5,4,1,4,97,50,72,236,25,7,6,4,5,3,0,0,0,537
Friday,0,0,0,0,2,0,3,1,4,0,3,100,52,74,246,25,7,1,0,3,2,7,0,0,541
Monday,0,0,0,0,6,1,0,7,2,6,4,49,25,39,123,12,5,5,7,1,5,6,0,0,312
Tuesday,0,0,0,0,3,2,6,3,0,0,2,106,55,81,266,29,3,6,0,0,6,5,0,0,581
Wednesday,0,0,0,0,5,1,0,0,7,6,6,94,46,71,231,25,4,5,0,2,3,2,0,0,516
Thursday,0,0,0,0,0,1,0,7,2,1,0,56,28,43,141,16,3,0,4,4,1,1,0,0,316
Friday,0,0,0,0,2,2,5,6,3,1,0,113,58,83,276,28,4,1,7,3,5,6,0,0,612
Monday,0,0,0,0,6,5,1,7,6,6,3,83,43,63,200,22,6,0,0,1,1,4,0,0,467
Tuesday,0,0,0,0,3,5,5,1,0,5,3,114,56,87,282,31,1,2,3,2,5,3,0,0,616
Wednesday,0,0,0,0,7,4,5,3,5,6,3,93,47,70,234,23,4,6,0,2,7,0,0,0,527
Thursday,0,0,0,0,0,7,1,7,5,1,0,111,56,81,275,30,5,4,0,7,4,1,0,0,604
Friday,0,0,0,0,7,1,5,0,2,0,5,63,32,47,151,15,0,0,3,1,7,7,0,0,354
Monday,0,0,0,0,5,7,7,1,5,2,2,82,44,63,206,23,0,5,4,0,5,6,0,0,476
Tuesday,0,0,0,0,0,5,3,3,6,0,3,47,23,36,117,13,2,6,2,7,6,0,0,0,289
Wednesday,0,0,0,0,3,6,4,7,7,6,3,57,29,43,140,13,5,4,7,5,2,5,0,0,354
Thursday,0,0,0,0,4,4,5,3,2,6,0,94,46,71,234,27,0,6,4,0,2,5,0,0,524
Friday,0,0,0,0,7,5,6,2,2,5,6,103,54,80,258,25,0,1,6,7,5,3,0,0,584
Monday,0,0,0,0,7,1,1,4,5,4,7,53,26,41,128,14,7,2,4,6,5,5,0,0,328
Tuesday,0,0,0,0,0,5,3,7,4,6,3,96,49,71,236,27,4,6,4,3,4,0,0,0,536
Wednesday,0,0,0,0,4,0,6,7,2,6,4,76,39,56,189,22,4,0,2,0,2,4,0,0,432
Thursday,0,0,0,0,5,7,0,1,4,5,5,57,31,42,146,17,7,7,0,1,7,3,0,0,355
Friday,0,0,0,0,3,3,1,2,1,4,1,44,22,36,112,13,1,3,7,1,7,4,0,0,274
Monday,0,0,0,0,4,4,6,2,2,5,8,46,24,38,117,13,5,3,6,7,2,6,0,0,305
Saturday,0,0,0,0,0,0,4,1,0,6,1,7,4,2,7,3,27,65,55,16,2,4,0,0,213
Saturday,0,0,0,0,0,0,4,0,4,0,5,4,1,2,0,6,80,51,35,63,1,6,2,0,272
Saturday,0,0,0,0,0,0,0,5,0,2,5,2,2,5,6,7,22,43,35,12,2,3,5,0,164
Saturday,0,0,0,0,0,0,0,5,3,7,4,0,2,2,1,6,62,86,22,105,5,0,5,0,326
Saturday,0,0,0,0,0,0,7,6,3,0,0,6,0,0,3,4,22,109,64,85,6,0,0,0,323
Saturday,0,0,0,0,0,0,0,5,6,2,7,6,0,4,7,0,87,35,53,21,3,7,1,0,251
Sunday,0,0,0,0,0,0,3,4,4,0,5,4,3,4,4,3,59,21,99,80,5,5,6,0,317
Sunday,0,0,0,0,0,0,7,5,0,3,3,7,0,6,3,1,19,55,73,89,5,0,7,0,292
Sunday,0,0,0,0,0,0,1,1,7,1,7,3,1,3,7,5,32,43,22,58,2,0,7,0,209
Sunday,0,0,0,0,0,0,6,4,0,4,3,7,0,5,2,3,99,77,60,20,1,1,7,0,307
Sunday,0,0,0,0,0,0,4,3,5,6,3,0,4,7,1,5,20,93,74,58,5,0,0,0,297
Sunday,0,0,0,0,0,0,3,3,2,4,1,5,3,1,7,0,118,49,71,93,0,7,4,0,378
