Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,6,15,3,26,27,1,18,22,17,2,2,7,29,34,15,33,27,30,0,0,322
Wednesday,0,0,0,0,1,15,27,20,1,21,1,8,2,11,13,0,22,26,3,22,19,6,0,0,227
Thursday,0,0,0,0,2,3,6,10,18,5,4,10,24,11,28,4,33,6,15,8,21,7,0,0,222
Friday,0,0,0,0,19,31,1,8,21,27,8,12,14,31,15,3,5,8,5,25,6,13,0,0,262
Monday,0,0,0,0,31,22,6,13,24,19,5,1,31,28,6,9,24,28,26,6,7,36,0,0,331
Tuesday,0,0,0,0,24,16,7,14,29,29,21,8,23,21,4,15,16,4,13,27,1,16,0,0,298
Wednesday,0,0,0,0,14,25,11,15,17,21,9,20,30,31,5,9,19,3,1,20,35,29,0,0,319
Thursday,0,0,0,0,9,10,13,28,33,18,17,36,6,18,11,29,34,11,3,0,16,19,0,0,320
Friday,0,0,0,0,19,23,5,4,1,13,22,6,24,7,16,21,4,21,10,14,23,23,0,0,263
Monday,0,0,0,0,31,11,14,20,21,7,26,5,9,8,13,11,10,25,23,6,12,26,0,0,287
Tuesday,0,0,0,0,13,2,17,39,24,23,27,15,29,40,16,5,35,23,2,32,2,38,0,0,389
Wednesday,0,0,0,0,15,12,28,23,4,33,31,17,34,3,31,9,19,14,22,8,26,36,0,0,375
Thursday,0,0,0,0,35,18,4,5,2,33,29,28,34,5,0,17,13,29,13,21,30,31,0,0,356
Friday,0,0,0,0,23,8,12,29,32,35,9,7,27,1,27,23,21,20,4,17,14,13,0,0,332
Monday,0,0,0,0,12,26,16,12,18,7,3,32,15,7,23,29,11,0,17,26,9,25,0,0,297
Tuesday,0,0,0,0,34,33,7,8,22,4,35,35,12,30,8,27,17,29,6,11,7,10,0,0,345
Wednesday,0,0,0,0,13,20,1,23,18,33,21,1,29,28,41,29,30,4,31,38,28,7,0,0,403
Thursday,0,0,0,0,14,31,25,17,10,18,36,10,20,32,32,34,26,25,2,3,22,25,0,0,393
Friday,0,0,0,0,13,18,18,5,30,3,22,0,18,5,15,16,15,19,24,33,12,33,0,0,307
Monday,0,0,0,0,4,26,5,17,8,3,8,24,6,24,31,16,29,20,29,23,9,26,0,0,317
Tuesday,0,0,0,0,5,34,9,30,31,4,17,12,34,32,18,37,32,26,35,5,25,2,0,0,396
Wednesday,0,0,0,0,34,37,11,32,4,4,33,24,15,19,16,1,17,20,43,19,40,43,0,0,422
Thursday,0,0,0,0,22,11,2,23,5,14,8,13,4,29,10,7,29,30,29,0,0,27,0,0,271
Friday,0,0,0,0,42,32,14,18,17,6,23,0,16,40,36,21,33,24,31,29,13,27,0,0,431
Monday,0,0,0,0,4,10,16,17,25,25,0,16,24,16,8,5,8,4,8,2,20,6,0,0,222
Tuesday,0,0,0,0,42,17,29,26,28,43,39,10,24,42,33,30,2,18,40,30,36,10,0,0,511
Wednesday,0,0,0,0,23,23,2,23,11,1,20,13,22,23,27,0,34,28,7,19,23,3,0,0,312
Thursday,0,0,0,0,2,4,21,2,22,11,1,18,11,7,11,22,24,27,16,2,10,4,0,0,225
Friday,0,0,0,0,18,31,36,14,19,7,19,12,10,11,1,31,37,35,22,29,28,9,0,0,379
Monday,0,0,0,0,17,8,21,28,28,3,4,0,15,22,5,29,20,1,29,30,6,25,0,0,299
Saturday,0,0,0,0,0,6,6,5,9,13,10,4,11,14,7,2,8,5,2,15,10,8,11,0,154
Saturday,0,0,0,0,0,6,10,4,6,13,5,4,5,8,15,6,10,7,10,0,6,12,13,0,149
Saturday,0,0,0,0,0,7,6,7,14,6,3,0,13,0,0,7,14,2,0,6,10,3,11,0,119
Saturday,0,0,0,0,0,3,4,0,11,14,0,3,5,11,5,6,12,1,8,15,9,6,0,0,122
Saturday,0,0,0,0,0,15,10,9,11,15,3,5,5,10,13,4,12,13,15,8,7,10,10,0,185
Saturday,0,0,0,0,0,2,11,13,15,15,11,2,1,7,15,1,2,15,13,13,14,9,10,0,176
Sunday,0,0,0,0,0,11,2,13,3,8,7,4,12,7,0,0,3,14,6,14,2,12,8,0,134
Sunday,0,0,0,0,0,5,6,10,1,13,6,14,12,15,0,11,6,1,6,3,11,4,13,0,144
Sunday,0,0,0,0,0,9,9,8,11,11,5,15,4,5,14,3,9,10,13,3,12,6,5,0,161
Sunday,0,0,0,0,0,14,4,6,13,3,4,5,14,5,10,13,7,14,3,4,4,2,3,0,137
Sunday,0,0,0,0,0,9,13,6,9,13,8,14,9,8,7,1,12,2,1,8,5,14,11,0,159
Sunday,0,0,0,0,0,12,12,5,5,6,1,11,0,3,12,11,8,0,4,0,2,5,2,0,107
