Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,5,13,28,40,52,127,3,1,2,5,1,0,3,5,0,1,3,7,0,0,305
Wednesday,0,0,0,0,2,24,44,66,89,219,1,2,7,0,7,1,5,2,0,7,3,4,0,0,489
Thursday,0,0,0,0,7,24,42,63,86,210,3,5,4,5,6,0,7,7,6,4,2,1,0,0,491
Friday,0,0,0,0,0,18,37,56,74,179,1,6,7,2,1,1,3,1,5,7,6,1,0,0,414
Monday,0,0,0,0,7,22,40,59,75,188,6,1,4,4,4,3,7,7,1,1,2,2,0,0,443
Tuesday,0,0,0,0,7,32,62,90,121,296,5,4,2,6,4,6,4,3,4,1,2,7,0,0,662
Wednesday,0,0,0,0,4,24,49,74,97,241,2,4,4,0,5,2,7,6,1,1,2,6,0,0,539
Thursday,0,0,0,0,2,19,36,55,72,175,5,4,7,1,0,0,4,4,4,7,5,2,0,0,411
Friday,0,0,0,0,4,24,46,70,93,230,2,6,7,6,6,1,5,5,4,2,6,5,0,0,532
Monday,0,0,0,0,4,29,57,84,110,274,3,1,0,1,6,1,7,2,1,6,0,6,0,0,599
Tuesday,0,0,0,0,4,14,26,40,49,122,6,5,0,5,4,5,0,3,0,2,0,3,0,0,296
Wednesday,0,0,0,0,2,26,53,80,104,260,5,7,2,3,6,3,7,5,2,5,1,7,0,0,586
Thursday,0,0,0,0,3,29,62,93,121,297,3,5,1,5,3,0,4,4,5,5,3,6,0,0,657
Friday,0,0,0,0,2,20,41,60,79,196,2,5,5,4,3,3,7,2,1,4,7,7,0,0,456
Monday,0,0,0,0,3,28,59,86,112,279,3,6,2,4,2,3,0,6,5,6,7,6,0,0,625
Tuesday,0,0,0,0,1,31,63,90,123,299,2,6,3,1,3,6,4,6,6,5,7,3,0,0,667
Wednesday,0,0,0,0,2,29,58,86,114,283,6,1,0,7,2,5,6,4,5,3,3,6,0,0,629
Thursday,0,0,0,0,5,16,25,38,53,127,7,3,1,2,4,1,2,6,4,5,4,1,0,0,313
Friday,0,0,0,0,3,32,59,91,119,290,6,4,1,1,5,0,5,4,4,7,2,5,0,0,647
Monday,0,0,0,0,6,32,58,88,118,291,7,3,3,7,3,7,4,5,2,4,4,2,0,0,654
Tuesday,0,0,0,0,1,19,31,49,64,155,2,1,3,4,0,7,5,7,5,3,3,7,0,0,375
Wednesday,0,0,0,0,5,23,47,68,89,219,5,0,4,5,1,4,1,7,3,7,5,4,0,0,504
Thursday,0,0,0,0,7,31,60,92,121,299,4,5,0,7,7,7,0,4,1,6,5,0,0,0,664
Friday,0,0,0,0,3,15,22,36,47,113,5,5,4,2,7,6,3,4,3,2,2,5,0,0,293
Monday,0,0,0,0,6,14,27,40,55,134,2,0,7,3,3,4,6,6,7,1,0,1,0,0,322
Tuesday,0,0,0,0,2,28,52,75,102,248,5,7,3,5,1,0,1,5,4,3,2,5,0,0,556
Wednesday,0,0,0,0,5,29,52,77,104,258,3,6,6,5,7,4,7,7,6,0,1,3,0,0,587
Thursday,0,0,0,0,0,29,56,82,111,268,1,3,0,6,5,3,0,3,3,6,1,7,0,0,593
Friday,0,0,0,0,2,22,43,62,83,204,7,4,6,1,4,6,0,6,6,3,4,4,0,0,477
Monday,0,0,0,0,7,23,45,70,89,220,3,7,6,5,2,2,0,7,3,5,0,6,0,0,509
Saturday,0,0,0,0,0,12,1,8,12,3,3,5,0,5,5,5,1,15,7,8,14,7,7,0,126
Saturday,0,0,0,0,0,2,8,13,5,0,3,14,6,6,13,10,15,10,15,10,2,5,15,0,163
Saturday,0,0,0,0,0,7,6,7,2,10,4,10,8,7,3,0,7,15,1,3,0,2,2,0,102
Saturday,0,0,0,0,0,7,3,10,10,13,2,8,2,5,2,15,3,6,0,6,11,5,11,0,130
Saturday,0,0,0,0,0,13,6,10,1,7,1,4,1,7,12,9,6,9,4,2,15,8,10,0,134
Saturday,0,0,0,0,0,1,2,14,3,6,14,4,1,7,12,2,3,2,10,13,6,1,3,0,114
Sunday,0,0,0,0,0,5,11,8,12,8,3,13,6,9,4,0,13,7,12,5,14,0,15,0,152
Sunday,0,0,0,0,0,4,6,4,0,6,5,10,10,0,14,7,1,14,13,12,8,3,2,0,129
Sunday,0,0,0,0,0,3,15,1,5,2,8,14,9,2,15,0,11,6,4,2,6,11,11,0,134
Sunday,0,0,0,0,0,8,6,15,15,9,8,8,8,0,9,12,11,12,2,9,8,16,2,0,165
Sunday,0,0,0,0,0,11,1,3,11,14,12,11,2,7,13,9,11,13,2,13,5,13,1,0,163
Sunday,0,0,0,0,0,8,1,1,11,13,9,10,3,15,4,1,4,11,10,11,8,9,6,0,144
