Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,5,0,1,7,6,7,0,122,303,93,63,30,0,6,5,1,6,0,0,0,663
Wednesday,0,0,0,0,5,0,3,6,7,2,0,120,297,91,61,32,3,0,7,4,2,5,0,0,655
Thursday,0,0,0,0,2,3,3,1,3,5,0,100,253,77,52,27,4,3,4,5,0,1,0,0,552
Friday,0,0,0,0,0,2,3,3,5,6,4,52,128,39,27,13,6,7,4,4,7,6,0,0,325
Monday,0,0,0,0,5,7,7,1,4,2,0,105,260,79,53,27,2,2,0,0,0,4,0,0,565
Tuesday,0,0,0,0,5,3,5,1,5,5,6,59,147,43,31,15,2,0,4,7,1,5,0,0,353
Wednesday,0,0,0,0,1,0,4,5,7,0,5,107,267,80,55,28,4,4,2,7,3,7,0,0,592
Thursday,0,0,0,0,5,2,1,5,5,4,5,66,162,50,35,18,5,0,0,7,6,3,0,0,387
Friday,0,0,0,0,1,3,2,4,5,1,6,103,252,76,50,26,1,2,6,1,7,1,0,0,556
Monday,0,0,0,0,6,6,1,1,2,6,3,68,169,51,37,18,1,2,5,1,3,0,0,0,389
Tuesday,0,0,0,0,5,0,2,0,4,6,1,64,160,51,34,16,3,5,7,1,5,6,0,0,378
Wednesday,0,0,0,0,6,7,7,2,6,7,6,66,155,49,31,18,4,4,3,5,6,1,0,0,392
Thursday,0,0,0,0,2,7,1,6,1,2,4,67,169,51,35,18,1,3,5,6,2,2,0,0,390
Friday,0,0,0,0,2,0,1,6,2,1,3,105,255,79,51,26,3,0,3,2,2,5,0,0,555
Monday,0,0,0,0,7,2,2,6,7,1,1,65,154,49,33,17,0,4,2,5,3,5,0,0,371
Tuesday,0,0,0,0,3,0,2,0,0,5,0,97,239,71,51,25,0,1,1,1,4,4,0,0,510
Wednesday,0,0,0,0,7,4,0,5,6,2,7,86,210,62,44,23,5,4,7,4,1,0,0,0,486
Thursday,0,0,0,0,1,1,2,7,6,6,2,44,110,35,23,13,3,4,2,2,1,0,0,0,269
Friday,0,0,0,0,2,2,2,2,4,7,5,41,100,31,23,12,4,3,3,2,3,0,0,0,256
Monday,0,0,0,0,2,7,2,4,7,7,6,119,289,86,59,29,2,3,7,0,4,2,0,0,642
Tuesday,0,0,0,0,3,1,5,6,5,1,7,51,126,40,28,15,2,4,1,0,2,0,0,0,304
Wednesday,0,0,0,0,0,3,4,3,3,1,7,63,151,46,32,15,1,2,3,6,6,1,0,0,357
Thursday,0,0,0,0,1,2,7,6,6,6,3,94,230,68,45,26,2,4,8,4,2,3,0,0,526
Friday,0,0,0,0,5,0,5,1,3,7,0,58,146,43,31,18,5,6,4,2,0,6,0,0,348
Monday,0,0,0,0,3,7,3,3,5,0,7,53,130,39,27,13,7,3,4,5,3,1,0,0,325
Tuesday,0,0,0,0,7,2,6,7,3,4,7,43,103,30,20,12,2,1,1,1,5,0,0,0,263
Wednesday,0,0,0,0,3,6,2,7,7,1,1,111,280,86,56,30,3,4,3,2,0,2,0,0,614
Thursday,0,0,0,0,5,5,2,2,0,6,5,73,184,56,39,21,4,2,6,4,0,2,0,0,425
Friday,0,0,0,0,7,5,7,7,3,1,5,111,275,85,58,29,5,2,0,3,0,5,0,0,618
Monday,0,0,0,0,6,4,6,4,3,3,1,71,178,55,36,18,5,1,6,2,8,7,0,0,421
Saturday,0,0,0,0,0,0,4,2,2,7,6,6,6,6,7,1,24,48,92,113,3,0,5,0,341
Saturday,0,0,0,0,0,0,6,3,3,0,5,1,4,2,7,3,51,12,25,61,3,5,6,0,207
Saturday,0,0,0,0,0,0,6,3,2,4,5,0,0,7,2,1,96,23,47,73,3,0,5,0,286
Saturday,0,0,0,0,0,0,6,5,6,1,1,7,5,4,2,3,55,18,88,73,1,6,0,0,288
Saturday,0,0,0,0,0,0,6,0,2,0,1,4,5,7,4,0,13,49,24,60,3,1,1,0,188
Saturday,0,0,0,0,0,0,5,7,5,6,4,5,5,1,3,6,31,44,18,63,0,6,4,0,221
Sunday,0,0,0,0,0,0,5,4,4,3,1,7,5,3,1,2,57,72,44,15,0,5,4,0,239
Sunday,0,0,0,0,0,0,5,5,5,6,1,3,2,1,1,4,68,19,54,84,6,4,2,0,279
Sunday,0,0,0,0,0,0,3,7,2,2,0,6,7,0,1,6,54,12,40,32,3,7,5,0,198
Sunday,0,0,0,0,0,0,3,6,6,0,4,7,3,3,0,4,64,43,84,103,5,4,7,0,355
Sunday,0,0,0,0,0,0,3,0,2,8,2,0,3,6,7,7,20,108,65,87,4,2,0,0,334
Sunday,0,0,0,0,0,0,3,5,0,3,7,2,2,5,6,3,43,28,70,55,5,2,4,0,252
