Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,7,5,7,7,7,4,0,1,52,19,7,34,0,1,2,5,5,0,0,0,169
Wednesday,0,0,0,0,1,0,3,6,4,2,1,36,60,21,27,36,0,0,7,0,3,4,0,0,220
Thursday,0,0,0,0,1,2,2,0,3,6,7,21,61,22,2,29,6,6,5,1,3,1,0,0,187
Friday,0,0,0,0,6,5,1,2,5,0,4,31,68,25,26,13,5,2,5,4,0,3,0,0,214
Monday,0,0,0,0,6,4,2,6,2,6,6,26,46,17,6,32,7,7,5,1,4,6,0,0,197
Tuesday,0,0,0,0,1,4,4,0,1,1,2,7,44,17,30,28,2,0,1,6,3,5,0,0,165
Wednesday,0,0,0,0,0,0,3,6,2,7,3,12,39,15,17,16,2,7,1,2,2,2,0,0,144
Thursday,0,0,0,0,5,5,0,3,3,3,7,11,49,18,24,25,6,7,5,1,4,4,0,0,188
Friday,0,0,0,0,2,3,2,1,7,7,2,39,56,18,33,3,4,0,5,2,2,0,0,0,193
Monday,0,0,0,0,0,0,1,7,4,6,1,13,66,23,21,13,4,5,6,6,2,2,0,0,189
Tuesday,0,0,0,0,1,3,6,3,4,7,7,5,45,16,17,1,1,6,6,6,1,2,0,0,145
Wednesday,0,0,0,0,4,2,0,3,6,1,6,57,93,30,34,3,0,3,6,6,2,6,0,0,272
Thursday,0,0,0,0,2,0,7,1,3,7,7,37,84,27,5,34,4,3,3,7,3,6,0,0,249
Friday,0,0,0,0,4,3,7,6,6,1,3,49,86,31,13,27,4,3,7,7,0,5,0,0,267
Monday,0,0,0,0,6,0,5,2,6,5,4,11,72,24,50,40,4,5,0,1,3,6,0,0,251
Tuesday,0,0,0,0,5,1,1,6,6,2,3,50,91,32,23,1,3,6,3,2,4,2,0,0,250
Wednesday,0,0,0,0,2,0,2,3,3,7,6,28,59,19,37,27,1,4,3,1,4,1,0,0,217
Thursday,0,0,0,0,0,2,4,2,6,4,5,41,82,28,2,54,5,3,3,1,6,0,0,0,256
Friday,0,0,0,0,6,2,2,5,4,1,6,3,32,10,10,12,2,5,2,5,5,0,0,0,120
Monday,0,0,0,0,6,7,6,1,2,0,6,4,55,19,23,28,2,5,5,7,6,1,0,0,191
Tuesday,0,0,0,0,7,4,3,7,3,6,2,54,79,26,0,40,7,0,7,1,3,4,0,0,262
Wednesday,0,0,0,0,7,0,0,7,0,4,0,25,71,24,48,42,6,7,7,4,1,4,0,0,267
Thursday,0,0,0,0,7,2,2,6,3,7,1,11,72,24,43,36,5,2,2,5,6,5,0,0,249
Friday,0,0,0,0,0,3,6,5,6,5,6,41,63,20,18,27,2,3,4,6,0,3,0,0,227
Monday,0,0,0,0,3,0,5,5,6,5,3,19,50,18,3,4,4,6,0,1,1,0,0,0,140
Tuesday,0,0,0,0,3,3,4,6,6,5,1,13,58,19,0,19,0,6,7,3,4,7,0,0,172
Wednesday,0,0,0,0,4,4,7,4,4,0,3,42,74,25,40,26,2,4,0,2,6,0,0,0,254
Thursday,0,0,0,0,4,2,6,4,2,6,3,36,62,22,33,27,0,1,7,0,6,1,0,0,232
Friday,0,0,0,0,5,2,1,2,1,0,3,8,36,11,18,25,3,1,0,5,6,7,0,0,143
Monday,0,0,0,0,0,6,1,2,5,1,3,7,51,17,21,23,7,6,2,7,1,2,0,0,170
Saturday,0,0,0,0,0,0,0,6,3,4,7,42,66,55,29,16,6,4,0,5,4,4,2,5,270
Saturday,0,0,0,0,0,0,0,6,1,5,6,49,59,26,14,38,3,0,3,4,2,7,7,7,245
Saturday,0,0,0,0,0,0,0,3,4,2,7,56,73,30,45,15,6,5,0,1,6,5,1,1,268
Saturday,0,0,0,0,0,0,0,4,4,0,0,69,45,114,88,24,5,1,2,2,3,5,5,0,381
Saturday,0,0,0,0,0,0,0,3,7,3,2,21,62,41,83,104,0,6,7,5,3,6,3,2,364
Saturday,0,0,0,0,0,0,0,4,2,7,4,25,47,36,11,59,1,5,2,1,5,6,7,0,230
Sunday,0,0,0,0,0,0,0,7,6,0,3,75,18,29,44,60,7,7,4,7,4,2,2,6,289
Sunday,0,0,0,0,0,0,0,6,7,5,7,65,32,81,19,48,2,3,2,7,3,6,5,0,305
Sunday,0,0,0,0,0,0,0,4,2,6,0,61,73,15,30,44,2,0,7,5,6,5,4,1,275
Sunday,0,0,0,0,0,0,0,2,6,6,4,23,64,87,105,44,0,6,4,2,2,1,7,3,373
Sunday,0,0,0,0,0,0,0,4,1,6,5,24,90,68,113,45,7,6,3,6,7,2,7,2,403
Sunday,0,0,0,0,0,0,0,6,4,2,4,60,48,15,79,33,2,7,7,6,3,2,2,5,293
