Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,30,28,9,30,10,30,5,10,21,10,12,27,10,20,11,19,22,6,0,0,320
Wednesday,0,0,0,0,21,18,33,31,3,34,14,16,30,19,15,27,24,22,1,12,23,30,0,0,382
Thursday,0,0,0,0,5,19,30,8,20,30,7,14,12,27,0,25,22,16,17,20,1,8,0,0,289
Friday,0,0,0,0,31,19,28,31,31,21,32,6,31,37,8,31,12,21,8,25,11,34,0,0,426
Monday,0,0,0,0,27,30,25,23,6,24,9,7,16,21,10,28,12,25,17,19,24,4,0,0,334
Tuesday,0,0,0,0,25,19,2,21,19,12,28,32,14,35,20,1,30,19,37,0,15,33,0,0,369
Wednesday,0,0,0,0,4,38,40,5,27,40,14,1,42,18,27,32,28,10,32,1,30,11,0,0,409
Thursday,0,0,0,0,11,27,3,5,27,30,3,15,26,20,3,6,20,1,17,7,21,1,0,0,249
Friday,0,0,0,0,19,18,42,1,2,5,9,21,26,11,13,22,17,25,18,23,7,14,0,0,301
Monday,0,0,0,0,0,30,31,12,33,17,33,4,26,31,0,14,10,34,4,26,33,28,0,0,375
Tuesday,0,0,0,0,4,22,0,15,15,29,31,32,16,14,13,6,25,4,4,25,2,15,0,0,282
Wednesday,0,0,0,0,31,1,21,16,7,18,25,24,25,2,21,24,5,19,7,5,21,27,0,0,308
Thursday,0,0,0,0,9,5,40,8,3,28,37,12,33,18,17,16,32,6,5,1,9,38,0,0,325
Friday,0,0,0,0,14,11,8,16,25,31,2,7,4,23,7,31,0,13,15,18,26,16,0,0,276
Monday,0,0,0,0,1,8,31,1,33,24,17,21,20,21,28,35,19,35,30,20,37,34,0,0,425
Tuesday,0,0,0,0,27,22,16,28,23,2,3,16,11,40,17,32,20,33,26,20,20,35,0,0,398
Wednesday,0,0,0,0,10,12,20,25,10,6,9,0,31,30,12,5,8,26,7,20,3,16,0,0,257
Thursday,0,0,0,0,17,24,13,5,28,21,25,1,30,26,4,26,5,23,0,4,0,25,0,0,283
Friday,0,0,0,0,22,10,31,11,27,21,16,18,23,3,9,12,10,24,7,24,14,29,0,0,319
Monday,0,0,0,0,33,28,32,21,24,19,13,30,31,32,37,33,13,5,31,39,26,23,0,0,479
Tuesday,0,0,0,0,24,27,27,20,3,20,35,35,18,18,29,0,1,15,9,23,11,14,0,0,338
Wednesday,0,0,0,0,12,15,0,14,22,10,23,17,12,26,27,24,6,19,14,28,13,19,0,0,307
Thursday,0,0,0,0,17,28,4,23,19,16,24,22,32,8,35,24,21,17,13,9,30,36,0,0,389
Friday,0,0,0,0,16,7,19,28,11,38,7,38,22,16,13,28,25,12,29,38,11,36,0,0,400
Monday,0,0,0,0,24,12,23,16,3,16,23,12,33,22,14,20,29,23,11,24,8,5,0,0,327
Tuesday,0,0,0,0,2,0,1,22,27,22,28,15,24,26,3,4,11,28,23,26,7,3,0,0,280
Wednesday,0,0,0,0,34,37,13,20,23,22,9,16,38,12,30,26,10,16,39,12,20,11,0,0,397
Thursday,0,0,0,0,2,36,35,35,26,34,16,9,28,34,36,19,30,0,31,27,38,29,0,0,474
Friday,0,0,0,0,30,37,14,22,1,11,6,16,16,11,20,7,4,30,38,8,21,1,0,0,301
Monday,0,0,0,0,9,23,18,31,8,2,22,4,27,3,22,1,8,16,7,24,28,7,0,0,269
Saturday,0,0,0,0,0,0,0,3,3,4,3,32,77,48,63,16,5,0,1,3,4,6,6,4,287
Saturday,0,0,0,0,0,0,0,5,7,4,6,70,90,114,26,46,7,2,3,0,3,7,0,5,404
Saturday,0,0,0,0,0,0,0,1,0,0,0,55,12,32,24,46,5,7,7,0,0,2,1,1,201
Saturday,0,0,0,0,0,0,0,6,0,6,3,75,98,40,21,57,2,6,7,1,0,6,7,0,344
Saturday,0,0,0,0,0,0,0,0,0,2,2,33,84,68,16,52,5,1,0,6,4,0,0,7,288
Saturday,0,0,0,0,0,0,0,0,0,4,4,87,52,36,70,17,8,2,2,1,0,4,3,0,300
Sunday,0,0,0,0,0,0,0,5,3,4,0,78,57,22,95,39,3,2,3,7,7,3,3,7,344
Sunday,0,0,0,0,0,0,0,6,6,0,7,37,27,13,50,64,4,1,4,6,3,4,1,7,248
Sunday,0,0,0,0,0,0,0,0,4,6,0,11,24,50,35,61,7,5,7,0,7,2,3,1,231
Sunday,0,0,0,0,0,0,0,5,2,4,5,37,85,52,69,20,6,5,1,4,1,2,3,3,312
Sunday,0,0,0,0,0,0,0,4,1,2,2,19,35,68,52,82,0,1,5,7,2,1,6,0,296
Sunday,0,0,0,0,0,0,0,5,5,4,2,118,49,93,26,71,5,4,1,4,0,3,7,7,410
