Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,3,4,7,33,32,9,1,16,23,33,6,23,179,19,20,19,17,8,0,0,462
Wednesday,0,0,0,0,9,28,18,15,27,10,5,16,4,28,28,6,291,32,30,29,29,34,0,0,648
Thursday,0,0,0,0,8,20,7,20,10,2,9,9,17,23,17,3,103,14,13,12,10,25,0,0,331
Friday,0,0,0,0,11,21,28,1,8,9,26,24,10,3,16,9,125,13,13,16,12,12,0,0,364
Monday,0,0,0,0,21,2,16,19,3,5,8,12,10,32,32,28,182,20,18,20,17,12,0,0,466
Tuesday,0,0,0,0,27,4,1,29,21,23,10,23,19,5,5,21,122,13,12,13,12,26,0,0,395
Wednesday,0,0,0,0,12,29,18,23,14,15,32,32,31,25,23,24,232,24,23,24,23,4,0,0,617
Thursday,0,0,0,0,21,21,31,12,28,14,25,5,20,6,14,12,149,17,17,16,14,8,0,0,440
Friday,0,0,0,0,26,34,27,16,26,9,7,16,33,38,4,21,249,28,26,27,24,12,0,0,631
Monday,0,0,0,0,6,25,11,24,5,9,19,25,18,1,29,16,171,20,18,17,17,33,0,0,472
Tuesday,0,0,0,0,27,11,9,18,36,30,25,35,37,17,1,36,269,30,29,29,26,9,0,0,684
Wednesday,0,0,0,0,4,27,24,24,29,20,34,1,1,7,20,2,182,18,21,18,17,2,0,0,462
Thursday,0,0,0,0,4,2,20,14,7,11,18,23,6,28,2,3,257,27,26,26,25,20,0,0,527
Friday,0,0,0,0,30,19,11,30,28,31,33,8,24,21,7,30,248,25,27,24,24,25,0,0,653
Monday,0,0,0,0,1,27,2,36,26,6,29,8,17,22,1,13,236,24,24,25,23,16,0,0,543
Tuesday,0,0,0,0,33,27,24,8,30,0,37,37,17,7,0,14,224,25,23,23,22,18,0,0,579
Wednesday,0,0,0,0,7,23,8,21,3,19,28,7,27,21,21,11,202,20,20,23,20,11,0,0,499
Thursday,0,0,0,0,10,18,25,1,18,11,11,5,5,28,2,22,114,14,13,14,11,10,0,0,341
Friday,0,0,0,0,30,19,22,8,8,29,2,35,32,19,14,11,215,21,23,23,21,16,0,0,557
Monday,0,0,0,0,25,17,14,40,33,2,1,22,3,17,11,35,293,32,32,32,29,33,0,0,680
Tuesday,0,0,0,0,3,5,0,15,7,2,37,6,9,29,16,14,229,25,26,24,22,12,0,0,491
Wednesday,0,0,0,0,23,30,1,18,6,30,26,21,9,18,7,11,141,17,15,13,13,13,0,0,422
Thursday,0,0,0,0,13,23,33,30,39,1,2,27,8,31,17,21,296,30,31,32,29,33,0,0,705
Friday,0,0,0,0,18,12,10,24,15,7,17,7,14,21,15,4,129,13,14,15,12,3,0,0,360
Monday,0,0,0,0,18,3,28,0,4,12,20,13,0,21,28,28,119,12,14,12,11,9,0,0,361
Tuesday,0,0,0,0,19,26,1,12,35,11,21,35,16,11,10,7,202,21,20,21,20,8,0,0,506
Wednesday,0,0,0,0,29,2,3,3,2,18,37,2,10,22,19,28,209,24,20,23,20,10,0,0,490
Thursday,0,0,0,0,21,28,21,31,30,33,6,25,29,30,12,15,188,20,21,19,18,10,0,0,568
Friday,0,0,0,0,0,17,15,17,26,21,15,27,23,7,3,22,121,12,15,15,11,10,0,0,385
Monday,0,0,0,0,4,32,27,32,13,15,10,5,1,22,16,30,177,20,17,18,17,16,0,0,483
Saturday,0,0,0,0,0,8,15,4,11,5,8,11,11,1,11,7,0,15,9,7,1,14,13,0,160
Saturday,0,0,0,0,0,5,11,13,0,11,15,10,10,1,2,9,9,11,0,13,14,9,13,0,164
Saturday,0,0,0,0,0,10,7,3,9,15,4,0,6,10,8,10,3,7,14,2,10,13,10,0,148
Saturday,0,0,0,0,0,1,3,14,15,14,4,13,4,13,12,0,5,13,9,9,2,0,2,0,141
Saturday,0,0,0,0,0,15,8,1,14,14,14,0,9,0,8,9,9,9,8,8,2,0,4,0,141
Saturday,0,0,0,0,0,4,8,7,2,10,6,9,7,13,4,8,2,10,15,9,7,10,3,0,142
Sunday,0,0,0,0,0,6,11,4,7,3,7,8,11,13,8,12,14,9,13,6,8,1,13,0,162
Sunday,0,0,0,0,0,13,8,9,1,13,1,1,3,3,14,10,11,1,2,0,1,8,1,0,110
Sunday,0,0,0,0,0,0,8,7,1,1,15,11,3,13,5,4,11,4,6,13,3,4,15,0,132
Sunday,0,0,0,0,0,14,5,14,3,8,6,9,9,15,2,6,14,9,11,14,11,7,11,0,176
Sunday,0,0,0,0,0,0,7,4,0,2,12,10,3,0,2,9,10,4,14,0,7,4,1,0,98
Sunday,0,0,0,0,0,14,4,6,10,7,15,14,6,7,10,2,10,14,15,3,7,15,8,0,176
