Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,0,0,0,0,0,200,71,18,2,13,1,10,10,5,4,5,4,0,0,348
Wednesday,0,0,0,0,0,0,0,0,0,0,0,2,251,14,7,12,0,8,0,0,5,8,0,0,312
Thursday,0,0,0,0,0,0,0,0,0,0,127,77,3,1,0,0,0,0,0,0,0,0,0,0,210
Friday,0,0,0,0,0,0,0,0,0,0,0,0,6,25,3,0,7,31,8,3,7,2,0,0,95
Monday,0,0,0,0,0,0,0,0,0,0,20,0,132,147,18,4,2,0,0,0,7,10,0,0,344
Tuesday,0,0,0,0,0,0,0,0,0,6,268,16,10,0,24,2,15,40,7,6,2,2,0,0,404
Wednesday,0,0,0,0,0,0,0,0,0,38,73,10,12,0,17,19,17,0,4,3,3,0,0,0,202
Thursday,0,0,0,0,0,0,0,0,0,10,16,0,5,25,35,7,18,14,1,5,0,11,0,0,152
Friday,0,0,0,0,0,0,0,17,4,2,20,28,28,50,5,0,9,34,27,10,0,3,0,0,244
Monday,0,0,0,0,0,0,0,0,20,5,0,287,45,2,9,7,17,6,5,5,13,9,0,0,437
Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,4,2,23,7,5,12,4,0,0,99
Wednesday,0,0,0,0,0,0,0,0,0,23,6,130,67,11,19,8,31,8,24,20,3,0,0,0,357
Thursday,0,0,0,0,0,0,0,0,0,8,6,213,64,15,6,2,0,7,16,6,0,3,0,0,353
Friday,0,0,0,0,0,0,0,0,27,12,0,0,1,25,25,92,86,1,0,0,0,0,0,0,273
Monday,0,0,0,0,0,0,0,0,0,0,0,2,110,13,7,0,6,9,3,3,0,8,0,0,167
Tuesday,0,0,0,0,0,0,0,0,0,0,0,306,9,15,16,0,3,9,1,3,6,3,0,0,375
Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,102,6,0,0,0,0,0,0,0,0,0,0,109
Thursday,0,0,0,0,0,0,0,0,0,1,0,0,129,19,3,9,21,4,1,3,18,14,0,0,227
Friday,0,0,0,0,0,0,0,0,0,0,0,0,66,17,0,0,0,0,0,0,0,0,0,0,84
Monday,0,0,0,0,0,0,0,15,4,3,20,32,28,49,7,0,5,30,27,11,0,3,0,0,240
Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,7,2,27,7,5,12,4,0,0,112
Wednesday,0,0,0,0,0,0,0,12,0,3,0,266,9,15,16,0,2,9,1,3,6,3,0,0,350
Thursday,0,0,0,0,0,0,0,0,0,0,0,32,101,6,25,0,5,17,5,3,12,9,0,0,220
Friday,0,0,0,0,0,0,0,0,0,0,0,2,251,14,7,12,0,8,0,0,5,8,0,0,312
Monday,0,0,0,0,0,0,0,0,0,0,0,0,278,14,7,8,0,4,0,0,7,8,0,0,332
Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,129,19,4,11,21,4,3,3,19,14,0,0,232
Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,6,25,3,0,7,31,8,3,7,2,0,0,95
Thursday,0,0,0,0,0,0,0,0,35,13,12,0,125,25,1,92,87,0,0,0,0,0,0,0,395
Friday,0,0,0,0,0,0,0,0,0,3,5,129,126,31,2,11,39,30,5,22,9,3,0,0,422
Monday,0,0,0,0,0,0,0,10,0,0,0,0,0,28,15,7,2,27,7,5,12,4,0,0,122
Saturday,0,0,0,0,0,0,0,5,1,3,7,45,107,23,85,63,2,4,3,5,6,4,2,6,380
Saturday,0,0,0,0,0,0,0,2,1,5,7,34,14,55,44,22,7,2,4,7,1,3,0,3,217
Saturday,0,0,0,0,0,0,0,3,7,7,5,42,53,69,27,14,6,2,6,7,6,1,3,0,265
Saturday,0,0,0,0,0,0,0,2,3,1,4,54,71,20,90,35,6,2,2,1,7,1,0,4,313
Saturday,0,0,0,0,0,0,0,7,4,2,2,60,14,49,37,26,0,0,5,6,6,0,7,5,237
Saturday,0,0,0,0,0,0,0,2,0,3,4,43,56,29,68,16,3,0,7,4,7,0,1,7,260
Sunday,0,0,0,0,0,0,0,6,2,5,6,20,82,103,64,42,4,1,3,5,1,7,2,7,367
Sunday,0,0,0,0,0,0,0,1,2,0,5,46,22,60,14,34,1,0,2,6,2,2,1,2,207
Sunday,0,0,0,0,0,0,0,3,6,4,6,91,23,110,68,47,1,1,5,4,5,5,6,1,393
Sunday,0,0,0,0,0,0,0,1,5,6,0,28,49,39,12,64,3,3,4,1,6,1,6,6,241
Sunday,0,0,0,0,0,0,0,1,3,0,2,61,47,33,76,15,4,8,6,0,5,1,6,1,278
Sunday,0,0,0,0,0,0,0,6,1,0,2,95,27,71,117,48,1,5,2,2,2,1,1,4,393
