Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,13,30,26,23,8,13,28,25,1,6,27,4,6,31,16,32,20,28,0,0,348
Wednesday,0,0,0,0,17,9,3,31,37,22,13,26,23,8,31,3,9,16,14,14,16,19,0,0,320
Thursday,0,0,0,0,25,10,23,10,32,19,16,27,25,26,23,4,33,9,3,17,27,12,0,0,350
Friday,0,0,0,0,36,25,27,21,37,10,24,10,23,29,5,8,35,9,29,20,3,17,0,0,376
Monday,0,0,0,0,33,1,14,4,12,21,21,32,25,14,11,2,16,1,20,21,25,2,0,0,284
Tuesday,0,0,0,0,27,25,12,11,11,34,41,2,41,6,19,27,42,39,42,3,37,26,0,0,452
Wednesday,0,0,0,0,8,12,30,28,11,26,13,9,7,27,4,30,28,26,25,17,10,2,0,0,322
Thursday,0,0,0,0,31,13,19,29,22,16,37,0,0,24,14,26,17,32,2,5,24,7,0,0,327
Friday,0,0,0,0,10,30,13,0,3,0,15,29,23,28,30,30,16,6,27,25,11,33,0,0,338
Monday,0,0,0,0,13,25,5,23,26,18,18,2,24,17,33,4,8,23,34,19,18,4,0,0,325
Tuesday,0,0,0,0,24,0,25,20,15,25,22,17,19,23,4,17,0,22,23,15,22,2,0,0,303
Wednesday,0,0,0,0,34,19,27,4,16,26,27,11,23,27,3,23,17,3,4,5,25,21,0,0,324
Thursday,0,0,0,0,27,1,12,36,21,4,9,12,18,27,39,9,17,10,6,13,15,37,0,0,323
Friday,0,0,0,0,21,23,2,1,16,19,9,29,4,2,16,18,30,22,35,6,3,23,0,0,288
Monday,0,0,0,0,33,14,5,29,24,9,25,24,18,27,21,33,19,20,2,20,25,16,0,0,372
Tuesday,0,0,0,0,12,10,35,35,34,16,36,34,21,0,26,27,21,17,33,32,34,25,0,0,457
Wednesday,0,0,0,0,19,22,11,4,28,16,13,11,0,4,9,13,25,13,3,28,7,1,0,0,237
Thursday,0,0,0,0,17,6,23,5,7,33,0,16,4,2,1,17,15,39,21,11,28,7,0,0,260
Friday,0,0,0,0,17,11,27,20,20,21,19,22,20,9,17,30,20,31,6,23,30,30,0,0,383
Monday,0,0,0,0,24,9,13,2,30,19,33,26,31,14,10,18,19,18,6,12,0,6,0,0,300
Tuesday,0,0,0,0,17,23,16,20,3,6,0,10,4,1,18,7,14,0,22,14,28,17,0,0,225
Wednesday,0,0,0,0,5,8,14,23,15,27,16,11,16,8,32,26,24,13,27,10,3,32,0,0,318
Thursday,0,0,0,0,24,32,30,26,40,2,27,40,20,28,14,17,39,37,30,7,27,3,0,0,455
Friday,0,0,0,0,11,7,25,22,24,13,14,11,3,19,0,5,22,15,0,1,4,29,0,0,234
Monday,0,0,0,0,27,29,16,5,10,38,15,32,25,29,36,5,12,26,24,32,35,40,0,0,445
Tuesday,0,0,0,0,1,12,34,6,23,6,20,4,11,25,23,0,34,37,19,13,28,34,0,0,339
Wednesday,0,0,0,0,34,16,11,16,33,3,29,12,28,11,28,32,22,0,17,15,30,20,0,0,367
Thursday,0,0,0,0,22,1,10,16,18,5,20,9,22,24,1,27,8,22,4,28,14,2,0,0,260
Friday,0,0,0,0,1,24,30,8,17,14,4,1,20,5,17,26,23,21,27,13,25,18,0,0,304
Monday,0,0,0,0,3,13,32,16,27,11,24,26,8,23,27,9,12,32,2,19,6,17,0,0,317
Saturday,0,0,0,0,0,0,2,7,4,5,6,1,6,2,1,4,73,21,55,93,4,4,3,0,301
Saturday,0,0,0,0,0,0,0,6,2,0,7,6,5,2,7,4,37,69,86,17,7,0,4,0,267
Saturday,0,0,0,0,0,0,0,4,2,7,7,5,5,2,3,3,78,18,47,30,6,5,3,0,233
Saturday,0,0,0,0,0,0,2,0,4,6,5,4,3,0,0,6,66,83,42,20,0,0,5,0,253
Saturday,0,0,0,0,0,0,4,6,1,3,1,3,0,4,3,3,69,36,51,87,2,4,4,0,289
Saturday,0,0,0,0,0,0,5,7,5,0,1,5,2,1,4,6,48,120,94,23,6,5,5,0,345
Sunday,0,0,0,0,0,0,0,6,2,5,0,5,4,4,4,7,60,76,39,19,2,2,6,0,251
Sunday,0,0,0,0,0,0,5,1,5,1,7,0,5,7,2,1,64,107,85,24,2,2,2,0,329
Sunday,0,0,0,0,0,0,2,4,7,3,3,4,3,5,3,0,44,69,55,16,5,3,4,0,238
Sunday,0,0,0,0,0,0,4,2,4,5,6,1,1,7,3,7,46,73,96,117,3,1,0,0,383
Sunday,0,0,0,0,0,0,5,3,1,1,2,3,1,5,3,4,24,90,48,68,7,7,1,0,282
Sunday,0,0,0,0,0,0,1,2,7,7,2,1,1,1,4,2,25,13,38,59,1,2,2,0,176
