Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,7,18,17,17,127,147,3,4,0,0,7,4,2,2,7,5,2,0,0,0,377
Wednesday,0,0,0,0,3,22,20,20,176,195,1,3,1,4,6,0,6,7,6,3,7,2,0,0,491
Thursday,0,0,0,0,4,29,32,31,261,286,4,4,5,2,7,6,0,3,6,0,1,2,0,0,690
Friday,0,0,0,0,0,27,28,29,213,258,2,5,6,6,2,4,0,0,5,3,1,4,0,0,602
Monday,0,0,0,0,7,17,16,15,136,151,1,0,3,3,5,6,3,3,4,7,6,7,0,0,398
Tuesday,0,0,0,0,5,24,26,26,210,230,4,2,3,6,3,3,7,7,6,0,2,6,0,0,577
Wednesday,0,0,0,0,7,22,24,22,172,213,6,0,5,4,2,1,7,1,6,1,4,2,0,0,508
Thursday,0,0,0,0,3,19,18,18,157,177,3,3,1,5,1,2,2,0,4,3,7,6,0,0,436
Friday,0,0,0,0,2,26,26,25,217,240,6,3,7,3,4,4,2,5,1,5,5,7,0,0,597
Monday,0,0,0,0,1,31,32,31,232,281,0,2,6,6,5,5,6,7,7,2,3,2,0,0,668
Tuesday,0,0,0,0,2,14,15,16,120,130,2,4,3,2,4,0,7,4,6,5,6,4,0,0,353
Wednesday,0,0,0,0,0,15,16,17,115,139,6,4,5,0,4,3,0,6,5,5,1,1,0,0,352
Thursday,0,0,0,0,5,32,30,32,254,290,2,1,7,0,6,7,7,6,1,2,0,0,0,0,690
Friday,0,0,0,0,5,18,21,22,150,181,6,5,4,0,7,1,6,6,2,2,2,1,0,0,447
Monday,0,0,0,0,7,20,23,23,164,197,3,5,5,5,7,5,4,1,1,0,6,3,0,0,489
Tuesday,0,0,0,0,0,29,25,27,211,259,2,6,3,6,3,1,7,7,3,3,7,7,0,0,615
Wednesday,0,0,0,0,4,20,22,21,164,197,2,0,1,0,0,3,1,6,1,0,4,7,0,0,463
Thursday,0,0,0,0,0,25,28,27,217,243,7,6,4,3,7,5,2,6,3,7,0,0,0,0,598
Friday,0,0,0,0,2,26,26,25,210,256,7,6,4,5,0,6,2,4,0,4,1,5,0,0,598
Monday,0,0,0,0,0,16,12,13,107,129,4,5,0,0,3,0,4,7,3,2,1,5,0,0,322
Tuesday,0,0,0,0,2,32,29,32,243,294,2,6,3,4,4,2,1,2,0,5,4,4,0,0,678
Wednesday,0,0,0,0,0,27,28,26,213,251,0,6,3,2,5,6,4,2,4,0,2,6,0,0,594
Thursday,0,0,0,0,0,18,19,19,150,173,0,1,7,3,1,6,0,3,5,5,1,1,0,0,424
Friday,0,0,0,0,5,22,25,24,180,215,5,0,5,3,0,0,1,4,2,3,3,0,0,0,506
Monday,0,0,0,0,4,21,20,22,169,188,4,4,0,6,2,0,0,7,0,2,7,6,0,0,470
Tuesday,0,0,0,0,0,28,26,28,237,260,1,0,6,1,0,5,5,5,6,6,5,0,0,0,630
Wednesday,0,0,0,0,5,30,32,30,257,286,0,7,4,3,1,5,1,4,5,7,1,6,0,0,692
Thursday,0,0,0,0,2,24,22,22,177,221,1,0,2,1,2,0,7,2,7,6,5,5,0,0,517
Friday,0,0,0,0,0,30,30,28,240,272,6,3,6,0,1,6,5,3,3,4,1,7,0,0,653
Monday,0,0,0,0,4,22,21,22,187,208,6,4,2,4,1,1,2,6,4,6,1,6,0,0,516
Saturday,0,0,0,0,0,35,90,70,5,3,5,6,5,1,3,1,4,0,1,0,4,0,6,0,248
Saturday,0,0,0,0,0,86,70,37,7,2,1,0,5,0,6,1,6,5,5,3,3,0,7,0,253
Saturday,0,0,0,0,0,12,57,35,1,0,5,3,2,3,7,1,1,6,3,2,6,6,0,0,159
Saturday,0,0,0,0,0,58,43,28,0,4,0,5,2,6,6,1,3,0,4,0,6,3,3,0,181
Saturday,0,0,0,0,0,79,60,99,0,1,7,5,0,2,4,3,6,2,5,7,2,0,6,0,294
Saturday,0,0,0,0,0,40,15,26,0,6,1,0,6,1,2,7,6,0,0,7,3,2,5,0,136
Sunday,0,0,0,0,0,51,39,64,2,4,4,0,2,1,2,7,6,4,2,4,2,1,2,0,207
Sunday,0,0,0,0,0,41,77,21,7,5,2,3,0,2,3,6,5,5,3,5,5,6,1,0,204
Sunday,0,0,0,0,0,56,19,70,5,4,5,1,1,3,0,4,4,1,0,1,5,4,1,0,194
Sunday,0,0,0,0,0,42,53,21,2,2,7,7,7,1,6,0,6,0,0,0,4,5,1,0,171
Sunday,0,0,0,0,0,77,38,93,3,5,7,4,6,6,4,2,6,1,6,7,7,6,5,0,290
Sunday,0,0,0,0,0,115,93,71,7,5,1,6,6,0,5,6,1,2,5,4,2,3,5,0,348
