Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,24,32,9,42,14,5,34,23,18,35,6,41,34,42,28,41,3,16,0,0,455
Wednesday,0,0,0,0,13,22,20,3,25,35,29,12,15,19,24,26,30,30,5,24,12,25,0,0,376
Thursday,0,0,0,0,26,9,27,28,12,30,3,9,31,5,20,25,0,30,24,26,4,4,0,0,323
Friday,0,0,0,0,42,8,16,8,0,37,28,1,29,12,5,40,21,6,39,40,11,12,0,0,365
Monday,0,0,0,0,31,31,38,12,26,5,30,29,9,17,7,35,25,11,15,22,27,30,0,0,410
Tuesday,0,0,0,0,14,9,24,4,21,29,12,18,22,1,4,15,9,16,18,4,13,3,0,0,243
Wednesday,0,0,0,0,20,29,2,16,6,0,1,30,15,19,9,20,29,5,14,38,35,27,0,0,324
Thursday,0,0,0,0,13,7,4,16,32,7,14,2,1,34,5,18,29,18,12,3,20,24,0,0,267
Friday,0,0,0,0,0,5,28,38,22,24,14,9,25,14,8,24,29,43,24,40,42,17,0,0,414
Monday,0,0,0,0,9,19,29,0,4,20,24,3,17,26,37,39,31,14,7,17,16,28,0,0,349
Tuesday,0,0,0,0,7,19,14,6,25,8,20,28,5,13,23,15,9,18,17,10,1,21,0,0,269
Wednesday,0,0,0,0,33,22,28,23,17,8,20,22,26,10,28,29,3,0,1,7,21,28,0,0,333
Thursday,0,0,0,0,3,21,25,18,1,12,23,28,30,13,1,23,5,3,25,24,10,2,0,0,278
Friday,0,0,0,0,31,4,3,41,42,25,34,38,33,38,28,15,2,17,39,38,40,13,0,0,490
Monday,0,0,0,0,2,9,11,14,9,30,31,17,21,28,30,11,29,19,2,29,35,12,0,0,349
Tuesday,0,0,0,0,12,40,31,13,27,5,2,7,26,2,11,1,8,24,35,17,12,12,0,0,292
Wednesday,0,0,0,0,27,7,3,1,15,7,14,20,2,30,27,25,26,4,17,23,24,17,0,0,297
Thursday,0,0,0,0,28,24,4,6,0,20,14,24,24,29,25,6,4,19,20,0,2,1,0,0,260
Friday,0,0,0,0,0,28,29,14,18,18,4,13,26,10,25,3,24,13,20,23,21,2,0,0,298
Monday,0,0,0,0,10,32,22,16,22,20,37,11,14,5,34,27,29,29,15,29,13,14,0,0,389
Tuesday,0,0,0,0,7,29,3,27,3,20,16,14,22,17,0,3,11,8,27,27,24,22,0,0,288
Wednesday,0,0,0,0,6,2,1,19,11,39,5,9,25,4,13,24,29,14,37,21,9,6,0,0,282
Thursday,0,0,0,0,26,7,24,9,2,9,26,0,25,4,15,1,15,15,25,25,11,7,0,0,255
Friday,0,0,0,0,6,9,15,10,17,32,34,26,26,20,4,22,10,8,23,34,5,24,0,0,334
Monday,0,0,0,0,21,38,13,30,9,7,15,6,30,27,17,13,19,10,32,26,31,43,0,0,395
Tuesday,0,0,0,0,3,28,28,37,13,38,24,39,20,21,28,8,38,35,25,14,14,34,0,0,456
Wednesday,0,0,0,0,14,7,32,10,26,35,16,27,19,25,3,12,18,18,7,2,1,32,0,0,314
Thursday,0,0,0,0,22,2,25,30,22,19,10,18,2,12,5,30,9,23,32,34,23,26,0,0,353
Friday,0,0,0,0,7,1,7,14,6,8,25,17,24,26,17,24,8,9,2,31,32,24,0,0,288
Monday,0,0,0,0,34,22,24,4,8,33,17,11,27,16,7,25,0,16,0,24,10,34,0,0,322
Saturday,0,0,0,0,0,20,37,70,0,5,0,1,0,7,3,5,1,3,3,6,2,7,6,0,185
Saturday,0,0,0,0,0,55,17,88,2,5,3,1,6,4,2,3,0,3,2,4,3,5,2,0,213
Saturday,0,0,0,0,0,57,39,21,7,1,6,0,0,1,3,3,5,4,6,1,0,1,0,0,162
Saturday,0,0,0,0,0,69,17,86,1,6,5,0,2,6,3,6,0,1,6,4,0,1,1,0,222
Saturday,0,0,0,0,0,64,50,32,4,1,7,0,4,1,4,2,0,7,4,0,3,5,1,0,199
Saturday,0,0,0,0,0,26,69,40,4,7,6,1,4,0,6,0,5,0,3,1,2,4,6,0,192
Sunday,0,0,0,0,0,17,77,50,3,7,3,6,7,3,7,6,1,4,2,4,2,1,6,0,214
Sunday,0,0,0,0,0,36,47,21,1,4,1,7,2,3,7,6,1,3,3,5,5,4,3,0,167
Sunday,0,0,0,0,0,53,34,13,7,2,0,7,2,4,0,7,2,1,3,6,2,7,0,0,158
Sunday,0,0,0,0,0,68,54,35,0,2,1,7,4,7,1,7,3,0,5,5,7,3,6,0,224
Sunday,0,0,0,0,0,98,79,42,4,0,4,5,1,7,0,2,6,2,4,4,7,0,4,0,278
Sunday,0,0,0,0,0,70,17,44,1,1,0,1,4,1,5,7,3,5,4,3,0,4,6,0,185
