Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,27,12,9,23,18,3,31,17,4,13,2,0,29,57,14,144,45,12,0,0,469
Wednesday,0,0,0,0,24,18,14,38,2,20,3,29,18,21,24,29,49,93,23,231,69,30,0,0,745
Thursday,0,0,0,0,3,7,29,23,28,5,1,21,38,1,4,37,52,100,28,251,77,38,0,0,752
Friday,0,0,0,0,5,0,13,16,14,18,23,12,9,27,5,25,22,46,12,109,34,21,0,0,418
Monday,0,0,0,0,8,7,28,13,19,24,31,4,2,28,18,30,33,64,18,159,47,22,0,0,563
Tuesday,0,0,0,0,16,13,33,22,36,16,36,22,17,38,5,1,61,116,30,288,89,0,0,0,849
Wednesday,0,0,0,0,6,13,8,33,40,27,33,9,14,44,27,41,62,119,30,297,89,14,0,0,915
Thursday,0,0,0,0,33,15,18,1,18,40,3,37,15,30,30,0,53,103,27,251,77,10,0,0,767
Friday,0,0,0,0,14,0,3,1,0,8,5,2,18,2,34,14,59,114,31,285,84,43,0,0,723
Monday,0,0,0,0,12,24,12,20,27,26,30,10,5,9,3,28,29,57,15,139,42,29,0,0,524
Tuesday,0,0,0,0,10,8,11,28,6,15,18,3,11,8,8,1,25,50,12,119,36,10,0,0,388
Wednesday,0,0,0,0,8,15,24,13,2,17,8,12,5,2,2,4,21,43,11,104,32,25,0,0,357
Thursday,0,0,0,0,25,13,19,27,13,12,0,7,2,13,9,6,28,52,15,131,40,28,0,0,451
Friday,0,0,0,0,5,8,17,31,37,13,12,20,10,9,28,19,56,109,29,263,79,0,0,0,752
Monday,0,0,0,0,5,19,11,10,20,16,11,36,5,14,31,19,47,91,23,229,68,0,0,0,662
Tuesday,0,0,0,0,11,28,19,16,2,22,21,11,26,5,6,0,61,119,30,301,91,25,0,0,802
Wednesday,0,0,0,0,19,20,20,30,29,28,5,21,22,29,30,9,30,54,15,135,43,14,0,0,560
Thursday,0,0,0,0,23,7,27,18,4,15,19,19,19,21,18,2,24,42,10,108,32,26,0,0,441
Friday,0,0,0,0,36,33,42,39,17,7,31,23,17,5,19,25,63,120,32,299,92,22,0,0,931
Monday,0,0,0,0,28,8,11,12,33,24,4,17,5,33,0,29,37,70,17,170,53,26,0,0,586
Tuesday,0,0,0,0,16,32,9,7,14,22,4,8,19,0,14,17,32,63,17,159,47,18,0,0,506
Wednesday,0,0,0,0,37,5,4,17,36,3,7,3,35,38,35,19,57,115,31,281,85,11,0,0,828
Thursday,0,0,0,0,28,11,18,14,22,2,23,23,27,16,18,5,25,49,12,116,37,8,0,0,463
Friday,0,0,0,0,36,4,12,1,9,10,16,21,26,39,10,24,53,102,27,249,77,30,0,0,755
Monday,0,0,0,0,2,2,17,13,9,0,17,2,12,7,11,30,28,54,15,134,40,25,0,0,426
Tuesday,0,0,0,0,7,3,30,13,4,22,26,4,10,8,4,19,34,66,19,159,49,10,0,0,494
Wednesday,0,0,0,0,29,7,22,32,29,12,8,3,4,20,24,15,35,71,21,175,55,7,0,0,576
Thursday,0,0,0,0,8,3,2,6,21,27,11,9,3,20,22,0,26,48,13,116,37,27,0,0,408
Friday,0,0,0,0,11,12,16,20,16,31,14,25,33,16,28,7,40,80,21,198,61,7,0,0,646
Monday,0,0,0,0,20,11,0,19,16,17,10,0,6,18,7,27,45,88,24,214,65,20,0,0,615
Saturday,0,0,0,0,0,3,9,10,6,6,1,4,4,4,5,13,2,13,5,5,1,4,2,0,106
Saturday,0,0,0,0,0,9,4,2,7,15,9,14,6,15,3,15,3,0,9,10,4,9,15,0,159
Saturday,0,0,0,0,0,6,9,12,11,7,8,5,1,14,6,1,13,15,13,5,6,3,7,0,150
Saturday,0,0,0,0,0,2,14,1,5,8,13,13,10,6,10,11,6,11,0,0,0,7,0,0,127
Saturday,0,0,0,0,0,1,11,11,14,14,10,9,14,13,9,12,14,10,15,7,5,13,15,0,209
Saturday,0,0,0,0,0,4,3,4,7,3,8,14,8,14,12,1,9,8,8,15,10,4,11,0,151
Sunday,0,0,0,0,0,8,7,2,12,6,2,9,8,14,9,10,7,0,8,2,4,11,12,0,141
Sunday,0,0,0,0,0,13,9,3,1,5,1,3,15,10,10,11,11,4,5,0,9,11,8,0,139
Sunday,0,0,0,0,0,10,0,2,5,1,9,4,1,3,1,14,4,9,5,2,9,16,14,0,116
Sunday,0,0,0,0,0,9,11,8,5,11,10,0,14,16,1,12,3,13,14,13,11,5,4,0,169
Sunday,0,0,0,0,0,10,14,14,11,9,0,15,4,12,13,2,2,2,13,14,2,15,1,0,160
Sunday,0,0,0,0,0,2,5,15,11,0,7,15,12,2,8,12,4,7,5,1,8,5,1,0,129
