Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,0,0,16,6,112,99,17,5,1,3,8,15,13,37,68,0,0,0,0,405
Wednesday,0,0,0,0,1,0,0,0,2,2,0,0,4,3,1,24,7,70,67,3,26,0,0,0,215
Thursday,0,0,0,0,0,0,1,0,4,11,0,2,6,1,1,7,2,8,0,0,4,0,0,0,54
Friday,0,0,0,0,0,0,1,46,22,44,0,46,17,0,8,1,0,3,22,1,2,0,0,0,218
Monday,0,0,0,0,0,0,0,3,36,227,33,37,25,7,0,20,10,21,22,50,25,0,0,0,523
Tuesday,0,0,0,0,0,0,0,8,42,4,43,14,43,11,6,80,45,20,41,41,0,0,0,0,403
Wednesday,0,0,0,0,0,0,0,23,18,8,12,199,51,2,0,27,46,27,11,24,0,0,0,0,454
Thursday,0,0,0,0,0,0,0,0,26,54,163,3,1,10,1,36,60,51,6,5,3,0,0,0,427
Friday,0,0,0,0,0,0,0,25,29,153,123,27,80,0,7,55,0,10,16,2,21,0,0,0,555
Monday,0,0,0,0,0,0,0,32,9,72,124,26,157,0,3,0,22,6,15,0,0,0,0,0,473
Tuesday,0,0,0,0,0,0,0,32,7,132,30,31,87,0,10,6,28,23,13,19,1,1,0,0,428
Wednesday,0,0,0,0,0,0,0,0,26,235,11,7,17,10,48,35,84,134,24,74,31,28,0,0,771
Thursday,0,0,0,0,0,0,0,0,0,22,24,14,21,5,1,0,34,24,15,9,12,8,0,0,197
Friday,0,0,0,0,0,0,0,53,49,34,145,20,35,0,10,11,34,112,11,5,0,0,0,0,526
Monday,0,0,0,0,0,0,7,20,17,20,26,33,204,0,2,12,10,6,34,11,8,0,0,0,417
Tuesday,0,0,0,0,0,0,3,26,23,10,17,123,14,0,2,0,32,24,31,49,44,2,0,0,408
Wednesday,0,0,0,0,0,0,0,0,25,36,31,49,150,58,6,34,15,52,16,21,5,0,0,0,503
Thursday,0,0,0,0,0,0,3,23,25,46,53,27,85,4,3,23,29,21,39,17,22,3,0,0,429
Friday,0,0,0,0,0,0,0,0,0,22,131,29,24,32,27,10,0,16,27,15,64,0,0,0,403
Monday,0,0,0,0,0,0,0,0,26,11,65,11,8,5,7,6,1,18,21,29,1,1,0,0,217
Tuesday,0,0,0,0,1,0,2,44,20,58,30,21,77,0,5,17,29,40,55,94,2,1,0,0,505
Wednesday,0,0,0,0,2,0,0,42,43,4,47,69,122,68,8,23,15,3,12,4,12,2,0,0,483
Thursday,0,0,0,0,0,0,2,25,28,42,72,64,18,0,2,11,12,20,29,43,24,0,0,0,399
Friday,0,0,0,0,0,0,1,0,32,26,29,24,30,0,6,17,29,29,32,146,12,0,0,0,421
Monday,0,0,0,0,0,0,0,19,35,16,2,5,11,10,3,0,10,16,27,2,23,19,0,0,206
Tuesday,0,0,0,0,2,0,4,0,1,22,6,30,5,18,10,0,15,12,27,41,20,11,0,0,230
Wednesday,0,0,0,0,3,0,0,0,0,1,30,22,17,2,4,7,58,15,1,0,0,0,0,0,167
Thursday,0,0,0,0,0,0,0,0,35,52,168,27,15,4,6,0,4,35,4,130,2,2,0,0,491
Friday,0,0,0,0,0,0,1,87,17,99,170,35,5,0,4,10,58,69,30,21,0,0,0,0,613
Monday,0,0,0,0,0,0,0,2,28,114,19,16,15,0,1,16,17,6,3,10,5,6,0,0,265
Saturday,0,0,0,0,0,0,0,6,5,1,1,21,51,31,42,13,4,5,2,0,5,3,4,2,205
Saturday,0,0,0,0,0,0,0,0,6,2,6,33,62,79,48,15,1,3,0,7,7,4,6,2,289
Saturday,0,0,0,0,0,0,0,2,5,5,7,77,32,47,61,18,6,3,2,2,4,6,2,3,291
Saturday,0,0,0,0,0,0,0,5,6,3,7,55,46,13,23,36,3,4,4,2,5,4,5,7,234
Saturday,0,0,0,0,0,0,0,6,7,5,6,36,11,59,46,24,5,0,3,2,5,2,3,1,229
Saturday,0,0,0,0,0,0,0,6,4,1,3,30,70,58,16,42,3,2,2,1,2,7,7,3,267
Sunday,0,0,0,0,0,0,0,0,1,3,4,106,43,65,85,21,7,6,4,2,6,0,6,6,373
Sunday,0,0,0,0,0,0,0,7,0,0,6,32,16,50,81,64,3,1,2,3,5,0,2,2,283
Sunday,0,0,0,0,0,0,0,2,1,5,0,101,22,84,43,64,4,1,5,3,7,1,3,2,358
Sunday,0,0,0,0,0,0,0,5,8,5,4,77,39,96,21,59,1,2,6,2,7,6,7,4,358
Sunday,0,0,0,0,0,0,0,2,4,5,6,64,46,106,24,88,5,1,0,7,1,6,1,7,381
Sunday,0,0,0,0,0,0,0,3,2,4,5,20,72,87,52,36,0,0,0,2,0,5,2,4,303
