Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,16,2,12,24,1,7,13,11,14,20,3,25,13,35,43,23,108,17,0,0,395
Wednesday,0,0,0,0,31,32,23,5,36,37,20,31,23,16,7,9,29,88,119,58,289,12,0,0,873
Thursday,0,0,0,0,39,26,19,16,6,42,38,40,40,6,36,26,27,85,108,57,271,41,0,0,931
Friday,0,0,0,0,5,5,31,25,10,2,35,19,34,14,8,25,21,63,82,42,201,0,0,0,632
Monday,0,0,0,0,29,3,11,35,14,20,23,35,30,15,36,17,24,72,96,49,236,29,0,0,781
Tuesday,0,0,0,0,22,22,21,15,22,1,39,28,7,26,30,25,28,85,111,55,273,31,0,0,849
Wednesday,0,0,0,0,24,4,18,16,21,12,31,8,3,12,1,16,18,49,66,35,159,29,0,0,533
Thursday,0,0,0,0,24,26,3,16,2,21,31,36,24,19,31,23,24,70,90,48,225,6,0,0,727
Friday,0,0,0,0,11,23,22,14,6,14,1,1,8,24,18,25,18,54,74,35,181,3,0,0,540
Monday,0,0,0,0,3,8,37,5,13,14,13,21,30,33,21,15,23,68,89,45,224,5,0,0,675
Tuesday,0,0,0,0,4,25,10,12,16,8,8,24,29,9,16,21,24,72,96,49,238,27,0,0,697
Wednesday,0,0,0,0,12,17,5,22,21,15,15,10,3,11,27,31,17,54,72,36,176,28,0,0,581
Thursday,0,0,0,0,10,37,35,33,36,8,38,37,28,22,24,25,25,69,89,48,226,36,0,0,835
Friday,0,0,0,0,31,37,13,26,34,3,2,6,33,32,26,9,26,74,96,48,237,22,0,0,765
Monday,0,0,0,0,13,12,24,1,32,27,10,11,6,21,1,20,25,68,89,47,224,24,0,0,664
Tuesday,0,0,0,0,5,24,5,12,32,17,13,0,25,6,25,2,30,81,110,55,271,41,0,0,764
Wednesday,0,0,0,0,28,28,1,27,2,23,21,2,0,8,28,25,15,41,57,29,136,26,0,0,507
Thursday,0,0,0,0,27,16,19,12,15,3,13,6,5,23,29,8,13,42,56,31,141,15,0,0,482
Friday,0,0,0,0,26,0,17,27,9,5,0,18,20,32,21,14,28,83,110,55,273,39,0,0,786
Monday,0,0,0,0,29,19,13,14,25,9,18,11,1,7,14,22,13,39,51,27,125,20,0,0,465
Tuesday,0,0,0,0,3,6,14,6,18,10,12,5,6,23,22,2,17,45,61,30,144,10,0,0,445
Wednesday,0,0,0,0,24,11,5,1,7,12,21,0,16,28,18,10,13,40,51,27,126,7,0,0,426
Thursday,0,0,0,0,8,3,9,16,13,17,27,7,5,12,23,27,15,49,61,32,153,22,0,0,507
Friday,0,0,0,0,19,5,13,31,14,21,2,6,10,6,29,36,22,64,84,42,206,28,0,0,645
Monday,0,0,0,0,32,28,34,32,17,4,36,12,35,40,4,14,31,85,112,57,278,30,0,0,890
Tuesday,0,0,0,0,0,34,30,18,29,19,4,23,25,25,35,34,22,62,82,43,203,22,0,0,715
Wednesday,0,0,0,0,12,15,20,22,14,21,27,6,11,20,6,3,13,36,48,23,117,10,0,0,434
Thursday,0,0,0,0,9,4,13,19,27,30,20,18,16,29,22,24,12,40,49,25,125,8,0,0,498
Friday,0,0,0,0,24,6,1,24,20,12,17,18,24,7,7,28,11,38,48,25,116,27,0,0,462
Monday,0,0,0,0,10,10,17,36,7,7,28,1,42,23,18,35,27,85,110,57,274,9,0,0,804
Saturday,0,0,0,0,0,0,0,5,5,2,4,76,40,98,21,60,6,1,2,5,2,2,0,1,340
Saturday,0,0,0,0,0,0,0,4,1,2,5,52,67,20,82,33,3,4,4,5,6,3,4,3,306
Saturday,0,0,0,0,0,0,0,6,4,4,3,56,27,70,40,17,4,6,0,5,4,7,4,7,272
Saturday,0,0,0,0,0,0,0,7,1,0,0,50,73,117,95,23,6,1,4,5,1,7,2,4,403
Saturday,0,0,0,0,0,0,0,1,1,6,1,119,49,70,97,24,1,2,1,2,7,6,3,2,401
Saturday,0,0,0,0,0,0,0,5,0,0,7,29,52,39,63,16,5,1,6,2,1,4,6,5,252
Sunday,0,0,0,0,0,0,0,3,5,7,3,16,52,81,67,33,4,1,0,3,0,5,6,3,299
Sunday,0,0,0,0,0,0,0,2,0,3,6,14,41,28,53,65,4,6,0,3,2,4,5,3,250
Sunday,0,0,0,0,0,0,0,1,6,4,7,24,64,85,105,44,4,5,6,1,5,3,4,7,381
Sunday,0,0,0,0,0,0,0,3,1,0,7,88,53,72,37,18,1,2,6,4,2,3,5,6,316
Sunday,0,0,0,0,0,0,0,5,7,7,0,14,62,27,50,38,3,5,3,6,6,0,3,1,248
Sunday,0,0,0,0,0,0,0,2,0,6,3,23,46,57,13,36,3,2,2,6,0,7,3,4,220
