Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,22,18,1,20,33,33,20,13,9,27,2,3,13,35,8,3,33,27,0,0,328
Wednesday,0,0,0,0,42,13,22,22,28,26,13,3,15,43,41,24,15,21,29,29,16,43,0,0,456
Thursday,0,0,0,0,5,37,6,21,33,28,25,19,22,35,34,17,15,15,37,29,1,1,0,0,387
Friday,0,0,0,0,8,24,9,16,5,2,18,12,6,18,12,13,28,10,9,11,19,1,0,0,231
Monday,0,0,0,0,22,14,26,25,26,16,10,28,17,14,34,2,8,22,40,19,10,18,0,0,362
Tuesday,0,0,0,0,22,21,16,31,18,16,32,3,1,14,26,16,2,1,10,33,32,23,0,0,326
Wednesday,0,0,0,0,3,7,19,16,20,13,6,4,33,12,37,31,22,4,36,10,35,24,0,0,339
Thursday,0,0,0,0,27,21,16,14,11,22,13,22,18,21,20,14,26,25,13,16,16,5,0,0,329
Friday,0,0,0,0,30,1,3,18,16,7,30,4,3,17,38,19,31,36,8,28,4,10,0,0,312
Monday,0,0,0,0,22,36,29,34,2,31,16,37,36,27,26,25,28,25,20,8,31,28,0,0,471
Tuesday,0,0,0,0,4,15,28,30,10,8,25,0,39,38,6,13,34,21,4,19,18,17,0,0,337
Wednesday,0,0,0,0,15,28,2,32,4,8,36,11,29,14,36,14,8,21,4,10,31,15,0,0,324
Thursday,0,0,0,0,13,23,22,26,14,21,19,33,31,11,5,16,30,21,22,25,9,27,0,0,375
Friday,0,0,0,0,22,27,16,14,0,5,2,27,7,23,15,21,8,21,28,21,22,29,0,0,317
Monday,0,0,0,0,5,21,20,27,4,29,1,15,16,7,2,18,17,4,25,14,12,6,0,0,252
Tuesday,0,0,0,0,7,4,1,4,6,28,19,6,19,2,5,33,27,15,9,19,33,29,0,0,275
Wednesday,0,0,0,0,4,24,30,22,1,17,30,2,22,22,24,23,28,7,2,19,3,24,0,0,313
Thursday,0,0,0,0,17,29,24,8,11,29,8,22,9,18,27,32,33,26,24,24,0,2,0,0,355
Friday,0,0,0,0,27,12,0,20,30,31,11,25,30,26,19,0,7,15,28,25,13,0,0,0,328
Monday,0,0,0,0,28,3,11,0,11,24,10,0,3,11,10,27,21,22,25,29,16,16,0,0,277
Tuesday,0,0,0,0,3,27,24,3,8,6,28,4,14,4,1,3,13,17,0,18,11,22,0,0,214
Wednesday,0,0,0,0,11,24,9,8,27,6,34,9,21,37,29,4,7,13,6,9,7,31,0,0,300
Thursday,0,0,0,0,9,23,26,36,5,21,9,8,22,29,14,2,16,7,28,25,33,18,0,0,340
Friday,0,0,0,0,10,19,22,7,5,9,27,21,15,12,25,4,6,27,6,9,23,2,0,0,258
Monday,0,0,0,0,3,35,3,14,33,38,6,11,13,5,25,19,1,31,39,24,1,9,0,0,319
Tuesday,0,0,0,0,41,21,21,4,12,18,30,32,2,33,34,13,25,12,17,3,37,8,0,0,371
Wednesday,0,0,0,0,11,5,22,7,15,21,21,27,8,7,0,21,18,12,7,9,16,8,0,0,245
Thursday,0,0,0,0,8,8,5,25,35,16,22,17,9,24,4,19,12,3,20,18,35,33,0,0,325
Friday,0,0,0,0,34,32,32,32,0,32,13,2,10,13,2,23,7,22,7,16,34,24,0,0,344
Monday,0,0,0,0,15,27,15,38,20,28,13,24,30,9,22,24,15,1,27,1,24,7,0,0,347
Saturday,0,0,0,0,0,0,0,5,5,7,3,81,22,41,60,100,6,1,2,0,5,1,3,5,356
Saturday,0,0,0,0,0,0,0,7,7,7,0,53,36,17,68,87,5,7,2,6,1,0,2,2,314
Saturday,0,0,0,0,0,0,0,3,2,2,5,71,17,37,54,85,4,7,7,0,6,0,6,6,323
Saturday,0,0,0,0,0,0,0,2,4,7,7,119,24,71,46,94,4,7,2,0,0,5,5,2,407
Saturday,0,0,0,0,0,0,0,4,1,5,4,62,24,84,41,104,6,3,5,5,6,6,1,6,373
Saturday,0,0,0,0,0,0,0,2,6,5,0,93,25,48,71,116,6,4,2,5,1,2,4,6,405
Sunday,0,0,0,0,0,0,0,1,6,1,5,65,13,40,52,27,6,0,0,2,6,2,5,2,241
Sunday,0,0,0,0,0,0,0,1,2,6,4,110,23,69,88,47,4,7,7,1,0,7,4,7,394
Sunday,0,0,0,0,0,0,0,4,4,3,1,21,106,64,44,84,4,5,2,2,6,5,6,6,376
Sunday,0,0,0,0,0,0,0,0,3,2,6,105,23,42,85,63,4,5,0,2,2,4,0,7,362
Sunday,0,0,0,0,0,0,0,1,4,5,1,17,29,43,62,73,7,4,5,7,5,0,2,2,275
Sunday,0,0,0,0,0,0,0,5,8,7,1,30,59,43,70,17,5,5,0,2,4,6,3,5,280
