Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,0,0,0,0,1,0,0,10,15,2,0,0,0,0,0,0,0,0,0,7,45,4,0,0,89
Thursday,0,0,0,0,0,0,0,11,47,2,9,1,26,0,0,0,0,0,0,0,44,39,0,0,184
Friday,0,0,0,0,0,0,0,25,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,44,0,0,0,0,189
Tuesday,0,0,0,0,0,0,0,0,92,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
Wednesday,0,0,0,0,0,0,0,0,0,0,12,54,99,67,66,30,0,0,0,0,0,0,0,0,332
Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,0,0,0,0,0,0,34,40,32,16,28,45,40,53,39,15,68,8,7,0,0,0,0,0,431
Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tuesday,0,0,0,0,0,0,0,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,56,0,0,0,0,0,86
Friday,0,0,0,0,0,0,0,0,0,50,28,40,108,29,0,0,0,0,0,0,0,0,0,0,259
Monday,0,0,0,0,0,85,129,0,30,2,0,0,0,0,0,0,0,0,11,24,0,0,0,0,284
Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,28
Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,33,0,0,62
Monday,0,0,0,0,0,0,0,0,0,0,0,0,22,12,0,0,8,40,0,0,0,0,0,0,83
Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Friday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,23,60,0,0,122
Tuesday,0,0,0,0,0,0,128,29,4,0,0,0,0,0,0,0,5,0,21,15,20,56,0,0,281
Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,14,20,52,0,0,111
Thursday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,37,0,0,43
Friday,0,0,0,0,0,0,126,0,21,0,0,40,0,3,0,0,5,0,17,12,20,50,0,0,298
Monday,0,0,0,0,0,0,0,0,0,48,29,40,108,25,0,0,0,0,0,0,0,0,0,0,252
Saturday,0,0,0,0,0,0,6,7,3,7,3,5,5,0,2,5,24,104,82,44,3,3,4,0,314
Saturday,0,0,0,0,0,0,7,6,1,1,1,5,6,2,1,1,55,70,30,41,4,2,5,0,246
Saturday,0,0,0,0,0,0,6,7,1,1,4,4,7,4,6,5,60,31,48,16,4,3,3,0,219
Saturday,0,0,0,0,0,0,7,4,4,6,2,6,4,5,1,1,14,64,39,29,4,4,5,0,208
Saturday,0,0,0,0,0,0,4,4,4,7,4,6,2,1,7,2,96,27,71,117,5,1,4,0,369
Saturday,0,0,0,0,0,0,3,5,5,7,4,4,2,5,7,1,24,71,95,121,6,2,4,0,374
Sunday,0,0,0,0,0,0,0,5,7,5,5,4,5,4,2,2,27,39,66,56,5,4,7,0,251
Sunday,0,0,0,0,0,0,5,7,5,3,3,0,4,0,7,1,13,49,36,25,7,7,1,0,179
Sunday,0,0,0,0,0,0,6,7,6,1,0,7,5,5,5,2,58,74,29,44,7,5,0,0,270
Sunday,0,0,0,0,0,0,4,3,0,6,3,2,3,7,4,0,83,105,63,43,3,3,5,0,346
Sunday,0,0,0,0,0,0,6,1,3,6,3,5,0,2,5,7,19,56,91,74,3,0,3,0,293
Sunday,0,0,0,0,0,0,6,1,3,2,5,7,3,7,7,5,64,108,22,87,3,5,4,0,347
