Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,7,1,1,5,1,88,7,7,3,1,5,1,1,1,7,2,5,2,0,0,155
Wednesday,0,0,0,0,2,4,6,0,4,66,2,4,2,6,3,2,2,5,2,3,4,0,0,0,126
Thursday,0,0,0,0,6,1,4,2,4,68,4,0,4,7,5,4,7,6,2,3,7,2,0,0,148
Friday,0,0,0,0,5,4,3,4,5,52,4,6,4,4,6,1,4,1,7,0,1,0,0,0,122
Monday,0,0,0,0,4,1,1,4,6,3,1,0,2,4,6,7,3,4,2,1,3,1,0,0,61
Tuesday,0,0,0,0,6,7,5,7,0,6,3,6,5,7,3,4,1,6,3,3,2,2,0,0,85
Wednesday,0,0,0,0,3,0,5,7,7,33,7,7,5,1,4,7,4,2,4,7,5,1,0,0,119
Thursday,0,0,0,0,1,7,6,4,7,26,1,7,6,1,8,4,6,4,2,6,2,4,0,0,112
Friday,0,0,0,0,1,4,5,4,5,63,5,0,2,2,6,5,7,6,0,7,1,6,0,0,139
Monday,0,0,0,0,0,4,6,3,4,82,7,5,5,0,5,2,0,0,4,3,5,3,0,0,145
Tuesday,0,0,0,0,3,2,1,1,0,14,1,3,4,4,5,4,1,5,2,6,4,5,0,0,73
Wednesday,0,0,0,0,5,1,5,1,7,70,6,3,5,6,4,2,5,0,5,0,4,4,0,0,141
Thursday,0,0,0,0,7,7,5,1,1,69,4,0,4,3,2,5,2,1,2,4,0,4,0,0,132
Friday,0,0,0,0,6,2,6,2,0,52,7,5,7,1,3,7,6,1,5,4,2,3,0,0,128
Monday,0,0,0,0,5,1,6,0,5,216,4,7,1,0,5,0,2,6,2,2,2,4,0,0,278
Tuesday,0,0,0,0,7,2,2,2,2,87,3,1,1,3,4,2,7,5,6,0,2,1,0,0,146
Wednesday,0,0,0,0,6,4,6,1,1,17,0,5,5,2,0,6,6,3,4,2,0,6,0,0,81
Thursday,0,0,0,0,6,0,6,6,2,64,5,6,7,6,0,4,0,0,6,7,4,1,0,0,139
Friday,0,0,0,0,0,7,4,3,2,22,7,5,4,3,2,5,6,7,3,0,6,4,0,0,99
Monday,0,0,0,0,0,0,3,0,3,99,4,0,4,2,4,5,1,2,4,2,3,6,0,0,150
Tuesday,0,0,0,0,7,1,4,7,5,24,6,1,6,6,0,6,6,3,2,7,5,6,0,0,111
Wednesday,0,0,0,0,4,1,3,6,5,17,1,4,2,0,2,3,0,3,6,6,3,7,0,0,81
Thursday,0,0,0,0,0,6,5,1,7,63,5,7,7,7,0,0,3,4,5,4,3,8,0,0,143
Friday,0,0,0,0,7,0,5,4,3,127,5,0,5,3,0,4,3,1,5,7,0,2,0,0,190
Monday,0,0,0,0,4,7,2,5,2,127,7,4,2,0,6,6,4,1,1,1,5,2,0,0,193
Tuesday,0,0,0,0,0,6,3,6,7,178,4,4,0,0,3,1,2,3,2,3,2,3,0,0,235
Wednesday,0,0,0,0,3,0,1,4,3,192,6,3,7,3,3,6,6,0,1,5,6,4,0,0,260
Thursday,0,0,0,0,4,6,4,0,0,17,5,0,6,4,1,0,3,3,4,1,7,3,0,0,78
Friday,0,0,0,0,1,2,4,4,8,213,2,1,4,0,7,2,1,1,3,0,6,5,0,0,272
Monday,0,0,0,0,5,2,4,6,1,64,6,4,0,7,5,7,6,2,5,0,2,6,0,0,142
Saturday,0,0,0,0,0,1,11,6,6,14,6,2,0,0,0,5,5,11,9,14,12,14,10,0,134
Saturday,0,0,0,0,0,5,3,8,6,0,8,5,1,14,14,8,5,15,5,13,8,0,4,0,133
Saturday,0,0,0,0,0,6,12,12,8,7,0,1,10,11,9,11,1,1,2,2,15,3,14,0,136
Saturday,0,0,0,0,0,3,7,4,5,9,11,6,12,6,2,13,15,8,5,8,11,3,14,0,150
Saturday,0,0,0,0,0,14,8,16,8,11,6,10,4,12,3,14,11,13,10,13,8,5,5,0,178
Saturday,0,0,0,0,0,11,1,6,15,12,14,6,7,16,3,6,5,0,12,15,10,6,14,0,164
Sunday,0,0,0,0,0,12,12,5,12,2,2,13,5,11,12,4,9,5,7,14,13,1,8,0,156
Sunday,0,0,0,0,0,15,0,11,2,4,15,8,9,0,14,15,0,10,5,14,13,2,6,0,152
Sunday,0,0,0,0,0,1,8,14,4,6,14,8,4,9,11,11,12,15,11,11,11,3,1,0,165
Sunday,0,0,0,0,0,10,12,0,9,10,3,8,14,0,7,6,3,11,15,10,0,13,9,0,149
Sunday,0,0,0,0,0,12,6,10,7,12,10,5,14,6,12,10,12,6,15,0,3,0,2,0,150
Sunday,0,0,0,0,0,12,3,9,4,15,15,4,2,1,8,7,4,9,14,2,6,2,14,0,139
