Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,14,23,7,27,27,11,2,31,19,33,22,31,184,57,72,39,18,32,0,0,657
Wednesday,0,0,0,0,34,13,3,0,1,8,4,8,22,19,11,24,188,58,75,38,18,31,0,0,564
Thursday,0,0,0,0,22,29,8,1,30,19,15,22,12,26,1,5,129,38,51,25,12,11,0,0,464
Friday,0,0,0,0,17,4,8,34,17,1,25,35,17,34,20,21,184,58,76,39,18,28,0,0,645
Monday,0,0,0,0,18,6,1,18,2,0,27,24,7,0,5,2,126,39,53,26,12,21,0,0,395
Tuesday,0,0,0,0,32,6,16,36,26,28,6,27,32,2,0,35,263,82,107,55,26,24,0,0,814
Wednesday,0,0,0,0,14,0,14,24,25,28,26,10,5,17,29,11,126,37,53,27,12,19,0,0,487
Thursday,0,0,0,0,19,0,27,5,2,6,27,4,8,2,2,12,117,35,47,23,11,16,0,0,370
Friday,0,0,0,0,27,40,0,14,21,25,8,32,38,14,22,11,283,85,115,56,28,7,0,0,835
Monday,0,0,0,0,20,20,1,2,15,1,36,20,13,28,11,23,245,73,99,52,24,26,0,0,717
Tuesday,0,0,0,0,26,8,21,14,21,1,5,5,16,21,22,25,110,33,44,23,11,0,0,0,414
Wednesday,0,0,0,0,0,24,11,22,30,6,20,28,12,31,13,23,145,43,59,29,14,17,0,0,537
Thursday,0,0,0,0,36,29,37,14,34,38,19,29,13,36,30,14,269,83,107,55,26,13,0,0,890
Friday,0,0,0,0,7,20,1,19,9,20,9,23,31,3,20,20,160,49,66,34,15,23,0,0,538
Monday,0,0,0,0,23,40,32,19,8,8,41,19,15,9,32,38,261,77,104,52,25,23,0,0,835
Tuesday,0,0,0,0,23,22,11,13,0,10,9,31,12,20,37,15,262,80,105,54,26,17,0,0,754
Wednesday,0,0,0,0,26,26,10,32,2,5,19,21,22,13,1,18,191,59,79,38,18,21,0,0,608
Thursday,0,0,0,0,31,9,6,35,10,7,27,7,11,15,33,24,209,62,84,45,20,22,0,0,665
Friday,0,0,0,0,1,30,27,7,8,24,0,9,15,9,6,32,171,53,69,34,16,9,0,0,532
Monday,0,0,0,0,17,24,20,16,27,28,5,23,1,17,17,23,138,41,54,27,13,11,0,0,510
Tuesday,0,0,0,0,30,31,3,3,9,19,6,2,31,18,0,18,172,53,71,34,16,17,0,0,541
Wednesday,0,0,0,0,19,16,30,6,28,23,21,0,21,35,18,0,217,66,89,46,21,34,0,0,699
Thursday,0,0,0,0,33,0,11,37,21,35,27,15,9,36,32,33,264,82,105,54,26,25,0,0,854
Friday,0,0,0,0,37,17,40,24,30,9,40,23,26,16,38,12,259,79,105,54,25,30,0,0,872
Monday,0,0,0,0,18,12,12,21,24,15,20,27,2,15,4,22,282,86,114,56,27,23,0,0,790
Tuesday,0,0,0,0,12,22,18,26,8,25,0,2,33,11,33,7,173,55,72,37,17,17,0,0,575
Wednesday,0,0,0,0,19,1,11,31,34,35,4,29,24,39,37,21,268,81,107,56,26,11,0,0,843
Thursday,0,0,0,0,24,22,35,16,22,27,35,21,12,29,26,18,216,65,88,46,21,11,0,0,743
Friday,0,0,0,0,4,17,19,3,5,8,18,21,1,5,15,21,131,42,52,26,12,18,0,0,425
Monday,0,0,0,0,43,2,36,9,42,9,1,28,35,37,4,40,291,89,118,59,28,1,0,0,883
Saturday,0,0,0,0,0,0,3,2,7,3,0,3,4,5,6,7,55,33,13,46,5,3,1,0,204
Saturday,0,0,0,0,0,0,0,2,5,2,6,6,0,0,6,4,113,45,23,91,7,5,1,0,324
Saturday,0,0,0,0,0,0,5,6,2,7,7,4,4,1,1,3,74,16,44,30,2,1,0,0,217
Saturday,0,0,0,0,0,0,1,3,5,3,4,6,1,2,4,5,58,40,77,95,1,7,7,0,328
Saturday,0,0,0,0,0,0,2,5,6,1,2,2,6,6,3,5,50,27,72,117,4,1,1,0,318
Saturday,0,0,0,0,0,0,3,2,8,3,6,2,4,6,2,1,16,85,35,69,1,7,0,0,257
Sunday,0,0,0,0,0,0,1,5,7,0,7,1,4,3,5,1,68,86,34,20,0,3,4,0,257
Sunday,0,0,0,0,0,0,7,1,2,0,2,3,8,3,6,7,76,93,38,19,4,1,0,0,278
Sunday,0,0,0,0,0,0,4,4,6,1,2,0,3,4,7,2,41,79,19,101,1,7,1,0,290
Sunday,0,0,0,0,0,0,6,5,0,3,4,1,5,1,5,6,55,48,33,22,2,2,6,0,212
Sunday,0,0,0,0,0,0,2,3,1,5,0,5,7,6,0,6,60,96,22,40,6,2,6,0,276
Sunday,0,0,0,0,0,0,7,1,6,1,7,3,3,6,5,1,15,66,40,52,2,4,3,0,231
