Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,2,9,18,60,17,33,5,0,1,5,3,3,2,5,5,7,6,0,0,0,190
Wednesday,0,0,0,0,2,9,15,53,14,87,7,2,4,5,2,7,4,4,5,7,7,5,0,0,249
Thursday,0,0,0,0,1,18,22,84,22,140,7,7,4,3,5,5,3,4,7,2,0,0,0,0,342
Friday,0,0,0,0,2,2,13,44,12,45,0,8,6,1,4,3,5,1,4,2,4,2,0,0,167
Monday,0,0,0,0,6,0,19,69,17,150,2,7,7,2,0,6,1,4,2,3,1,0,0,0,303
Tuesday,0,0,0,0,2,16,24,86,24,153,0,3,7,1,0,5,5,7,7,1,0,5,0,0,355
Wednesday,0,0,0,0,3,12,24,94,25,211,5,5,3,0,4,1,1,0,2,7,5,0,0,0,410
Thursday,0,0,0,0,7,1,17,61,17,154,1,0,1,2,1,2,3,4,4,0,4,0,0,0,289
Friday,0,0,0,0,1,6,13,43,10,37,7,7,3,3,6,7,4,2,3,3,7,0,0,0,170
Monday,0,0,0,0,6,0,15,56,14,77,1,4,4,8,2,4,5,0,4,1,5,2,0,0,218
Tuesday,0,0,0,0,4,11,17,56,16,54,0,3,4,6,2,0,3,4,1,5,6,5,0,0,208
Wednesday,0,0,0,0,0,13,13,41,11,24,1,6,5,2,7,2,7,5,5,6,4,3,0,0,162
Thursday,0,0,0,0,7,22,24,91,23,177,3,4,6,5,4,5,3,1,7,0,6,7,0,0,403
Friday,0,0,0,0,0,15,18,69,17,34,1,2,2,6,5,1,7,3,5,0,6,3,0,0,203
Monday,0,0,0,0,2,7,21,81,21,85,5,3,0,6,3,2,1,0,1,7,4,5,0,0,261
Tuesday,0,0,0,0,4,5,17,64,15,89,3,6,5,3,6,4,4,5,4,1,3,3,0,0,248
Wednesday,0,0,0,0,7,20,23,88,22,0,2,3,3,6,4,2,6,7,1,3,4,1,0,0,213
Thursday,0,0,0,0,7,3,22,81,22,67,3,5,0,1,2,8,3,7,5,5,3,2,0,0,255
Friday,0,0,0,0,4,6,22,77,21,105,4,6,5,6,7,3,6,2,4,2,3,6,0,0,298
Monday,0,0,0,0,0,4,10,42,12,35,5,5,6,0,2,3,4,1,1,4,6,1,0,0,148
Tuesday,0,0,0,0,7,12,11,46,14,68,2,6,1,2,1,1,4,1,7,5,3,3,0,0,205
Wednesday,0,0,0,0,2,11,15,51,13,31,2,5,5,5,6,5,5,0,4,6,6,0,0,0,181
Thursday,0,0,0,0,0,11,11,47,12,62,7,3,4,5,3,7,4,3,0,2,5,0,0,0,194
Friday,0,0,0,0,6,7,17,69,18,6,3,0,0,6,4,0,3,3,7,1,3,2,0,0,164
Monday,0,0,0,0,0,14,20,66,17,1,6,3,3,5,2,4,5,1,6,3,0,1,0,0,163
Tuesday,0,0,0,0,0,9,13,52,16,28,7,5,5,2,1,0,4,4,0,5,7,3,0,0,169
Wednesday,0,0,0,0,2,5,13,53,17,52,2,4,4,6,2,2,4,5,1,2,0,1,0,0,185
Thursday,0,0,0,0,7,15,22,83,23,191,4,5,7,2,5,6,5,0,3,4,2,5,0,0,399
Friday,0,0,0,0,2,1,13,54,13,28,2,1,2,6,4,7,4,7,4,4,7,3,0,0,170
Monday,0,0,0,0,0,4,24,93,25,61,7,4,4,1,3,2,7,0,5,7,3,1,0,0,261
Saturday,0,0,0,0,0,0,5,4,3,2,3,7,5,1,2,1,35,59,11,47,4,0,3,0,202
Saturday,0,0,0,0,0,0,5,2,0,4,1,4,3,3,3,6,44,104,64,23,0,5,0,0,279
Saturday,0,0,0,0,0,0,6,1,0,4,2,7,0,4,5,7,108,45,66,86,5,2,2,0,358
Saturday,0,0,0,0,0,0,6,5,3,4,7,4,2,4,6,5,40,54,28,70,0,6,0,0,252
Saturday,0,0,0,0,0,0,3,3,6,1,3,0,7,7,7,5,85,53,71,18,2,0,2,0,282
Saturday,0,0,0,0,0,0,1,2,1,4,5,7,4,1,3,6,46,31,16,74,3,7,1,0,219
Sunday,0,0,0,0,0,0,4,3,5,5,0,6,0,1,1,2,54,26,42,15,5,4,7,0,187
Sunday,0,0,0,0,0,0,3,4,5,4,3,1,1,4,0,2,29,17,41,69,4,5,6,0,206
Sunday,0,0,0,0,0,0,6,2,7,7,1,6,1,0,0,2,33,49,18,64,0,3,1,0,207
Sunday,0,0,0,0,0,0,7,2,1,4,5,4,5,6,5,5,60,32,45,76,1,0,5,0,269
Sunday,0,0,0,0,0,0,7,4,4,2,2,3,0,5,6,3,41,82,23,61,2,5,7,0,266
Sunday,0,0,0,0,0,0,3,6,2,3,6,2,4,1,2,6,22,55,35,12,0,0,1,0,167
