Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,7,289,90,88,59,59,1,3,6,7,2,6,1,1,4,0,7,3,0,0,642
Wednesday,0,0,0,0,1,219,68,66,45,44,5,5,0,4,5,2,0,2,4,3,3,6,0,0,492
Thursday,0,0,0,0,5,193,60,58,41,40,3,1,3,0,1,7,3,6,6,7,1,5,0,0,449
Friday,0,0,0,0,2,220,66,68,46,47,5,1,1,7,1,2,2,0,4,0,3,1,0,0,483
Monday,0,0,0,0,2,141,43,43,28,31,2,6,7,0,1,1,6,5,2,2,0,4,0,0,332
Tuesday,0,0,0,0,0,120,39,36,27,25,0,6,3,3,1,2,7,5,3,6,2,6,0,0,302
Wednesday,0,0,0,0,3,227,68,70,47,47,6,5,3,6,5,6,7,4,6,4,4,4,0,0,530
Thursday,0,0,0,0,1,255,80,77,51,52,6,5,5,1,2,6,6,2,4,1,0,7,0,0,571
Friday,0,0,0,0,0,162,49,49,32,32,6,4,5,0,1,6,1,7,4,3,4,7,0,0,381
Monday,0,0,0,0,7,256,78,80,54,52,3,4,1,1,6,1,7,6,6,1,4,0,0,0,576
Tuesday,0,0,0,0,3,141,43,43,31,31,7,0,4,0,1,6,5,0,0,3,0,1,0,0,326
Wednesday,0,0,0,0,7,248,77,76,51,53,4,0,6,6,3,0,7,1,3,6,7,7,0,0,570
Thursday,0,0,0,0,5,232,73,73,48,49,2,0,1,2,4,5,0,4,1,4,0,2,0,0,514
Friday,0,0,0,0,7,217,67,67,43,46,2,5,4,8,0,5,6,0,0,3,4,7,0,0,500
Monday,0,0,0,0,1,200,63,63,40,40,3,0,7,0,1,3,0,1,3,4,5,3,0,0,443
Tuesday,0,0,0,0,4,284,86,87,59,59,0,3,1,4,2,1,7,3,2,1,4,1,0,0,616
Wednesday,0,0,0,0,3,105,32,33,22,22,6,4,1,2,7,2,7,7,6,4,2,6,0,0,278
Thursday,0,0,0,0,2,238,74,74,50,50,4,1,0,7,0,3,7,0,1,5,6,0,0,0,530
Friday,0,0,0,0,3,120,39,39,26,24,4,1,6,2,1,1,1,1,1,6,2,1,0,0,286
Monday,0,0,0,0,6,244,75,74,52,52,3,6,6,5,1,1,1,4,1,6,0,0,0,0,546
Tuesday,0,0,0,0,7,151,48,45,34,31,3,1,5,6,1,1,0,5,5,2,0,0,0,0,355
Wednesday,0,0,0,0,0,266,83,82,56,56,1,4,6,4,2,4,6,3,7,6,1,1,0,0,596
Thursday,0,0,0,0,2,183,55,57,37,37,7,2,6,2,7,7,6,2,4,1,6,5,0,0,436
Friday,0,0,0,0,8,146,47,47,33,30,2,3,6,1,3,3,6,2,4,1,1,4,0,0,356
Monday,0,0,0,0,1,179,55,55,35,37,6,1,4,2,0,3,2,4,1,3,3,5,0,0,404
Tuesday,0,0,0,0,6,202,62,64,43,44,3,1,5,6,1,5,1,2,6,7,0,3,0,0,469
Wednesday,0,0,0,0,3,101,32,31,20,20,5,7,6,4,8,7,6,5,1,2,6,3,0,0,275
Thursday,0,0,0,0,1,202,64,63,42,44,2,2,5,2,1,4,1,1,1,0,1,2,0,0,447
Friday,0,0,0,0,6,106,34,33,23,25,4,2,3,5,4,4,4,5,2,3,1,1,0,0,272
Monday,0,0,0,0,1,151,46,47,31,32,3,1,0,4,2,6,5,5,7,5,4,4,0,0,362
Saturday,0,0,0,0,0,0,5,1,6,4,6,2,5,4,6,5,84,18,35,53,5,6,1,0,254
Saturday,0,0,0,0,0,0,5,5,7,1,6,4,3,0,4,3,76,48,61,18,8,7,2,0,267
Saturday,0,0,0,0,0,0,3,3,0,5,2,2,2,1,0,1,56,21,88,37,5,0,5,0,238
Saturday,0,0,0,0,0,0,5,3,3,5,4,6,6,4,7,4,65,110,22,44,1,7,1,0,306
Saturday,0,0,0,0,0,0,6,5,2,5,0,4,7,7,5,2,71,92,24,117,3,0,6,0,365
Saturday,0,0,0,0,0,0,4,1,2,6,4,0,4,1,4,5,17,62,30,46,0,6,6,0,208
Sunday,0,0,0,0,0,0,7,1,4,2,8,5,3,1,7,4,37,48,57,24,6,7,2,0,232
Sunday,0,0,0,0,0,0,0,7,5,8,5,8,3,7,6,1,86,65,43,108,0,7,2,0,368
Sunday,0,0,0,0,0,0,2,2,5,3,2,1,6,3,7,7,67,13,53,29,3,5,7,0,224
Sunday,0,0,0,0,0,0,6,5,7,0,5,5,0,3,0,3,44,66,86,107,3,5,6,0,360
Sunday,0,0,0,0,0,0,7,2,5,3,1,1,2,0,1,5,44,31,72,60,7,1,2,0,252
Sunday,0,0,0,0,0,0,2,7,6,5,5,0,7,6,1,4,78,40,99,61,5,3,6,0,345
