Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,33,1,10,10,40,17,7,15,36,5,8,3,22,26,28,8,11,3,0,0,291
Wednesday,0,0,0,0,9,11,1,31,11,25,6,28,12,8,7,9,15,14,16,3,10,9,0,0,233
Thursday,0,0,0,0,28,22,32,9,19,9,11,26,22,20,22,30,4,19,34,33,29,37,0,0,418
Friday,0,0,0,0,31,12,27,31,19,14,18,12,0,35,21,7,1,10,22,30,12,36,0,0,347
Monday,0,0,0,0,26,4,29,9,11,37,15,18,23,11,30,32,23,11,33,28,20,12,0,0,382
Tuesday,0,0,0,0,11,27,34,27,10,33,11,14,20,6,10,30,15,13,15,19,32,28,0,0,364
Wednesday,0,0,0,0,35,5,6,34,2,13,5,33,20,20,15,4,24,33,29,30,27,6,0,0,350
Thursday,0,0,0,0,1,21,30,4,16,28,19,35,24,26,31,20,27,0,17,0,5,13,0,0,324
Friday,0,0,0,0,11,9,10,22,19,15,20,3,9,13,8,29,3,8,9,1,7,28,0,0,233
Monday,0,0,0,0,1,6,41,36,2,36,39,1,33,16,11,1,5,16,24,39,6,4,0,0,327
Tuesday,0,0,0,0,8,6,9,9,9,9,26,22,3,23,17,12,21,22,21,0,23,5,0,0,253
Wednesday,0,0,0,0,37,36,2,13,30,8,23,3,20,22,25,15,9,25,3,29,16,9,0,0,333
Thursday,0,0,0,0,16,8,10,25,23,30,3,23,16,15,23,21,13,24,17,1,19,8,0,0,305
Friday,0,0,0,0,28,0,25,13,26,21,6,5,17,28,17,14,30,32,17,16,6,10,0,0,320
Monday,0,0,0,0,10,32,30,11,28,29,29,10,11,36,35,30,39,25,30,0,27,11,0,0,432
Tuesday,0,0,0,0,25,17,20,17,21,23,6,0,12,7,4,22,15,28,5,16,24,22,0,0,290
Wednesday,0,0,0,0,38,42,36,13,21,20,6,34,10,8,20,35,31,8,19,19,19,38,0,0,429
Thursday,0,0,0,0,1,15,1,13,15,32,21,16,8,22,11,9,7,8,21,5,19,24,0,0,258
Friday,0,0,0,0,9,12,5,18,18,17,0,14,24,22,9,29,6,26,11,3,18,18,0,0,269
Monday,0,0,0,0,5,4,0,13,7,4,28,7,0,26,7,22,13,17,12,15,19,22,0,0,228
Tuesday,0,0,0,0,15,19,10,24,10,15,0,29,5,15,26,0,23,30,4,0,3,12,0,0,250
Wednesday,0,0,0,0,19,15,16,0,21,10,10,19,16,18,18,2,21,3,24,29,13,21,0,0,284
Thursday,0,0,0,0,21,11,1,11,17,10,15,27,12,2,27,20,4,11,25,19,30,7,0,0,277
Friday,0,0,0,0,36,6,19,1,11,28,24,10,11,30,37,33,10,15,20,40,22,35,0,0,396
Monday,0,0,0,0,15,16,29,1,28,29,22,13,24,17,27,21,19,4,18,20,9,30,0,0,350
Tuesday,0,0,0,0,25,6,28,26,6,32,27,30,3,15,25,7,20,20,18,32,19,5,0,0,353
Wednesday,0,0,0,0,24,15,4,14,8,34,33,22,15,33,26,5,17,30,3,29,10,22,0,0,352
Thursday,0,0,0,0,4,24,1,26,20,27,24,2,4,8,24,5,11,2,4,8,10,1,0,0,213
Friday,0,0,0,0,23,4,24,12,0,4,14,31,16,16,13,7,23,29,19,29,17,25,0,0,313
Monday,0,0,0,0,28,26,13,15,4,2,19,8,31,18,14,28,12,31,4,0,21,6,0,0,290
Saturday,0,0,0,0,0,12,2,15,14,9,7,13,0,10,2,15,13,6,15,5,3,3,6,0,160
Saturday,0,0,0,0,0,3,1,2,2,1,10,7,1,14,11,4,1,8,12,7,8,13,9,0,123
Saturday,0,0,0,0,0,5,14,4,14,2,6,6,14,10,6,11,7,9,13,14,0,10,10,0,163
Saturday,0,0,0,0,0,13,0,14,15,9,1,2,4,5,0,0,14,9,9,15,15,4,11,0,147
Saturday,0,0,0,0,0,5,5,4,7,0,11,12,4,13,4,12,9,6,8,4,13,4,10,0,142
Saturday,0,0,0,0,0,0,7,11,5,1,9,5,14,6,12,11,13,9,6,0,1,7,1,0,129
Sunday,0,0,0,0,0,14,16,0,10,0,11,12,0,0,2,1,9,10,14,2,9,12,11,0,143
Sunday,0,0,0,0,0,3,9,9,11,6,5,2,4,15,3,1,8,8,4,12,15,0,12,0,136
Sunday,0,0,0,0,0,12,0,5,3,1,13,0,5,4,4,8,6,14,6,13,10,0,5,0,117
Sunday,0,0,0,0,0,8,10,4,12,10,9,15,8,4,4,0,2,14,7,1,5,12,3,0,135
Sunday,0,0,0,0,0,10,10,4,7,11,2,12,14,15,0,1,10,7,10,14,0,3,10,0,149
Sunday,0,0,0,0,0,9,1,13,6,15,10,5,6,4,9,4,0,12,13,6,0,6,5,0,131
