Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,197,10,1,23,23,5,3,3,5,4,3,4,2,1,5,5,3,0,0,305
Wednesday,0,0,0,0,1,298,25,25,30,20,3,5,0,3,2,7,4,2,7,7,2,5,0,0,453
Thursday,0,0,0,0,6,268,20,6,29,18,5,7,0,1,0,3,3,3,2,2,3,5,0,0,392
Friday,0,0,0,0,2,291,9,0,32,13,0,6,8,1,1,2,1,5,7,1,4,7,0,0,399
Monday,0,0,0,0,0,258,9,14,29,17,6,0,1,5,7,1,6,5,0,0,2,2,0,0,371
Tuesday,0,0,0,0,1,244,1,25,24,17,1,1,6,4,6,4,0,0,6,0,5,1,0,0,358
Wednesday,0,0,0,0,2,145,12,5,15,16,1,5,7,1,3,4,1,3,1,3,6,1,0,0,240
Thursday,0,0,0,0,6,273,25,10,29,6,3,5,5,2,7,0,1,0,5,0,1,0,0,0,389
Friday,0,0,0,0,6,129,1,1,16,13,5,2,7,7,2,4,3,5,2,0,6,1,0,0,218
Monday,0,0,0,0,0,127,12,12,15,2,2,7,5,3,4,4,5,1,1,1,6,6,0,0,219
Tuesday,0,0,0,0,2,294,2,1,31,4,5,5,7,2,5,2,5,3,5,2,5,7,0,0,396
Wednesday,0,0,0,0,2,158,16,1,16,3,0,5,5,4,3,2,2,7,8,0,4,3,0,0,250
Thursday,0,0,0,0,2,131,13,13,16,6,3,7,4,3,6,0,7,7,2,5,2,5,0,0,241
Friday,0,0,0,0,6,277,19,7,30,22,0,0,2,5,4,7,5,2,1,7,2,4,0,0,409
Monday,0,0,0,0,3,145,8,14,17,6,3,7,5,3,0,0,3,7,2,4,4,1,0,0,240
Tuesday,0,0,0,0,1,183,18,13,21,0,6,5,1,5,2,7,5,7,7,0,3,5,0,0,297
Wednesday,0,0,0,0,2,168,19,6,17,7,4,7,1,6,5,7,4,3,6,5,7,4,0,0,286
Thursday,0,0,0,0,3,231,12,2,24,6,0,1,5,4,7,2,0,3,7,2,4,6,0,0,329
Friday,0,0,0,0,3,246,10,19,25,5,3,1,0,2,7,6,3,7,5,3,7,0,0,0,360
Monday,0,0,0,0,3,280,20,13,31,31,7,5,4,4,6,5,1,0,1,2,4,0,0,0,423
Tuesday,0,0,0,0,2,166,16,11,20,14,8,5,4,2,4,5,1,7,7,1,4,7,0,0,290
Wednesday,0,0,0,0,0,158,11,7,18,8,5,3,6,0,3,2,4,6,2,3,2,7,0,0,252
Thursday,0,0,0,0,7,273,2,10,30,16,4,1,0,4,4,1,5,5,5,3,6,6,0,0,392
Friday,0,0,0,0,1,206,20,11,22,21,5,3,1,7,5,7,7,0,7,4,6,4,0,0,344
Monday,0,0,0,0,5,183,10,11,18,11,3,0,5,6,2,3,0,5,3,4,4,7,0,0,290
Tuesday,0,0,0,0,6,169,18,5,20,7,0,7,3,4,2,3,5,4,1,1,0,5,0,0,270
Wednesday,0,0,0,0,1,123,13,2,14,8,0,1,5,7,5,0,6,1,5,8,6,2,0,0,215
Thursday,0,0,0,0,7,160,3,11,16,15,6,7,4,6,5,2,6,1,4,2,2,2,0,0,266
Friday,0,0,0,0,0,297,29,29,30,31,4,1,2,3,0,2,3,0,7,2,3,3,0,0,453
Monday,0,0,0,0,0,134,13,6,15,16,1,4,1,2,2,0,2,3,2,1,0,5,0,0,215
Saturday,0,0,0,0,0,2,2,15,12,14,8,12,3,0,2,0,0,1,10,11,11,7,4,0,123
Saturday,0,0,0,0,0,0,8,13,0,0,1,14,14,6,6,0,3,4,13,14,15,9,3,0,133
Saturday,0,0,0,0,0,6,1,10,10,2,2,0,2,8,1,6,11,4,12,13,0,4,11,0,111
Saturday,0,0,0,0,0,6,14,10,1,7,1,8,11,12,6,2,7,8,7,11,5,6,13,0,143
Saturday,0,0,0,0,0,2,10,5,15,7,5,5,1,7,10,11,0,13,1,2,5,4,5,0,117
Saturday,0,0,0,0,0,10,0,7,6,15,1,1,10,6,7,15,15,15,1,1,14,13,3,0,147
Sunday,0,0,0,0,0,8,12,1,8,13,9,9,12,2,4,4,8,7,14,15,11,6,4,0,158
Sunday,0,0,0,0,0,0,3,1,14,2,4,6,11,10,13,0,5,0,11,6,8,0,9,0,113
Sunday,0,0,0,0,0,12,6,10,15,7,12,9,13,8,13,4,12,2,8,8,5,12,8,0,173
Sunday,0,0,0,0,0,6,12,12,4,13,3,9,13,0,6,15,0,5,0,10,1,1,13,0,131
Sunday,0,0,0,0,0,14,5,3,6,10,8,13,13,6,1,15,0,7,11,15,11,13,14,0,171
Sunday,0,0,0,0,0,11,13,13,6,8,0,8,11,9,11,7,10,6,5,3,15,3,4,0,153
