Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,104,123,206,147,115,6,7,5,2,5,6,6,3,5,0,5,3,0,0,757
Wednesday,0,0,0,0,1,71,91,210,13,155,4,2,0,0,2,4,4,7,7,7,4,4,0,0,595
Thursday,0,0,0,0,4,22,34,68,49,112,8,4,0,0,1,0,7,5,7,4,2,4,0,0,338
Friday,0,0,0,0,7,25,1,245,132,144,6,2,7,0,3,0,6,1,5,4,4,7,0,0,607
Monday,0,0,0,0,6,171,3,155,142,0,3,2,2,4,6,4,4,2,6,1,7,4,0,0,531
Tuesday,0,0,0,0,7,168,158,194,120,205,2,0,0,1,1,4,8,4,5,5,2,1,0,0,894
Wednesday,0,0,0,0,5,129,152,50,80,140,1,6,1,3,5,6,3,0,4,0,5,5,0,0,603
Thursday,0,0,0,0,6,26,1,52,1,31,3,1,5,2,3,4,5,3,0,2,2,0,0,0,155
Friday,0,0,0,0,2,81,89,65,59,104,7,3,0,0,4,2,6,4,1,5,1,1,0,0,442
Monday,0,0,0,0,5,251,189,207,55,130,2,5,4,4,7,6,1,3,1,6,5,6,0,0,895
Tuesday,0,0,0,0,6,12,120,32,46,35,2,4,5,5,4,0,4,2,7,7,4,5,0,0,306
Wednesday,0,0,0,0,0,183,153,112,126,69,5,4,5,5,3,0,3,4,2,7,5,2,0,0,698
Thursday,0,0,0,0,6,17,7,52,101,214,5,5,5,7,6,7,8,1,7,1,3,3,0,0,463
Friday,0,0,0,0,7,151,147,54,179,52,3,4,5,0,3,0,5,1,2,1,2,2,0,0,626
Monday,0,0,0,0,2,67,115,244,182,37,4,5,7,1,4,5,1,0,4,1,1,3,0,0,692
Tuesday,0,0,0,0,3,169,144,182,101,49,1,4,5,1,3,5,1,2,1,6,3,3,0,0,691
Wednesday,0,0,0,0,0,60,151,35,212,8,2,1,0,4,4,0,3,7,0,2,1,4,0,0,502
Thursday,0,0,0,0,6,47,174,2,202,26,4,7,0,6,1,5,2,3,5,2,1,4,0,0,507
Friday,0,0,0,0,2,24,60,103,97,130,0,1,6,0,2,3,5,7,1,3,2,2,0,0,456
Monday,0,0,0,0,1,246,245,233,115,68,1,3,2,5,4,4,6,3,5,3,0,6,0,0,958
Tuesday,0,0,0,0,0,24,137,99,121,38,7,3,1,3,6,1,6,6,3,4,2,3,0,0,473
Wednesday,0,0,0,0,2,83,140,208,8,147,4,3,6,0,4,1,7,2,6,6,5,5,0,0,645
Thursday,0,0,0,0,5,124,78,15,116,56,2,2,1,5,6,6,2,6,4,0,3,1,0,0,441
Friday,0,0,0,0,4,86,39,84,77,166,7,4,4,4,3,4,1,7,1,7,7,0,0,0,513
Monday,0,0,0,0,2,74,76,86,71,112,3,7,6,7,6,6,6,4,6,2,5,5,0,0,493
Tuesday,0,0,0,0,4,67,19,63,18,19,0,0,4,3,0,2,1,4,4,0,6,0,0,0,222
Wednesday,0,0,0,0,7,29,162,139,113,53,7,3,3,4,4,5,2,6,0,1,5,6,0,0,558
Thursday,0,0,0,0,7,36,186,139,23,154,0,7,7,0,3,2,2,4,5,0,6,0,0,0,591
Friday,0,0,0,0,5,11,122,15,94,23,1,3,5,2,3,6,0,1,7,4,5,3,0,0,320
Monday,0,0,0,0,0,261,102,204,220,117,1,3,2,4,4,5,2,0,6,4,6,2,0,0,951
Saturday,0,0,0,0,0,35,48,61,6,6,8,6,5,7,0,0,6,6,1,0,4,5,4,0,215
Saturday,0,0,0,0,0,21,78,99,2,7,0,2,3,2,6,7,2,1,7,7,0,1,1,0,255
Saturday,0,0,0,0,0,92,58,39,2,3,2,0,6,0,1,4,5,6,0,2,5,5,0,0,238
Saturday,0,0,0,0,0,62,82,41,4,2,4,3,1,1,0,0,1,1,5,6,3,2,3,0,229
Saturday,0,0,0,0,0,23,62,14,2,2,6,1,6,2,7,6,3,4,3,6,3,3,6,0,166
Saturday,0,0,0,0,0,62,17,75,4,7,4,7,4,3,6,0,4,3,3,5,7,4,5,0,231
Sunday,0,0,0,0,0,84,65,44,0,0,2,5,0,5,6,5,2,7,5,0,5,2,4,0,252
Sunday,0,0,0,0,0,70,56,14,5,0,5,7,4,0,5,3,6,2,7,7,6,0,7,0,214
Sunday,0,0,0,0,0,32,15,59,5,5,5,1,2,5,3,0,6,7,6,2,3,2,6,0,172
Sunday,0,0,0,0,0,25,118,72,7,1,0,6,2,2,0,5,6,3,2,3,1,5,7,0,274
Sunday,0,0,0,0,0,65,82,103,7,1,2,3,7,4,6,6,0,2,7,3,6,7,1,0,320
Sunday,0,0,0,0,0,88,19,35,0,7,7,0,5,4,0,6,3,6,0,0,6,2,6,0,205
