Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,37,31,280,29,30,7,6,4,2,7,3,2,2,2,0,5,2,0,0,458
Wednesday,0,0,0,0,3,29,57,183,85,20,3,6,1,7,1,2,0,0,1,1,1,0,0,0,407
Thursday,0,0,0,0,6,80,29,196,70,21,2,7,7,3,2,6,4,5,4,7,0,1,0,0,458
Friday,0,0,0,0,5,80,104,218,103,23,2,2,1,0,6,2,2,8,0,4,7,5,0,0,582
Monday,0,0,0,0,3,82,83,219,86,23,7,5,2,0,2,2,1,2,3,6,6,5,0,0,545
Tuesday,0,0,0,0,0,74,24,152,34,18,3,4,5,3,1,1,0,2,0,2,5,7,0,0,345
Wednesday,0,0,0,0,4,56,62,287,51,29,2,1,3,3,5,1,7,7,3,1,2,6,0,0,539
Thursday,0,0,0,0,1,14,52,136,64,17,7,7,7,4,2,1,4,3,6,6,3,0,0,0,344
Friday,0,0,0,0,3,50,33,126,33,16,5,7,3,5,4,4,4,5,6,4,5,1,0,0,322
Monday,0,0,0,0,1,31,17,158,17,16,2,5,2,0,4,2,3,5,2,7,4,2,0,0,287
Tuesday,0,0,0,0,0,57,72,141,31,15,6,0,5,0,7,2,3,4,4,3,6,2,0,0,364
Wednesday,0,0,0,0,2,57,40,118,62,12,1,0,0,0,5,2,0,3,5,7,3,1,0,0,326
Thursday,0,0,0,0,5,47,53,132,26,14,4,2,7,5,2,1,1,2,5,6,5,5,0,0,333
Friday,0,0,0,0,0,25,27,104,30,11,4,1,1,3,1,5,5,1,2,3,4,6,0,0,242
Monday,0,0,0,0,2,54,92,194,74,20,5,4,1,7,3,4,0,5,4,0,3,6,0,0,488
Tuesday,0,0,0,0,1,45,65,202,88,20,4,8,2,3,1,2,2,2,2,6,7,3,0,0,471
Wednesday,0,0,0,0,3,77,26,167,32,20,7,3,1,2,0,4,5,2,1,0,4,6,0,0,370
Thursday,0,0,0,0,7,45,59,140,49,15,2,0,7,0,4,6,2,6,2,5,1,4,0,0,361
Friday,0,0,0,0,2,121,109,299,129,33,2,5,4,4,2,7,4,4,2,7,0,3,0,0,745
Monday,0,0,0,0,1,39,41,261,46,26,7,1,2,0,7,0,1,1,0,3,5,3,0,0,454
Tuesday,0,0,0,0,0,64,134,265,38,27,5,4,6,7,7,3,3,2,4,6,2,6,0,0,591
Wednesday,0,0,0,0,2,121,56,240,71,26,3,4,3,0,5,0,6,5,4,6,2,0,0,0,564
Thursday,0,0,0,0,3,82,46,255,116,25,0,2,2,2,1,2,0,3,3,6,6,4,0,0,569
Friday,0,0,0,0,5,48,35,158,43,16,3,2,3,4,5,3,0,6,5,6,6,4,0,0,360
Monday,0,0,0,0,1,106,77,281,142,30,0,6,4,0,3,3,7,5,2,4,7,5,0,0,693
Tuesday,0,0,0,0,6,37,16,128,48,13,6,6,1,0,3,0,1,0,5,7,4,2,0,0,293
Wednesday,0,0,0,0,4,17,64,131,18,14,4,2,7,6,1,8,7,7,3,1,4,4,0,0,309
Thursday,0,0,0,0,6,105,73,234,111,23,5,6,7,3,4,1,5,1,5,2,6,6,0,0,613
Friday,0,0,0,0,5,31,32,183,64,19,5,2,5,0,4,6,5,6,7,1,0,6,0,0,389
Monday,0,0,0,0,2,72,42,148,70,17,6,6,3,4,7,1,4,0,1,3,4,6,0,0,405
Saturday,0,0,0,0,0,10,0,9,15,3,9,11,4,5,12,5,12,8,0,12,7,9,8,0,146
Saturday,0,0,0,0,0,12,8,3,3,13,0,0,6,0,13,15,13,10,7,3,9,1,12,0,137
Saturday,0,0,0,0,0,13,3,7,5,10,3,6,13,10,15,9,14,7,2,10,9,1,6,0,154
Saturday,0,0,0,0,0,4,7,12,3,11,1,7,8,0,13,4,1,6,4,4,10,10,15,0,128
Saturday,0,0,0,0,0,2,15,12,12,0,0,13,2,3,4,6,12,5,11,0,2,13,7,0,128
Saturday,0,0,0,0,0,15,4,3,8,6,13,1,5,3,12,1,7,0,5,1,3,7,2,0,106
Sunday,0,0,0,0,0,6,3,2,12,15,6,9,7,1,13,6,14,9,9,11,2,0,6,0,137
Sunday,0,0,0,0,0,14,3,5,1,8,4,12,14,8,1,1,9,13,14,15,9,9,15,0,164
Sunday,0,0,0,0,0,3,6,14,12,10,12,1,15,5,3,2,10,9,6,13,2,1,0,0,132
Sunday,0,0,0,0,0,2,2,7,5,2,10,14,13,4,7,1,6,5,8,12,3,4,7,0,119
Sunday,0,0,0,0,0,0,2,9,13,7,1,9,4,12,2,7,0,12,9,14,7,1,2,0,123
Sunday,0,0,0,0,0,1,2,0,0,0,7,0,6,2,6,0,9,14,9,12,4,13,8,0,101
