Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,21,18,24,7,7,11,33,12,13,9,30,15,23,27,3,24,0,15,0,0,299
Wednesday,0,0,0,0,26,27,7,6,0,5,4,24,12,2,2,3,26,7,24,10,26,15,0,0,235
Thursday,0,0,0,0,0,36,25,9,35,7,24,6,13,11,26,20,18,31,0,28,18,7,0,0,321
Friday,0,0,0,0,13,21,10,21,22,8,27,5,18,9,10,5,4,9,3,15,2,11,0,0,222
Monday,0,0,0,0,1,23,1,36,17,18,6,13,15,35,2,30,11,33,16,17,0,35,0,0,317
Tuesday,0,0,0,0,5,26,25,25,20,13,13,23,22,0,13,15,35,18,7,23,35,18,0,0,346
Wednesday,0,0,0,0,25,32,3,27,13,19,20,22,14,4,7,43,35,27,17,37,29,14,0,0,395
Thursday,0,0,0,0,1,29,10,13,30,0,39,30,27,19,23,27,28,6,40,21,26,4,0,0,381
Friday,0,0,0,0,4,31,20,42,8,11,37,14,40,36,40,4,15,1,28,16,17,24,0,0,396
Monday,0,0,0,0,10,17,14,32,6,0,35,33,14,26,1,18,8,9,11,6,9,7,0,0,266
Tuesday,0,0,0,0,33,4,21,10,6,24,25,20,17,5,31,0,0,25,8,29,16,8,0,0,291
Wednesday,0,0,0,0,16,27,0,7,15,10,8,19,21,0,3,19,11,25,20,22,16,22,0,0,270
Thursday,0,0,0,0,25,38,11,30,13,26,22,6,16,16,15,2,10,35,21,40,39,34,0,0,409
Friday,0,0,0,0,13,24,6,2,30,23,5,28,12,18,4,23,28,23,8,21,2,0,0,0,279
Monday,0,0,0,0,26,25,9,25,8,24,18,11,12,16,12,20,25,24,25,20,22,28,0,0,359
Tuesday,0,0,0,0,13,11,26,33,7,24,16,7,3,26,29,10,10,21,5,32,21,22,0,0,323
Wednesday,0,0,0,0,38,10,9,27,29,6,29,19,3,33,2,27,25,14,22,44,24,30,0,0,400
Thursday,0,0,0,0,1,27,6,10,24,20,34,15,24,17,7,15,19,26,7,35,26,23,0,0,345
Friday,0,0,0,0,16,2,33,21,24,9,4,3,5,13,28,13,8,10,28,20,33,15,0,0,296
Monday,0,0,0,0,25,30,12,38,25,33,4,35,23,4,3,39,13,37,1,29,27,25,0,0,412
Tuesday,0,0,0,0,29,13,7,3,8,25,15,16,11,2,28,11,25,20,20,9,26,12,0,0,288
Wednesday,0,0,0,0,9,17,2,41,35,9,33,36,2,37,20,29,1,12,3,9,23,30,0,0,359
Thursday,0,0,0,0,7,17,11,14,23,13,6,27,18,28,15,4,13,7,28,23,22,15,0,0,302
Friday,0,0,0,0,11,5,9,5,17,4,6,6,4,13,28,8,26,4,28,14,27,15,0,0,238
Monday,0,0,0,0,18,11,18,10,15,4,16,13,19,7,10,23,23,27,1,5,25,29,0,0,281
Tuesday,0,0,0,0,3,24,9,21,15,23,22,28,10,21,24,16,3,9,40,22,11,6,0,0,315
Wednesday,0,0,0,0,34,34,5,4,19,16,14,10,4,30,8,0,27,33,12,28,26,33,0,0,347
Thursday,0,0,0,0,38,28,18,24,14,32,35,13,16,12,13,19,25,38,30,24,28,1,0,0,415
Friday,0,0,0,0,7,29,0,17,5,13,26,0,25,33,2,16,10,11,0,18,14,21,0,0,257
Monday,0,0,0,0,6,18,12,27,15,23,24,2,3,18,28,12,18,25,24,24,29,27,0,0,343
Saturday,0,0,0,0,0,13,47,24,0,2,0,1,4,4,0,0,2,7,5,7,2,6,2,0,136
Saturday,0,0,0,0,0,111,68,22,4,4,3,4,6,5,4,2,1,3,6,1,7,5,6,0,271
Saturday,0,0,0,0,0,62,80,18,7,0,4,0,5,2,3,5,3,0,3,4,7,1,3,0,217
Saturday,0,0,0,0,0,31,51,24,2,7,7,6,0,5,1,7,0,5,1,6,5,2,1,0,173
Saturday,0,0,0,0,0,60,23,41,4,7,1,7,0,7,0,6,7,6,4,1,5,3,5,0,194
Saturday,0,0,0,0,0,57,14,45,2,6,7,3,6,7,4,2,7,6,1,3,3,1,8,0,190
Sunday,0,0,0,0,0,48,113,23,5,2,7,1,5,5,2,6,6,1,6,7,2,6,6,0,260
Sunday,0,0,0,0,0,41,20,105,7,2,3,7,2,5,4,5,0,0,4,0,3,5,0,0,224
Sunday,0,0,0,0,0,34,47,13,3,7,4,2,7,4,2,1,4,3,0,6,4,2,2,0,153
Sunday,0,0,0,0,0,55,41,67,3,2,2,5,5,1,7,2,5,4,3,2,7,2,0,0,222
Sunday,0,0,0,0,0,87,22,108,7,3,0,1,7,1,4,3,2,3,7,5,0,0,7,0,274
Sunday,0,0,0,0,0,65,32,79,5,7,0,4,6,4,7,5,6,5,4,0,1,6,0,0,247
