Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,10,8,0,27,27,7,22,31,32,13,31,28,162,49,65,33,15,19,0,0,589
Wednesday,0,0,0,0,1,18,16,6,34,12,28,24,19,34,8,34,197,60,80,40,19,18,0,0,657
Thursday,0,0,0,0,26,28,25,16,22,5,26,11,3,24,20,0,160,48,65,32,15,12,0,0,547
Friday,0,0,0,0,36,28,16,4,21,19,26,3,5,6,6,38,263,80,106,54,26,9,0,0,755
Monday,0,0,0,0,17,24,30,35,15,35,24,37,26,18,9,11,225,67,93,48,22,12,0,0,757
Tuesday,0,0,0,0,3,12,25,4,15,22,28,16,22,29,31,2,181,57,75,37,18,6,0,0,588
Wednesday,0,0,0,0,15,5,30,8,1,4,19,5,29,27,6,17,132,41,54,28,13,4,0,0,447
Thursday,0,0,0,0,8,30,2,18,17,33,2,19,4,13,1,32,194,59,78,39,19,27,0,0,604
Friday,0,0,0,0,23,30,28,23,4,0,21,24,0,17,15,15,136,43,57,27,13,0,0,0,484
Monday,0,0,0,0,32,17,7,7,20,16,22,21,31,0,7,16,165,50,66,32,16,31,0,0,565
Tuesday,0,0,0,0,30,35,35,4,28,23,7,14,6,8,27,6,191,59,75,38,18,25,0,0,636
Wednesday,0,0,0,0,14,0,9,9,33,8,29,30,35,31,14,30,297,91,121,62,29,37,0,0,887
Thursday,0,0,0,0,12,22,27,25,35,20,35,8,0,31,22,13,281,86,112,56,27,18,0,0,839
Friday,0,0,0,0,32,13,15,29,7,11,31,32,15,6,5,19,179,53,73,38,17,6,0,0,589
Monday,0,0,0,0,5,24,6,27,30,21,3,1,20,19,7,22,150,45,59,32,14,8,0,0,502
Tuesday,0,0,0,0,40,17,7,37,35,15,8,31,19,1,14,14,287,89,114,59,28,19,0,0,841
Wednesday,0,0,0,0,12,29,0,11,28,13,6,4,22,17,8,26,143,44,57,28,14,9,0,0,478
Thursday,0,0,0,0,3,28,21,37,4,16,11,3,3,18,24,40,271,81,108,57,26,17,0,0,777
Friday,0,0,0,0,1,32,7,8,25,16,28,12,17,23,14,29,189,59,76,37,18,26,0,0,626
Monday,0,0,0,0,9,4,2,0,21,5,11,3,20,4,8,14,164,50,68,32,16,16,0,0,457
Tuesday,0,0,0,0,33,0,33,9,7,3,5,9,16,35,11,5,203,62,80,42,20,23,0,0,605
Wednesday,0,0,0,0,10,28,11,35,12,33,22,13,26,31,15,4,237,74,97,51,23,5,0,0,737
Thursday,0,0,0,0,38,6,24,3,21,36,42,0,22,26,34,19,297,88,120,60,29,18,0,0,893
Friday,0,0,0,0,5,15,14,11,26,22,24,26,1,22,2,1,162,48,66,33,16,8,0,0,510
Monday,0,0,0,0,14,36,30,10,2,8,36,23,10,21,41,31,260,79,106,53,25,13,0,0,808
Tuesday,0,0,0,0,8,27,23,10,17,20,2,29,25,23,16,26,134,40,54,29,13,30,0,0,537
Wednesday,0,0,0,0,25,2,24,20,15,16,1,14,4,20,26,24,150,46,60,30,14,9,0,0,509
Thursday,0,0,0,0,7,2,31,3,9,13,5,2,4,23,11,39,297,89,120,62,29,3,0,0,758
Friday,0,0,0,0,35,26,1,35,42,1,9,23,16,0,28,31,281,84,113,58,28,8,0,0,826
Monday,0,0,0,0,3,17,14,10,35,30,31,16,11,10,29,2,188,59,74,37,18,34,0,0,626
Saturday,0,0,0,0,0,50,64,81,7,4,4,2,4,5,5,4,5,5,5,6,0,2,4,0,268
Saturday,0,0,0,0,0,68,33,19,5,7,4,6,0,4,4,3,3,3,7,4,6,5,5,0,194
Saturday,0,0,0,0,0,16,30,47,6,3,1,5,3,2,0,0,0,7,1,7,1,1,4,0,143
Saturday,0,0,0,0,0,35,12,22,4,0,7,6,5,0,7,5,6,3,3,3,6,4,3,0,140
Saturday,0,0,0,0,0,82,22,43,4,2,6,7,7,0,3,4,4,2,2,4,4,7,2,0,211
Saturday,0,0,0,0,0,80,99,59,0,6,4,7,4,2,2,4,6,3,6,0,3,3,3,0,301
Sunday,0,0,0,0,0,72,121,49,4,4,0,3,3,1,0,7,2,7,7,5,7,3,4,0,306
Sunday,0,0,0,0,0,44,11,53,6,2,4,8,1,0,5,3,1,5,7,7,2,4,7,0,177
Sunday,0,0,0,0,0,87,23,64,3,5,2,4,7,2,2,0,3,6,6,7,6,2,2,0,239
Sunday,0,0,0,0,0,53,68,19,7,3,4,0,4,3,5,3,4,3,0,6,4,1,6,0,201
Sunday,0,0,0,0,0,83,66,23,1,3,8,2,1,7,5,3,7,4,0,6,3,1,6,0,240
Sunday,0,0,0,0,0,65,90,21,2,7,2,1,7,7,7,1,3,0,5,2,0,3,6,0,238
