Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,33,19,6,0,31,18,29,26,40,35,22,3,32,292,30,30,29,43,0,0,724
Wednesday,0,0,0,0,13,7,37,27,16,31,36,37,22,38,17,2,26,232,23,27,25,35,0,0,658
Thursday,0,0,0,0,9,21,9,34,33,11,10,9,23,1,14,38,27,250,28,27,26,8,0,0,587
Friday,0,0,0,0,29,29,6,24,4,9,13,21,6,7,2,6,16,131,14,14,14,17,0,0,373
Monday,0,0,0,0,20,12,15,17,0,26,10,9,1,9,6,22,12,124,15,13,12,4,0,0,335
Tuesday,0,0,0,0,39,38,5,16,11,28,35,17,27,6,21,26,28,255,28,25,28,21,0,0,662
Wednesday,0,0,0,0,22,21,27,24,12,21,14,7,16,18,5,15,11,105,12,13,13,28,0,0,391
Thursday,0,0,0,0,32,5,13,42,4,26,34,22,25,15,41,26,30,277,28,27,31,6,0,0,694
Friday,0,0,0,0,19,14,24,31,28,11,34,31,7,7,4,22,28,253,27,27,27,17,0,0,622
Monday,0,0,0,0,3,12,11,29,17,31,9,13,16,2,1,35,21,188,21,22,20,24,0,0,486
Tuesday,0,0,0,0,14,12,5,19,18,17,23,3,9,35,13,26,23,209,23,20,20,6,0,0,505
Wednesday,0,0,0,0,2,36,29,29,8,17,26,6,41,8,8,13,28,269,28,29,27,24,0,0,638
Thursday,0,0,0,0,11,21,8,14,14,28,6,5,5,12,26,25,15,135,16,16,14,16,0,0,395
Friday,0,0,0,0,21,7,1,16,28,25,4,6,1,8,2,22,19,167,17,17,17,13,0,0,404
Monday,0,0,0,0,25,23,24,1,11,21,32,6,27,4,32,24,18,148,18,14,17,31,0,0,486
Tuesday,0,0,0,0,20,31,1,5,3,29,5,38,22,8,21,17,28,251,27,27,27,6,0,0,576
Wednesday,0,0,0,0,40,1,16,42,20,21,0,16,32,20,24,25,28,278,29,29,29,18,0,0,674
Thursday,0,0,0,0,10,6,28,6,15,14,1,6,21,7,5,11,17,151,17,16,17,18,0,0,374
Friday,0,0,0,0,20,11,25,9,20,9,7,15,13,3,21,8,13,109,14,11,13,9,0,0,339
Monday,0,0,0,0,11,23,30,34,15,1,13,27,26,30,27,8,28,256,28,28,28,17,0,0,639
Tuesday,0,0,0,0,24,22,38,27,16,32,6,8,35,12,38,14,25,244,24,24,27,30,0,0,653
Wednesday,0,0,0,0,4,12,16,21,17,15,23,32,5,26,10,16,19,174,20,19,18,33,0,0,487
Thursday,0,0,0,0,15,8,2,3,15,28,11,24,6,19,26,25,18,145,18,18,16,3,0,0,406
Friday,0,0,0,0,23,22,7,33,33,16,5,14,4,33,30,1,18,179,18,21,18,12,0,0,496
Monday,0,0,0,0,19,35,19,16,25,26,7,15,14,12,0,0,20,208,23,22,24,4,0,0,497
Tuesday,0,0,0,0,5,31,3,13,13,19,0,10,26,29,9,24,16,158,16,17,16,1,0,0,415
Wednesday,0,0,0,0,4,1,26,12,31,23,25,9,28,7,22,13,18,148,16,16,16,30,0,0,454
Thursday,0,0,0,0,39,7,37,34,34,22,0,37,14,16,9,39,26,261,29,27,28,17,0,0,687
Friday,0,0,0,0,26,2,24,5,0,19,5,0,1,8,25,5,14,145,14,16,17,4,0,0,339
Monday,0,0,0,0,11,43,16,40,8,7,25,41,16,37,25,36,30,286,28,31,30,12,0,0,731
Saturday,0,0,0,0,0,14,3,8,2,14,11,0,11,0,11,3,10,2,13,14,1,3,4,0,132
Saturday,0,0,0,0,0,12,2,11,1,12,8,3,15,9,5,9,15,0,12,8,0,7,2,0,139
Saturday,0,0,0,0,0,9,1,10,2,14,1,7,1,15,13,1,2,9,4,12,13,2,3,0,127
Saturday,0,0,0,0,0,13,1,1,2,1,8,4,9,14,1,13,6,2,7,14,7,3,5,0,118
Saturday,0,0,0,0,0,14,11,14,5,12,7,1,7,11,7,3,9,4,2,13,3,9,9,0,150
Saturday,0,0,0,0,0,6,15,11,11,13,2,7,10,2,0,8,7,9,7,6,1,10,13,0,146
Sunday,0,0,0,0,0,2,6,4,5,15,8,5,13,0,14,3,5,0,6,10,11,4,8,0,130
Sunday,0,0,0,0,0,4,15,7,3,14,15,15,2,15,0,8,13,5,5,2,14,15,12,0,173
Sunday,0,0,0,0,0,7,13,6,11,3,0,11,3,10,11,14,10,11,13,10,4,11,15,0,171
Sunday,0,0,0,0,0,7,7,1,14,0,1,15,11,4,7,3,3,4,9,13,15,12,2,0,138
Sunday,0,0,0,0,0,1,4,12,13,0,12,4,10,7,2,12,9,3,2,11,14,3,6,0,133
Sunday,0,0,0,0,0,15,2,6,5,3,2,2,4,7,14,0,6,11,0,15,1,12,4,0,120
