Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,1,17,45,119,14,15,1,3,7,0,1,7,1,5,7,3,4,5,0,0,264
Wednesday,0,0,0,0,7,59,68,183,24,19,6,7,0,1,5,7,2,8,5,1,4,1,0,0,416
Thursday,0,0,0,0,6,52,116,235,99,24,0,7,0,7,4,3,1,3,3,7,0,4,0,0,579
Friday,0,0,0,0,6,88,32,206,58,20,6,2,0,0,2,3,7,0,6,3,5,7,0,0,460
Monday,0,0,0,0,5,130,70,283,69,29,4,6,7,2,2,3,1,1,2,1,5,3,0,0,633
Tuesday,0,0,0,0,6,15,37,102,30,12,5,3,1,4,0,7,3,3,1,1,6,7,0,0,251
Wednesday,0,0,0,0,2,87,91,193,28,20,2,2,4,0,0,4,7,5,4,4,6,2,0,0,468
Thursday,0,0,0,0,2,116,36,227,99,23,3,1,3,3,0,0,5,4,3,0,0,1,0,0,538
Friday,0,0,0,0,3,93,118,257,32,29,3,2,6,3,0,2,1,0,6,7,4,2,0,0,577
Monday,0,0,0,0,7,117,94,238,87,24,4,8,6,4,0,3,2,4,0,3,4,1,0,0,613
Tuesday,0,0,0,0,2,99,121,294,95,33,4,7,6,4,2,3,4,5,0,1,3,4,0,0,694
Wednesday,0,0,0,0,3,84,33,276,60,31,1,6,6,7,3,7,0,1,7,3,5,5,0,0,547
Thursday,0,0,0,0,2,26,72,169,29,20,2,2,2,7,2,0,0,6,7,3,2,4,0,0,363
Friday,0,0,0,0,3,43,19,104,48,14,4,4,3,6,0,3,5,1,3,6,0,7,0,0,283
Monday,0,0,0,0,7,86,28,200,38,20,3,5,1,1,2,2,2,1,1,7,5,5,0,0,423
Tuesday,0,0,0,0,7,53,89,220,59,23,4,7,5,1,6,7,4,5,0,4,6,0,0,0,508
Wednesday,0,0,0,0,0,112,31,247,103,28,3,4,5,2,1,0,6,1,1,2,5,5,0,0,564
Thursday,0,0,0,0,6,36,33,220,79,25,3,4,4,0,3,1,1,3,4,0,3,7,0,0,441
Friday,0,0,0,0,1,83,68,284,79,32,2,4,5,6,7,6,6,5,0,4,3,6,0,0,609
Monday,0,0,0,0,6,121,78,244,51,25,1,7,2,3,1,4,7,0,2,7,4,0,0,0,571
Tuesday,0,0,0,0,7,43,15,121,42,15,2,6,7,6,5,0,6,3,6,7,0,7,0,0,308
Wednesday,0,0,0,0,0,56,12,107,40,14,6,7,1,7,4,2,5,1,6,2,1,0,0,0,280
Thursday,0,0,0,0,2,77,20,203,30,23,7,2,5,3,0,0,1,2,6,1,1,0,0,0,391
Friday,0,0,0,0,0,20,23,125,22,15,3,5,1,4,2,1,2,7,8,3,2,8,0,0,258
Monday,0,0,0,0,2,33,22,211,35,21,3,0,1,0,1,5,5,7,5,2,1,2,0,0,364
Tuesday,0,0,0,0,3,102,102,212,69,22,1,1,1,6,7,3,0,3,5,4,6,2,0,0,559
Wednesday,0,0,0,0,1,71,50,141,32,14,3,1,3,7,2,2,3,4,7,7,3,0,0,0,362
Thursday,0,0,0,0,4,28,134,263,117,26,3,5,4,3,1,5,2,2,5,7,0,6,0,0,627
Friday,0,0,0,0,6,83,100,268,42,29,4,2,1,3,7,1,3,7,1,0,4,4,0,0,573
Monday,0,0,0,0,6,56,29,130,49,14,3,3,6,4,4,0,5,2,3,3,4,5,0,0,337
Saturday,0,0,0,0,0,0,0,0,1,6,5,70,46,91,25,114,5,2,4,7,1,4,0,7,395
Saturday,0,0,0,0,0,0,0,7,5,6,2,69,17,87,34,52,5,5,6,3,2,5,1,5,319
Saturday,0,0,0,0,0,0,0,2,2,0,3,34,48,17,64,81,6,1,5,7,0,5,4,4,292
Saturday,0,0,0,0,0,0,0,5,5,0,1,74,26,51,122,97,6,5,5,2,4,5,3,0,416
Saturday,0,0,0,0,0,0,0,5,0,5,6,53,37,18,72,90,2,1,5,3,3,5,0,3,318
Saturday,0,0,0,0,0,0,0,5,2,3,2,37,19,56,76,93,0,1,4,7,0,1,2,0,318
Sunday,0,0,0,0,0,0,0,6,2,7,1,93,48,117,70,25,0,7,2,0,6,5,4,2,404
Sunday,0,0,0,0,0,0,0,5,2,4,7,72,49,97,118,24,2,6,5,5,0,4,3,3,416
Sunday,0,0,0,0,0,0,0,7,0,2,5,43,69,27,15,55,4,0,2,7,6,5,1,1,259
Sunday,0,0,0,0,0,0,0,0,1,2,3,78,20,58,40,98,7,1,4,0,2,0,6,5,333
Sunday,0,0,0,0,0,0,0,2,5,4,5,87,109,66,24,44,3,5,4,1,1,4,2,2,378
Sunday,0,0,0,0,0,0,0,4,1,7,4,31,71,57,15,44,7,7,4,5,5,3,7,4,284
