Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,16,9,4,11,32,18,32,24,33,9,30,6,13,20,25,8,2,13,0,0,313
Wednesday,0,0,0,0,24,19,38,8,18,4,5,15,31,27,14,5,16,18,34,37,20,13,0,0,353
Thursday,0,0,0,0,30,16,33,4,3,29,33,36,10,28,22,37,2,12,30,37,39,33,0,0,442
Friday,0,0,0,0,12,27,39,28,16,42,36,4,44,24,22,43,37,35,35,12,0,15,0,0,483
Monday,0,0,0,0,18,5,17,20,13,19,2,20,12,21,18,3,1,19,22,19,9,12,0,0,259
Tuesday,0,0,0,0,12,2,3,5,28,6,17,19,12,32,26,24,8,15,21,24,28,11,0,0,301
Wednesday,0,0,0,0,4,1,19,5,28,16,17,4,1,25,9,0,31,30,14,23,10,3,0,0,248
Thursday,0,0,0,0,1,1,17,29,9,11,10,16,25,6,28,18,4,17,14,0,1,5,0,0,220
Friday,0,0,0,0,14,10,40,23,6,2,36,22,13,23,3,8,23,28,32,18,31,25,0,0,366
Monday,0,0,0,0,5,25,20,40,39,29,39,22,11,42,11,7,19,24,12,10,7,15,0,0,388
Tuesday,0,0,0,0,21,13,4,18,10,27,10,2,25,1,8,23,7,26,22,5,17,22,0,0,270
Wednesday,0,0,0,0,12,30,6,5,15,9,12,16,15,15,12,12,15,29,18,30,26,24,0,0,309
Thursday,0,0,0,0,16,21,7,1,23,4,10,11,1,24,11,8,14,23,9,17,10,18,0,0,236
Friday,0,0,0,0,9,11,1,32,5,21,8,25,30,29,23,29,15,5,7,11,0,27,0,0,298
Monday,0,0,0,0,27,33,31,14,17,27,33,9,25,21,1,27,22,13,17,21,3,23,0,0,374
Tuesday,0,0,0,0,33,8,12,14,25,30,25,14,17,13,34,21,34,29,8,33,7,32,0,0,399
Wednesday,0,0,0,0,16,9,30,30,20,21,32,7,9,15,34,9,29,24,8,29,0,9,0,0,340
Thursday,0,0,0,0,34,25,9,40,2,17,20,29,23,38,33,32,30,27,18,8,43,14,0,0,450
Friday,0,0,0,0,15,7,4,26,17,4,21,14,10,14,15,18,26,10,4,24,28,12,0,0,280
Monday,0,0,0,0,3,15,20,22,22,16,10,37,7,35,35,5,27,32,26,31,40,11,0,0,403
Tuesday,0,0,0,0,26,21,5,12,16,16,10,19,15,7,26,19,12,11,18,13,6,18,0,0,279
Wednesday,0,0,0,0,22,23,3,5,25,21,17,16,5,0,28,10,16,28,4,8,21,28,0,0,288
Thursday,0,0,0,0,23,27,5,16,3,3,1,7,9,7,17,13,6,6,23,10,21,22,0,0,228
Friday,0,0,0,0,27,37,15,19,22,0,4,38,28,0,25,37,25,33,22,21,35,27,0,0,425
Monday,0,0,0,0,7,12,13,16,31,23,30,4,29,18,28,17,32,1,6,25,14,10,0,0,327
Tuesday,0,0,0,0,29,22,20,8,15,19,24,9,23,18,23,20,6,0,14,0,26,2,0,0,286
Wednesday,0,0,0,0,7,19,5,25,6,7,12,23,22,0,25,13,8,8,16,17,5,18,0,0,245
Thursday,0,0,0,0,21,18,16,2,20,32,22,10,30,26,18,31,0,13,27,2,16,20,0,0,334
Friday,0,0,0,0,11,7,8,21,3,14,31,28,25,6,23,36,32,25,26,1,0,19,0,0,325
Monday,0,0,0,0,18,31,22,11,10,0,33,23,22,3,9,3,9,17,31,22,14,12,0,0,299
Saturday,0,0,0,0,0,110,24,68,1,4,7,7,3,3,3,0,4,6,4,1,7,0,0,0,262
Saturday,0,0,0,0,0,118,93,25,4,1,1,4,0,2,0,7,6,2,7,3,5,7,1,0,295
Saturday,0,0,0,0,0,70,24,49,3,8,2,3,7,6,6,3,5,7,2,1,7,4,3,0,216
Saturday,0,0,0,0,0,45,67,109,7,6,7,2,6,1,4,5,3,7,7,6,4,1,4,0,299
Saturday,0,0,0,0,0,27,14,56,2,7,7,3,0,6,6,7,0,4,0,5,6,5,1,0,164
Saturday,0,0,0,0,0,13,68,29,4,1,5,2,2,6,6,3,0,3,7,1,6,1,1,0,165
Sunday,0,0,0,0,0,20,57,77,3,3,3,5,4,7,2,2,7,4,2,7,7,7,2,0,226
Sunday,0,0,0,0,0,26,14,56,7,3,7,1,7,7,4,4,6,3,2,2,3,4,2,0,165
Sunday,0,0,0,0,0,111,45,93,0,1,5,2,2,7,2,5,1,5,2,5,6,5,3,0,308
Sunday,0,0,0,0,0,18,37,72,3,2,0,5,0,7,5,6,4,1,7,4,6,3,3,0,192
Sunday,0,0,0,0,0,70,50,85,3,5,7,7,4,2,5,5,0,0,1,5,5,6,0,0,266
Sunday,0,0,0,0,0,95,41,78,4,3,6,2,6,2,3,2,7,4,0,4,6,2,1,0,276
