Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,6,155,2,6,81,129,6,3,0,1,2,3,1,2,7,7,3,6,0,0,428
Wednesday,0,0,0,0,1,79,16,15,115,130,4,7,1,1,7,0,4,2,4,6,7,4,0,0,413
Thursday,0,0,0,0,4,113,9,7,49,189,6,0,5,5,1,7,4,6,4,3,0,6,0,0,425
Friday,0,0,0,0,0,156,21,27,165,184,4,4,4,0,7,7,7,3,4,7,4,5,0,0,618
Monday,0,0,0,0,4,156,19,9,218,52,5,3,7,4,7,0,5,0,2,5,0,6,0,0,510
Tuesday,0,0,0,0,5,50,2,18,49,23,5,2,1,4,7,1,1,0,5,2,2,3,0,0,187
Wednesday,0,0,0,0,8,48,20,21,5,90,7,4,3,1,5,5,8,2,1,7,4,7,0,0,255
Thursday,0,0,0,0,0,36,16,10,19,27,7,1,0,7,5,5,4,0,2,4,5,3,0,0,161
Friday,0,0,0,0,0,158,10,22,12,28,4,7,3,4,6,6,7,0,5,6,3,0,0,0,289
Monday,0,0,0,0,0,121,7,6,120,115,2,2,0,0,0,2,6,1,0,2,7,2,0,0,402
Tuesday,0,0,0,0,6,178,20,19,86,222,5,5,4,3,7,3,1,2,7,4,2,3,0,0,586
Wednesday,0,0,0,0,5,77,13,2,155,128,1,7,7,2,7,2,3,1,7,3,5,3,0,0,435
Thursday,0,0,0,0,0,177,13,6,142,129,0,3,2,7,5,0,3,0,3,7,0,6,0,0,511
Friday,0,0,0,0,2,113,19,20,90,35,2,5,4,4,2,3,2,1,6,0,2,4,0,0,323
Monday,0,0,0,0,0,248,16,29,59,118,2,7,4,2,0,3,5,4,4,3,6,1,0,0,521
Tuesday,0,0,0,0,5,90,19,7,25,178,6,3,2,1,7,6,7,1,4,4,7,2,0,0,383
Wednesday,0,0,0,0,0,70,0,5,50,67,1,7,0,2,5,3,6,5,0,4,6,6,0,0,244
Thursday,0,0,0,0,5,25,7,2,115,19,0,7,6,4,2,5,6,2,5,5,2,5,0,0,229
Friday,0,0,0,0,4,202,1,21,251,224,0,3,6,4,5,2,2,1,1,4,5,7,0,0,751
Monday,0,0,0,0,2,95,8,8,160,161,3,5,0,3,4,6,5,6,2,1,2,0,0,0,480
Tuesday,0,0,0,0,7,22,5,2,117,119,6,7,3,0,0,4,2,4,0,0,6,7,0,0,320
Wednesday,0,0,0,0,4,59,17,16,10,75,4,5,1,3,6,6,5,4,0,7,2,7,0,0,239
Thursday,0,0,0,0,5,65,3,7,36,25,1,5,4,3,6,1,4,4,4,6,7,2,0,0,195
Friday,0,0,0,0,7,188,12,10,70,110,6,0,2,6,3,6,5,6,7,5,7,6,0,0,464
Monday,0,0,0,0,2,98,6,8,115,126,6,7,0,7,2,1,7,2,2,0,0,3,0,0,402
Tuesday,0,0,0,0,4,136,21,29,5,52,3,2,5,3,5,4,5,6,6,3,2,6,0,0,306
Wednesday,0,0,0,0,3,77,9,21,8,183,4,4,5,2,2,5,7,6,1,6,2,4,0,0,358
Thursday,0,0,0,0,3,51,15,2,87,197,6,3,7,3,1,4,7,1,2,3,1,6,0,0,408
Friday,0,0,0,0,7,79,28,2,200,13,0,4,0,5,7,0,3,3,6,3,5,7,0,0,380
Monday,0,0,0,0,7,141,8,3,73,141,4,0,5,4,0,6,2,7,6,2,5,3,0,0,426
Saturday,0,0,0,0,0,0,0,1,6,0,3,112,24,87,46,68,0,4,5,5,0,4,2,6,380
Saturday,0,0,0,0,0,0,0,1,7,3,7,23,45,55,12,35,6,3,7,2,3,5,2,2,227
Saturday,0,0,0,0,0,0,0,4,5,7,4,41,26,15,69,56,2,1,1,3,3,1,4,3,253
Saturday,0,0,0,0,0,0,0,1,7,7,3,97,71,119,47,26,5,5,4,2,5,2,1,4,415
Saturday,0,0,0,0,0,0,0,1,6,5,6,22,69,91,112,44,4,5,7,7,2,6,4,5,404
Saturday,0,0,0,0,0,0,0,6,5,0,0,24,95,47,70,118,2,3,2,5,5,1,2,5,399
Sunday,0,0,0,0,0,0,0,6,7,6,5,19,57,95,38,75,3,7,4,3,0,0,1,7,342
Sunday,0,0,0,0,0,0,0,5,4,4,7,117,69,26,48,93,5,0,0,5,2,0,4,1,399
Sunday,0,0,0,0,0,0,0,6,2,4,1,39,56,20,78,95,5,3,7,7,1,1,5,7,345
Sunday,0,0,0,0,0,0,0,2,8,3,4,53,11,23,43,32,2,2,4,0,5,6,5,1,211
Sunday,0,0,0,0,0,0,0,3,1,5,1,43,62,82,105,23,7,7,5,0,7,3,6,1,371
Sunday,0,0,0,0,0,0,0,7,0,3,0,36,17,69,86,53,7,7,3,2,0,3,3,4,308
