Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,5,2,7,4,1,3,1,18,64,158,48,33,7,6,2,6,1,4,0,0,377
Wednesday,0,0,0,0,3,4,3,0,2,2,5,22,75,187,57,39,3,6,6,4,4,7,0,0,438
Thursday,0,0,0,0,4,4,3,3,1,0,6,26,100,248,76,52,0,5,2,6,4,3,0,0,551
Friday,0,0,0,0,0,3,4,1,2,6,3,29,115,285,88,60,6,3,5,0,7,7,0,0,632
Monday,0,0,0,0,5,1,3,7,4,0,7,12,45,113,34,23,7,3,4,3,0,2,0,0,282
Tuesday,0,0,0,0,5,4,3,5,4,0,0,23,85,214,67,42,5,3,4,0,2,5,0,0,479
Wednesday,0,0,0,0,1,1,0,2,4,3,7,21,77,197,59,40,3,3,7,2,6,7,0,0,451
Thursday,0,0,0,0,4,3,3,5,1,2,3,22,86,213,66,43,4,3,4,5,6,4,0,0,487
Friday,0,0,0,0,5,6,3,3,0,4,1,27,100,245,74,49,3,1,6,6,4,5,0,0,551
Monday,0,0,0,0,6,5,1,7,3,1,7,27,100,254,76,51,4,2,0,5,6,2,0,0,569
Tuesday,0,0,0,0,3,2,2,6,2,1,6,26,105,259,79,53,0,2,6,3,4,6,0,0,573
Wednesday,0,0,0,0,7,6,5,1,7,3,2,24,83,205,63,42,5,1,0,5,1,5,0,0,474
Thursday,0,0,0,0,7,7,4,4,1,1,6,32,116,287,86,57,3,5,5,1,3,6,0,0,641
Friday,0,0,0,0,3,5,0,4,5,5,4,20,73,177,53,36,0,1,3,4,1,1,0,0,403
Monday,0,0,0,0,1,7,5,2,3,2,4,26,100,242,73,48,3,3,6,6,7,6,0,0,551
Tuesday,0,0,0,0,2,7,4,2,7,6,7,20,77,187,58,38,2,0,0,3,0,3,0,0,432
Wednesday,0,0,0,0,7,2,1,3,3,5,7,28,104,254,78,51,2,5,2,4,4,4,0,0,573
Thursday,0,0,0,0,8,7,5,5,2,6,6,24,84,214,64,45,4,5,5,7,1,6,0,0,506
Friday,0,0,0,0,1,6,3,1,3,4,7,27,105,263,80,55,1,6,3,7,5,3,0,0,589
Monday,0,0,0,0,7,2,6,7,6,6,0,20,73,180,56,39,2,7,7,0,7,7,0,0,442
Tuesday,0,0,0,0,1,5,5,5,6,3,4,20,77,190,57,38,7,7,5,0,0,6,0,0,444
Wednesday,0,0,0,0,7,6,6,1,2,1,3,28,105,260,78,52,5,4,1,4,1,3,0,0,577
Thursday,0,0,0,0,2,4,5,2,4,2,1,31,113,282,86,58,6,7,3,1,0,1,0,0,617
Friday,0,0,0,0,4,6,3,4,4,5,3,22,77,192,58,40,6,7,0,4,4,3,0,0,450
Monday,0,0,0,0,3,5,3,2,5,5,0,30,109,268,80,54,5,7,0,1,3,7,0,0,594
Tuesday,0,0,0,0,6,5,6,1,6,7,4,14,59,141,43,31,4,2,5,6,2,2,0,0,354
Wednesday,0,0,0,0,0,7,0,1,3,4,7,26,101,252,76,50,4,3,5,6,6,0,0,0,557
Thursday,0,0,0,0,7,5,3,5,5,7,0,20,71,173,52,35,2,3,1,6,2,6,0,0,414
Friday,0,0,0,0,4,2,0,7,5,0,5,26,97,241,74,51,6,6,6,4,3,3,0,0,548
Monday,0,0,0,0,0,3,6,6,1,6,4,16,51,126,39,26,2,7,1,3,5,2,0,0,314
Saturday,0,0,0,0,0,15,3,3,3,14,15,15,1,8,7,5,13,8,5,1,7,13,13,0,158
Saturday,0,0,0,0,0,14,2,2,11,8,15,12,4,1,8,8,7,4,9,10,2,12,2,0,140
Saturday,0,0,0,0,0,12,10,10,16,15,6,15,9,1,0,3,12,14,5,6,1,9,9,0,163
Saturday,0,0,0,0,0,6,12,0,7,9,10,2,3,13,3,9,0,12,3,15,12,3,11,0,138
Saturday,0,0,0,0,0,3,5,3,8,2,4,15,3,0,4,4,15,14,9,15,15,13,13,0,154
Saturday,0,0,0,0,0,15,11,7,10,15,14,0,3,14,15,0,4,13,6,3,8,3,13,0,164
Sunday,0,0,0,0,0,11,5,12,5,5,9,2,2,10,7,12,15,3,12,8,6,13,15,0,160
Sunday,0,0,0,0,0,2,10,4,14,1,15,14,12,1,4,10,0,15,12,9,2,0,12,0,146
Sunday,0,0,0,0,0,2,15,2,5,6,2,5,7,5,14,5,3,4,14,6,14,7,12,0,136
Sunday,0,0,0,0,0,8,5,1,4,14,10,0,3,7,14,13,11,15,11,13,4,14,8,0,164
Sunday,0,0,0,0,0,8,10,5,11,4,0,9,8,5,12,12,16,9,8,0,13,7,15,0,162
Sunday,0,0,0,0,0,6,12,11,3,15,6,8,13,7,0,2,15,0,12,1,7,10,13,0,149
