Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,5,17,18,15,130,152,6,7,0,1,0,5,6,5,1,6,6,1,0,0,391
Wednesday,0,0,0,0,6,13,12,13,98,106,7,4,7,3,0,2,1,0,1,7,5,1,0,0,295
Thursday,0,0,0,0,3,13,11,12,94,101,4,7,6,4,2,3,6,1,6,4,2,7,0,0,295
Friday,0,0,0,0,0,13,13,14,115,130,1,2,3,6,2,5,0,5,6,4,5,2,0,0,337
Monday,0,0,0,0,1,11,12,13,97,116,2,3,4,7,2,5,2,1,8,0,5,7,0,0,305
Tuesday,0,0,0,0,0,29,29,29,221,268,7,1,5,7,4,1,5,3,1,1,7,1,0,0,627
Wednesday,0,0,0,0,1,20,21,20,163,199,7,3,2,7,5,2,3,1,3,3,6,2,0,0,476
Thursday,0,0,0,0,2,15,18,16,139,152,0,1,5,0,7,5,6,2,5,0,6,5,0,0,393
Friday,0,0,0,0,1,18,18,16,134,150,1,0,0,5,6,4,5,1,2,0,2,7,0,0,379
Monday,0,0,0,0,3,18,17,17,143,154,1,3,2,7,2,6,2,3,1,2,7,2,0,0,401
Tuesday,0,0,0,0,6,24,27,28,208,246,5,5,5,0,2,0,0,4,4,7,1,1,0,0,579
Wednesday,0,0,0,0,1,15,16,16,118,133,4,3,1,2,7,4,7,5,6,4,8,1,0,0,362
Thursday,0,0,0,0,5,25,23,22,186,211,4,3,2,4,1,4,7,0,7,7,7,0,0,0,524
Friday,0,0,0,0,4,15,14,15,121,140,1,0,4,4,4,6,0,0,3,6,6,0,0,0,352
Monday,0,0,0,0,2,26,24,26,194,237,2,0,6,0,0,1,6,6,2,1,2,1,0,0,544
Tuesday,0,0,0,0,5,32,33,30,250,296,7,0,2,6,3,1,4,5,5,0,6,6,0,0,698
Wednesday,0,0,0,0,1,22,20,23,172,200,7,7,2,4,2,3,7,4,4,1,3,2,0,0,490
Thursday,0,0,0,0,1,29,30,29,246,280,6,3,1,3,2,2,6,4,5,7,4,6,0,0,673
Friday,0,0,0,0,6,14,12,15,108,127,1,5,1,4,6,6,0,4,4,0,3,3,0,0,329
Monday,0,0,0,0,6,26,23,25,202,226,2,2,1,3,7,6,4,3,2,4,1,4,0,0,556
Tuesday,0,0,0,0,0,29,31,31,255,284,2,5,2,0,7,1,3,7,3,4,6,5,0,0,683
Wednesday,0,0,0,0,6,25,23,25,207,228,0,5,1,1,3,0,3,5,4,6,7,6,0,0,566
Thursday,0,0,0,0,5,29,30,29,237,286,5,6,7,3,2,3,5,1,2,3,0,4,0,0,665
Friday,0,0,0,0,7,31,32,32,230,286,2,1,1,2,3,4,1,0,2,4,7,3,0,0,658
Monday,0,0,0,0,6,11,13,12,100,113,0,0,3,0,2,4,1,4,0,6,6,1,0,0,292
Tuesday,0,0,0,0,7,27,24,25,192,239,1,6,1,3,2,0,1,1,4,3,0,6,0,0,550
Wednesday,0,0,0,0,3,29,31,29,229,278,5,6,4,1,3,3,6,3,7,2,3,3,0,0,653
Thursday,0,0,0,0,7,19,16,19,144,165,3,6,5,0,6,5,3,4,1,3,1,4,0,0,423
Friday,0,0,0,0,7,17,16,16,121,141,6,6,3,4,7,3,6,6,4,0,6,5,0,0,382
Monday,0,0,0,0,1,13,14,14,117,131,3,6,4,4,7,0,3,1,2,3,0,6,0,0,337
Saturday,0,0,0,0,0,0,0,0,1,3,4,39,26,63,14,51,4,6,0,2,7,2,2,3,235
Saturday,0,0,0,0,0,0,0,2,1,3,1,76,20,56,93,38,7,5,4,4,0,4,1,6,327
Saturday,0,0,0,0,0,0,0,1,4,2,5,58,13,44,28,69,7,7,4,4,5,7,6,2,274
Saturday,0,0,0,0,0,0,0,4,1,5,1,51,66,16,27,38,1,6,4,6,0,6,4,5,249
Saturday,0,0,0,0,0,0,0,1,4,0,2,95,119,25,71,46,2,1,6,7,3,5,4,7,403
Saturday,0,0,0,0,0,0,0,7,5,7,1,56,21,74,39,93,4,2,1,3,2,7,4,4,337
Sunday,0,0,0,0,0,0,0,4,1,4,3,46,21,87,106,65,1,1,0,5,2,1,1,0,354
Sunday,0,0,0,0,0,0,0,7,1,2,4,38,89,17,70,55,4,5,7,0,2,3,3,1,317
Sunday,0,0,0,0,0,0,0,0,6,6,3,46,59,72,14,30,1,6,2,3,1,5,7,0,268
Sunday,0,0,0,0,0,0,0,3,1,0,0,81,64,18,49,32,3,5,0,7,5,0,2,2,281
Sunday,0,0,0,0,0,0,0,1,4,0,4,101,41,60,23,80,5,3,4,2,6,4,6,1,353
Sunday,0,0,0,0,0,0,0,2,0,6,0,48,60,22,35,11,4,6,2,5,3,0,1,1,215
