Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,7,0,3,0,5,6,5,112,58,83,276,29,3,5,3,7,2,7,0,0,618
Wednesday,0,0,0,0,5,0,4,3,3,0,1,122,62,92,302,32,5,7,1,2,6,6,0,0,660
Thursday,0,0,0,0,7,3,7,6,0,3,6,79,39,61,197,21,1,4,4,5,4,4,0,0,463
Friday,0,0,0,0,6,3,2,0,2,1,6,89,45,68,224,24,3,1,3,5,3,6,0,0,500
Monday,0,0,0,0,2,4,7,4,6,0,1,85,46,67,216,23,0,1,7,7,2,7,0,0,495
Tuesday,0,0,0,0,6,6,4,4,0,5,2,73,39,56,185,18,1,6,7,0,4,3,0,0,429
Wednesday,0,0,0,0,2,4,0,2,5,1,5,96,50,73,235,27,0,0,7,1,2,5,0,0,521
Thursday,0,0,0,0,6,5,1,1,1,4,2,118,62,88,294,33,5,4,3,5,1,4,0,0,649
Friday,0,0,0,0,6,6,7,5,6,6,0,112,56,84,274,30,7,3,7,3,6,6,0,0,632
Monday,0,0,0,0,5,7,4,2,7,7,4,105,53,82,264,29,3,0,5,0,4,7,0,0,597
Tuesday,0,0,0,0,1,2,5,6,4,6,5,113,58,85,283,30,1,1,1,0,4,6,0,0,619
Wednesday,0,0,0,0,0,6,0,3,5,0,5,122,63,91,302,32,4,3,4,7,5,3,0,0,663
Thursday,0,0,0,0,5,2,2,7,4,3,6,100,50,75,251,28,1,6,3,4,1,1,0,0,557
Friday,0,0,0,0,6,1,3,1,1,7,0,50,27,37,125,15,4,0,7,3,4,6,0,0,305
Monday,0,0,0,0,1,6,2,0,0,5,5,67,32,52,165,16,3,7,4,3,5,1,0,0,386
Tuesday,0,0,0,0,3,5,3,3,3,3,3,71,36,53,170,17,6,5,0,6,0,3,0,0,399
Wednesday,0,0,0,0,3,2,4,2,6,2,3,72,37,52,176,18,4,3,3,0,1,6,0,0,403
Thursday,0,0,0,0,2,3,0,5,7,6,3,45,23,33,110,12,7,4,5,4,4,2,0,0,282
Friday,0,0,0,0,4,1,0,3,3,4,1,85,42,65,209,23,5,4,7,7,6,3,0,0,480
Monday,0,0,0,0,0,4,2,2,6,5,4,55,28,41,130,15,1,6,2,7,0,5,0,0,323
Tuesday,0,0,0,0,6,4,7,4,7,6,0,90,44,68,222,25,2,5,3,3,7,3,0,0,515
Wednesday,0,0,0,0,1,6,1,0,6,0,5,98,51,72,239,26,5,3,2,3,2,2,0,0,532
Thursday,0,0,0,0,7,4,1,3,8,3,3,92,47,66,223,24,2,1,2,0,2,3,0,0,498
Friday,0,0,0,0,2,5,6,3,2,2,0,47,23,35,115,12,4,6,7,4,7,7,0,0,298
Monday,0,0,0,0,6,4,0,1,7,7,1,59,30,43,146,16,4,3,0,7,1,4,0,0,349
Tuesday,0,0,0,0,7,0,1,7,4,5,1,52,25,41,131,14,5,0,3,0,3,5,0,0,315
Wednesday,0,0,0,0,6,0,7,3,5,2,0,47,24,35,120,12,3,3,0,7,7,0,0,0,288
Thursday,0,0,0,0,1,4,2,3,6,2,3,75,39,57,183,20,7,6,7,6,2,8,0,0,439
Friday,0,0,0,0,5,5,5,7,1,5,0,50,27,39,120,14,7,6,6,6,3,6,0,0,321
Monday,0,0,0,0,1,0,2,6,5,2,4,45,24,33,109,11,7,3,3,6,6,1,0,0,275
Saturday,0,0,0,0,0,0,0,1,5,0,2,21,45,107,88,65,5,7,3,3,7,2,6,4,381
Saturday,0,0,0,0,0,0,0,7,7,1,5,49,71,94,23,118,2,3,1,6,1,6,6,4,412
Saturday,0,0,0,0,0,0,0,2,4,4,4,39,91,53,72,19,6,6,6,7,1,4,5,6,337
Saturday,0,0,0,0,0,0,0,6,0,4,4,64,77,49,16,31,4,6,1,2,7,5,6,4,295
Saturday,0,0,0,0,0,0,0,0,4,4,1,54,41,65,25,13,0,0,7,7,3,7,6,6,252
Saturday,0,0,0,0,0,0,0,2,4,0,8,70,21,89,37,52,5,5,3,3,7,5,5,2,326
Sunday,0,0,0,0,0,0,0,1,4,7,3,36,68,20,88,52,4,4,3,4,5,3,8,0,318
Sunday,0,0,0,0,0,0,0,7,0,1,1,48,13,25,61,36,7,0,1,2,7,3,6,3,231
Sunday,0,0,0,0,0,0,0,2,3,1,5,74,46,16,63,32,2,1,5,6,6,2,0,5,278
Sunday,0,0,0,0,0,0,0,5,1,1,2,39,96,58,21,78,3,3,2,0,0,4,4,2,325
Sunday,0,0,0,0,0,0,0,1,2,5,6,56,21,89,38,71,1,2,0,1,0,2,4,4,311
Sunday,0,0,0,0,0,0,0,6,4,3,6,67,26,54,14,43,5,3,0,0,6,2,7,3,256
