Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,0,0,0,0,18,12,11,4,2,0,21,3,6,8,67,66,58,83,0,0,364
Wednesday,0,0,0,0,0,0,0,0,19,10,0,8,20,3,2,0,6,16,24,186,19,0,0,0,320
Thursday,0,0,0,0,0,0,0,0,18,0,1,21,4,18,2,6,6,15,44,86,68,67,0,0,364
Friday,0,0,0,0,0,0,0,23,3,0,0,14,8,3,18,1,20,5,26,17,53,0,0,0,197
Monday,0,0,0,0,0,0,0,0,0,0,0,31,78,72,35,49,137,46,22,2,27,44,0,0,547
Tuesday,0,0,0,0,0,0,0,0,0,0,0,0,24,39,127,11,1,5,7,13,25,15,0,0,272
Wednesday,0,0,0,0,0,0,0,0,23,6,0,0,8,27,4,6,1,18,19,152,8,0,0,0,279
Thursday,0,0,0,0,0,0,0,0,20,5,9,3,12,3,24,3,2,10,58,96,51,77,0,0,382
Friday,0,0,0,0,0,0,0,0,14,3,8,2,0,14,14,9,0,1,0,1,0,19,0,0,91
Monday,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,20,0,0,4,12,6,0,0,48
Tuesday,0,0,0,0,2,0,0,0,0,0,0,0,22,28,30,0,10,0,0,0,32,5,0,0,134
Wednesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,58,79,83,5,0,0,263
Thursday,0,0,0,0,0,0,0,0,0,0,0,0,7,33,34,14,0,11,1,13,12,0,0,0,130
Friday,0,0,0,0,0,0,0,0,21,0,39,9,0,13,0,0,1,16,11,23,0,0,0,0,139
Monday,0,0,0,0,0,0,0,0,19,14,0,2,1,15,8,9,6,7,62,44,32,112,0,0,338
Tuesday,0,0,0,0,0,0,0,0,18,1,2,5,3,17,5,11,2,22,14,12,1,0,0,0,121
Wednesday,0,0,0,0,0,0,0,0,15,4,7,2,1,6,1,9,4,20,54,81,49,73,0,0,332
Thursday,0,0,0,0,0,0,0,14,1,0,13,13,0,14,18,11,3,30,2,0,0,2,0,0,127
Friday,0,0,0,0,0,0,0,52,44,27,20,60,38,31,18,2,0,27,109,91,54,101,0,0,681
Monday,0,0,0,0,0,0,0,0,0,0,0,0,15,12,49,6,43,26,40,36,14,0,0,0,245
Tuesday,0,0,0,0,0,0,0,0,0,0,0,16,6,0,9,3,8,31,27,32,12,0,0,0,149
Wednesday,0,0,0,0,0,0,0,0,14,7,18,2,0,17,1,1,2,15,51,83,106,108,0,0,434
Thursday,0,0,0,0,0,0,0,0,20,0,0,0,5,8,0,26,0,0,28,0,2,0,0,0,91
Friday,0,0,0,0,0,0,0,0,19,0,0,0,12,0,0,0,0,25,13,33,7,6,0,0,118
Monday,0,0,0,0,0,0,0,0,13,37,5,1,63,47,16,71,5,7,4,10,7,31,0,0,323
Tuesday,0,0,0,0,0,0,0,0,20,3,3,76,67,77,63,30,59,65,0,12,13,17,0,0,512
Wednesday,0,0,0,0,0,0,0,0,0,23,34,24,10,15,14,12,19,30,1,0,0,18,0,0,207
Thursday,0,0,0,0,0,0,0,0,24,0,0,3,6,8,0,0,0,0,28,163,21,1,0,0,263
Friday,0,0,0,0,0,0,0,0,6,22,7,0,0,14,0,0,0,0,72,44,58,88,0,0,316
Monday,0,0,0,0,0,0,0,6,18,7,2,4,5,12,1,4,5,0,48,28,7,10,0,0,163
Saturday,0,0,0,0,0,7,9,11,12,6,10,13,12,6,14,10,9,1,8,5,12,2,1,0,157
Saturday,0,0,0,0,0,11,12,6,5,7,8,2,8,5,3,15,13,11,9,11,1,11,3,0,151
Saturday,0,0,0,0,0,10,8,8,14,11,11,2,15,9,4,12,5,10,4,15,3,4,6,0,160
Saturday,0,0,0,0,0,13,1,0,7,12,2,9,12,4,6,5,6,8,15,2,10,7,3,0,129
Saturday,0,0,0,0,0,5,2,14,2,5,4,10,13,12,6,8,4,4,11,5,1,2,9,0,127
Saturday,0,0,0,0,0,2,7,7,7,15,6,10,1,3,2,11,6,6,15,3,10,10,11,0,138
Sunday,0,0,0,0,0,3,5,14,3,6,7,8,10,1,12,2,5,7,14,12,13,9,14,0,155
Sunday,0,0,0,0,0,10,2,1,7,5,3,0,10,1,2,9,8,15,4,14,2,12,4,0,117
Sunday,0,0,0,0,0,13,10,9,11,0,12,13,8,8,5,9,12,1,14,13,8,6,13,0,174
Sunday,0,0,0,0,0,3,4,14,10,15,8,9,6,9,1,5,11,0,8,5,10,15,0,0,144
Sunday,0,0,0,0,0,13,11,12,4,5,0,15,13,15,2,12,1,8,14,13,2,7,1,0,157
Sunday,0,0,0,0,0,11,4,14,0,14,10,1,14,5,7,3,10,15,0,4,2,14,6,0,144
