Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,2,13,28,26,22,23,12,8,14,21,21,28,18,167,34,69,53,6,0,0,571
Wednesday,0,0,0,0,19,35,7,27,12,38,31,21,4,31,19,31,32,289,60,116,86,9,0,0,873
Thursday,0,0,0,0,31,8,7,16,22,1,13,17,6,12,12,20,18,178,39,74,55,1,0,0,539
Friday,0,0,0,0,33,31,17,27,10,4,17,31,8,17,31,33,20,204,42,84,61,30,0,0,711
Monday,0,0,0,0,4,5,0,37,35,13,8,38,9,29,16,30,27,265,55,109,80,6,0,0,774
Tuesday,0,0,0,0,27,23,16,25,21,20,29,27,21,25,14,15,17,154,33,61,48,22,0,0,607
Wednesday,0,0,0,0,5,10,13,23,3,36,18,3,17,39,34,40,27,249,50,102,75,13,0,0,766
Thursday,0,0,0,0,31,3,15,29,32,13,11,27,23,34,0,23,28,268,55,109,83,13,0,0,804
Friday,0,0,0,0,21,18,17,23,19,11,13,26,29,14,25,19,14,133,29,52,43,11,0,0,525
Monday,0,0,0,0,10,11,35,0,5,34,5,12,24,23,37,4,24,219,43,90,65,19,0,0,670
Tuesday,0,0,0,0,5,3,35,2,14,14,22,11,1,28,17,33,20,190,37,77,59,10,0,0,586
Wednesday,0,0,0,0,29,10,34,11,28,16,33,33,3,16,37,29,27,243,49,97,73,20,0,0,797
Thursday,0,0,0,0,6,6,27,15,23,20,19,6,23,8,9,1,17,142,29,57,43,20,0,0,478
Friday,0,0,0,0,4,28,37,30,33,7,25,30,24,1,2,8,28,255,51,104,76,30,0,0,782
Monday,0,0,0,0,4,11,20,6,29,5,12,18,16,17,27,8,27,237,49,96,73,34,0,0,698
Tuesday,0,0,0,0,5,33,13,2,13,8,29,1,25,24,17,25,23,216,44,86,65,29,0,0,665
Wednesday,0,0,0,0,28,7,12,26,17,11,29,25,9,21,3,23,20,170,36,67,51,3,0,0,565
Thursday,0,0,0,0,35,10,39,9,21,26,24,25,16,17,35,10,28,274,58,109,86,1,0,0,829
Friday,0,0,0,0,32,37,26,23,15,22,3,38,8,32,34,40,27,250,51,100,77,11,0,0,835
Monday,0,0,0,0,11,17,4,19,5,18,24,24,3,31,30,20,18,152,31,59,45,5,0,0,524
Tuesday,0,0,0,0,18,15,6,22,12,33,4,35,36,11,37,11,29,271,56,111,84,27,0,0,827
Wednesday,0,0,0,0,32,25,5,8,10,32,10,28,31,12,11,27,18,169,33,67,52,13,0,0,592
Thursday,0,0,0,0,19,32,17,3,27,17,4,31,25,4,23,32,17,147,32,61,47,8,0,0,556
Friday,0,0,0,0,28,6,28,16,20,1,19,20,12,17,17,14,14,129,28,51,39,28,0,0,496
Monday,0,0,0,0,19,6,12,10,23,2,22,0,9,8,24,27,25,222,47,90,66,13,0,0,633
Tuesday,0,0,0,0,6,21,6,25,35,18,7,7,8,22,35,16,26,234,49,96,72,6,0,0,698
Wednesday,0,0,0,0,29,26,27,16,4,12,25,17,20,31,23,12,17,150,33,62,48,24,0,0,583
Thursday,0,0,0,0,23,25,22,9,20,15,13,42,33,33,32,33,29,272,55,108,83,1,0,0,857
Friday,0,0,0,0,2,2,24,18,26,1,3,14,26,6,5,10,12,119,24,49,36,5,0,0,391
Monday,0,0,0,0,0,33,21,6,12,3,17,32,26,28,13,33,25,230,48,93,71,25,0,0,725
Saturday,0,0,0,0,0,8,14,9,6,12,10,9,12,14,8,2,9,2,5,8,2,9,2,0,151
Saturday,0,0,0,0,0,9,9,5,7,3,11,1,7,1,9,5,0,2,3,8,0,7,4,0,100
Saturday,0,0,0,0,0,8,4,2,4,0,15,11,7,0,9,0,8,6,9,4,8,9,10,0,123
Saturday,0,0,0,0,0,10,13,10,5,9,10,12,15,12,5,15,11,15,13,1,5,2,4,0,177
Saturday,0,0,0,0,0,15,15,9,6,8,13,0,3,1,5,3,3,5,8,0,1,0,9,0,111
Saturday,0,0,0,0,0,5,13,5,6,11,15,4,10,0,9,8,14,6,0,11,4,11,7,0,148
Sunday,0,0,0,0,0,8,11,6,7,13,1,8,15,12,3,10,4,0,3,4,8,7,5,0,135
Sunday,0,0,0,0,0,15,8,14,1,4,9,10,9,11,10,13,10,6,1,3,14,9,14,0,169
Sunday,0,0,0,0,0,9,7,5,4,6,14,0,5,14,9,8,0,7,7,11,4,7,13,0,140
Sunday,0,0,0,0,0,8,4,8,10,10,1,2,0,4,2,13,12,9,11,7,0,7,10,0,126
Sunday,0,0,0,0,0,12,9,7,6,11,10,12,2,11,10,3,10,11,4,4,15,3,8,0,154
Sunday,0,0,0,0,0,12,8,15,5,8,4,7,4,0,2,11,3,2,2,13,2,3,13,0,125
