Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,19,39,18,36,5,0,27,40,3,18,40,6,28,54,105,26,257,36,0,0,764
Wednesday,0,0,0,0,3,24,35,15,19,20,23,27,25,22,6,29,27,56,110,30,268,36,0,0,784
Thursday,0,0,0,0,29,15,26,35,17,39,16,33,27,22,30,31,26,51,97,26,242,11,0,0,782
Friday,0,0,0,0,22,5,7,27,30,10,30,0,0,24,1,20,20,37,72,18,180,15,0,0,529
Monday,0,0,0,0,18,30,26,7,23,20,19,5,13,19,23,24,13,27,54,16,133,21,0,0,497
Tuesday,0,0,0,0,14,10,36,25,18,21,19,5,30,29,5,16,22,41,79,21,199,29,0,0,630
Wednesday,0,0,0,0,14,16,14,27,11,26,22,25,26,1,27,26,14,27,48,15,123,7,0,0,479
Thursday,0,0,0,0,20,9,17,30,15,12,2,1,7,5,16,25,14,29,53,17,134,30,0,0,443
Friday,0,0,0,0,15,6,23,33,9,1,13,24,20,8,17,34,19,39,74,20,187,3,0,0,554
Monday,0,0,0,0,27,29,3,22,0,10,23,12,5,9,19,27,12,25,48,15,119,15,0,0,428
Tuesday,0,0,0,0,30,0,27,37,23,13,1,18,20,19,33,17,23,49,94,26,234,26,0,0,698
Wednesday,0,0,0,0,21,5,9,38,14,6,19,9,14,13,27,32,29,55,108,28,264,30,0,0,729
Thursday,0,0,0,0,6,5,16,4,21,9,31,3,39,2,40,18,31,60,117,29,290,6,0,0,738
Friday,0,0,0,0,16,27,2,23,17,16,27,20,17,27,13,31,17,31,62,16,158,26,0,0,553
Monday,0,0,0,0,30,8,21,21,22,9,26,11,8,32,16,33,22,45,90,23,227,20,0,0,674
Tuesday,0,0,0,0,5,20,39,28,23,0,37,1,2,14,32,3,27,52,99,28,244,10,0,0,672
Wednesday,0,0,0,0,20,13,28,0,21,18,33,17,22,21,17,4,18,34,67,16,159,16,0,0,532
Thursday,0,0,0,0,14,35,34,30,18,27,15,10,28,12,3,36,22,40,82,22,206,15,0,0,659
Friday,0,0,0,0,20,23,34,27,8,3,42,12,8,12,15,38,31,59,121,30,301,40,0,0,833
Monday,0,0,0,0,29,0,1,16,22,32,32,34,25,21,13,12,21,40,82,21,197,15,0,0,622
Tuesday,0,0,0,0,11,3,30,22,37,24,38,39,16,40,9,2,31,61,119,29,292,35,0,0,845
Wednesday,0,0,0,0,30,13,12,13,17,17,30,30,16,36,9,2,24,52,99,26,248,24,0,0,708
Thursday,0,0,0,0,1,3,22,26,20,0,13,7,8,24,29,6,14,31,57,15,144,14,0,0,444
Friday,0,0,0,0,13,17,13,1,6,21,0,27,12,9,1,16,12,27,50,15,123,23,0,0,395
Monday,0,0,0,0,11,4,26,0,37,12,34,13,2,0,25,17,26,52,102,27,258,7,0,0,661
Tuesday,0,0,0,0,2,20,4,10,20,5,5,5,6,23,19,10,13,23,47,13,112,8,0,0,353
Wednesday,0,0,0,0,12,0,15,27,15,30,3,30,16,5,7,20,18,36,68,19,164,0,0,0,494
Thursday,0,0,0,0,17,15,3,25,28,26,15,9,12,23,19,0,14,25,47,14,118,10,0,0,430
Friday,0,0,0,0,16,33,22,2,3,7,20,17,19,11,26,32,19,37,68,20,171,7,0,0,538
Monday,0,0,0,0,10,24,16,8,24,12,15,16,0,18,37,32,21,45,86,23,213,27,0,0,635
Saturday,0,0,0,0,0,0,7,3,7,0,0,2,4,0,7,0,43,87,111,66,1,5,1,0,352
Saturday,0,0,0,0,0,0,1,4,0,2,1,1,3,3,0,0,74,89,38,57,4,0,4,0,289
Saturday,0,0,0,0,0,0,4,1,1,5,4,4,4,1,4,4,50,34,82,68,1,2,6,0,284
Saturday,0,0,0,0,0,0,4,2,6,6,0,5,6,3,6,1,60,25,14,37,5,6,7,0,202
Saturday,0,0,0,0,0,0,1,3,5,0,2,1,6,5,4,5,36,68,87,54,7,6,4,0,303
Saturday,0,0,0,0,0,0,5,0,1,3,3,0,5,1,6,2,62,34,17,78,1,6,0,0,231
Sunday,0,0,0,0,0,0,2,4,6,6,6,6,2,6,7,3,21,40,97,75,8,6,4,0,305
Sunday,0,0,0,0,0,0,2,2,2,2,1,7,1,3,1,2,16,81,49,63,1,0,0,0,242
Sunday,0,0,0,0,0,0,1,3,1,1,4,7,3,4,5,6,18,37,85,68,1,1,4,0,256
Sunday,0,0,0,0,0,0,2,0,4,3,4,5,3,3,3,2,102,61,81,21,0,1,7,0,313
Sunday,0,0,0,0,0,0,3,5,2,6,0,0,3,4,0,4,29,15,54,40,3,4,0,0,181
Sunday,0,0,0,0,0,0,7,2,3,2,6,3,6,0,5,5,65,12,28,51,5,3,0,0,211
