Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,40,37,41,17,39,37,20,16,40,37,28,7,35,12,32,14,10,2,0,0,473
Wednesday,0,0,0,0,20,13,34,36,35,35,21,12,11,28,28,0,24,35,4,8,24,34,0,0,410
Thursday,0,0,0,0,12,16,20,11,28,2,12,4,20,1,7,1,9,12,27,30,26,18,0,0,266
Friday,0,0,0,0,23,20,20,27,9,14,35,16,24,21,26,14,23,19,6,33,35,25,0,0,397
Monday,0,0,0,0,10,21,37,7,25,15,5,18,30,7,27,12,31,14,24,21,24,37,0,0,375
Tuesday,0,0,0,0,27,29,17,0,9,27,22,8,7,12,14,12,26,31,27,34,5,12,0,0,326
Wednesday,0,0,0,0,12,18,15,7,32,24,29,27,26,24,27,13,16,25,27,27,30,1,0,0,389
Thursday,0,0,0,0,27,26,16,8,18,16,16,33,30,18,14,5,11,5,4,28,15,14,0,0,314
Friday,0,0,0,0,2,12,27,7,18,24,0,24,20,11,13,19,10,16,1,10,22,3,0,0,249
Monday,0,0,0,0,30,35,23,0,26,21,20,28,30,33,35,1,17,38,32,3,2,6,0,0,390
Tuesday,0,0,0,0,33,41,27,38,4,20,37,24,30,10,2,32,21,26,8,4,30,28,0,0,423
Wednesday,0,0,0,0,21,35,18,33,0,15,3,6,18,32,26,14,36,37,0,30,33,19,0,0,384
Thursday,0,0,0,0,6,31,13,21,32,23,10,26,6,27,37,14,5,34,19,7,7,12,0,0,338
Friday,0,0,0,0,5,10,7,11,27,20,27,4,6,23,2,20,15,2,28,14,2,14,0,0,246
Monday,0,0,0,0,29,26,20,12,27,11,9,15,4,30,28,12,31,15,29,33,2,20,0,0,362
Tuesday,0,0,0,0,39,17,33,4,31,0,0,19,35,37,28,3,16,33,23,1,35,33,0,0,395
Wednesday,0,0,0,0,19,27,14,27,25,8,27,27,0,16,10,0,6,19,19,24,16,15,0,0,305
Thursday,0,0,0,0,0,2,31,11,29,20,23,35,10,16,34,28,15,29,25,33,0,31,0,0,383
Friday,0,0,0,0,9,37,17,8,25,40,8,8,12,38,27,6,32,8,17,33,32,39,0,0,404
Monday,0,0,0,0,14,25,37,7,5,0,4,33,0,23,30,13,11,27,11,27,8,13,0,0,298
Tuesday,0,0,0,0,5,2,6,23,23,24,22,25,5,23,13,18,1,22,17,16,25,24,0,0,302
Wednesday,0,0,0,0,34,5,16,32,31,32,7,35,5,9,27,8,8,12,6,31,29,5,0,0,343
Thursday,0,0,0,0,11,1,20,16,14,19,31,24,1,14,2,24,21,17,5,28,14,1,0,0,272
Friday,0,0,0,0,43,16,2,1,39,4,5,38,39,32,24,13,16,17,10,1,32,13,0,0,350
Monday,0,0,0,0,24,17,14,32,32,11,23,23,0,20,16,9,11,4,17,27,17,33,0,0,338
Tuesday,0,0,0,0,14,26,8,33,41,11,16,38,13,10,34,42,11,31,34,0,24,7,0,0,404
Wednesday,0,0,0,0,37,34,27,31,28,30,7,41,1,14,42,3,36,27,11,11,36,34,0,0,461
Thursday,0,0,0,0,10,27,21,34,12,25,28,21,27,23,23,26,33,31,7,20,30,14,0,0,421
Friday,0,0,0,0,9,18,14,13,28,16,9,0,1,19,33,30,16,21,7,3,25,10,0,0,282
Monday,0,0,0,0,23,24,31,6,11,12,16,4,8,4,27,1,9,5,26,30,11,4,0,0,262
Saturday,0,0,0,0,0,31,21,50,2,5,4,5,2,5,0,6,4,0,2,3,0,7,4,0,162
Saturday,0,0,0,0,0,80,42,19,0,6,2,0,0,2,7,6,1,3,3,7,0,5,5,0,196
Saturday,0,0,0,0,0,47,118,26,6,7,1,1,7,3,0,6,6,1,2,0,2,1,7,0,248
Saturday,0,0,0,0,0,54,69,15,5,7,3,6,6,6,5,5,0,3,5,4,0,6,0,0,208
Saturday,0,0,0,0,0,34,19,70,3,4,2,6,5,6,6,6,3,6,1,5,0,3,1,0,189
Saturday,0,0,0,0,0,52,26,66,5,6,1,0,7,2,1,4,4,4,4,0,1,0,7,0,199
Sunday,0,0,0,0,0,56,20,91,3,6,1,5,1,2,6,5,7,4,1,1,2,4,7,0,230
Sunday,0,0,0,0,0,14,54,21,7,4,4,7,3,6,3,7,3,3,3,6,2,5,6,0,167
Sunday,0,0,0,0,0,56,23,44,7,4,7,1,2,7,7,2,1,1,4,5,5,4,0,0,189
Sunday,0,0,0,0,0,24,94,116,5,2,2,2,6,4,6,5,5,0,4,2,5,4,0,0,295
Sunday,0,0,0,0,0,18,37,86,5,0,7,0,0,7,4,2,6,0,4,5,6,3,1,0,200
Sunday,0,0,0,0,0,54,29,43,0,0,1,1,0,7,5,6,7,5,7,7,1,7,6,0,196
