Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,34,12,12,24,33,23,21,19,35,24,34,17,22,210,211,85,43,20,0,0,889
Wednesday,0,0,0,0,6,4,4,0,19,19,14,24,21,19,29,21,22,202,202,81,41,15,0,0,751
Thursday,0,0,0,0,7,16,4,26,5,24,32,23,11,9,22,7,19,182,181,72,39,21,0,0,709
Friday,0,0,0,0,32,24,38,13,38,37,42,1,13,18,0,10,30,285,286,116,60,29,0,0,1081
Monday,0,0,0,0,17,10,10,33,8,4,5,35,30,6,35,15,20,198,199,82,40,0,0,0,754
Tuesday,0,0,0,0,30,32,29,16,29,10,24,9,1,1,17,2,16,162,161,65,33,30,0,0,677
Wednesday,0,0,0,0,10,19,17,6,38,39,11,3,5,38,38,13,31,284,284,113,59,35,0,0,1053
Thursday,0,0,0,0,14,20,10,30,16,8,37,21,1,29,29,18,27,244,244,96,49,31,0,0,935
Friday,0,0,0,0,28,15,21,21,28,11,33,23,8,15,32,15,18,177,179,74,38,33,0,0,776
Monday,0,0,0,0,24,6,17,6,21,39,31,24,21,22,8,24,26,242,239,97,50,36,0,0,939
Tuesday,0,0,0,0,3,25,13,22,16,10,0,4,19,5,12,29,18,153,153,62,31,27,0,0,611
Wednesday,0,0,0,0,29,0,27,7,18,9,2,0,38,3,21,9,26,244,244,96,48,21,0,0,851
Thursday,0,0,0,0,5,22,28,0,36,0,9,22,24,24,7,19,26,246,248,98,49,33,0,0,903
Friday,0,0,0,0,24,30,4,10,32,1,17,1,23,29,21,5,21,192,192,79,39,13,0,0,742
Monday,0,0,0,0,32,30,8,33,36,32,11,1,8,25,9,12,30,285,285,115,58,35,0,0,1053
Tuesday,0,0,0,0,3,4,33,29,15,5,33,6,38,23,25,15,27,273,270,109,57,15,0,0,992
Wednesday,0,0,0,0,15,25,18,34,33,28,0,32,33,25,10,5,23,221,221,89,47,10,0,0,879
Thursday,0,0,0,0,25,28,25,22,10,26,15,16,13,21,15,14,21,201,200,81,39,30,0,0,812
Friday,0,0,0,0,8,14,37,21,38,2,32,43,32,5,30,11,30,292,293,116,59,29,0,0,1101
Monday,0,0,0,0,4,22,19,19,26,23,8,20,40,5,34,14,27,273,273,111,57,16,0,0,1001
Tuesday,0,0,0,0,17,3,24,37,18,2,22,26,25,30,17,22,23,216,218,89,43,19,0,0,859
Wednesday,0,0,0,0,24,24,23,18,8,17,35,30,36,27,17,22,21,204,201,82,43,23,0,0,862
Thursday,0,0,0,0,16,27,14,16,21,28,7,5,17,16,33,24,19,170,170,69,34,15,0,0,710
Friday,0,0,0,0,26,7,30,30,4,29,32,28,19,9,3,13,21,199,200,82,43,31,0,0,813
Monday,0,0,0,0,13,9,28,6,13,41,1,3,21,14,22,14,27,266,268,108,56,16,0,0,932
Tuesday,0,0,0,0,29,24,8,43,15,28,18,18,12,43,33,5,29,299,298,119,62,9,0,0,1100
Wednesday,0,0,0,0,30,32,2,39,11,25,36,33,30,4,8,4,23,232,236,95,48,7,0,0,904
Thursday,0,0,0,0,15,9,31,23,5,34,26,36,9,8,5,2,22,205,203,84,42,10,0,0,776
Friday,0,0,0,0,28,23,19,12,14,28,0,3,10,30,0,18,16,139,138,57,28,18,0,0,586
Monday,0,0,0,0,5,21,32,16,14,15,27,22,28,35,32,25,28,280,281,113,57,36,0,0,1075
Saturday,0,0,0,0,0,48,15,62,3,2,4,3,1,3,7,3,7,3,3,2,1,6,0,0,181
Saturday,0,0,0,0,0,24,43,12,7,7,5,2,0,4,2,5,6,4,2,7,6,0,0,0,144
Saturday,0,0,0,0,0,14,36,25,5,1,5,7,2,1,2,7,7,1,4,3,7,0,2,0,138
Saturday,0,0,0,0,0,80,64,49,5,6,4,4,7,0,7,3,7,7,0,0,1,6,5,0,262
Saturday,0,0,0,0,0,57,16,70,0,4,2,5,2,4,7,3,3,0,0,3,6,5,5,0,202
Saturday,0,0,0,0,0,26,72,117,6,3,5,7,3,7,2,7,0,2,2,1,0,7,7,0,283
Sunday,0,0,0,0,0,22,47,12,2,4,3,2,7,0,3,7,3,0,2,1,3,3,0,0,130
Sunday,0,0,0,0,0,122,97,48,1,7,0,5,0,5,1,3,6,3,4,1,6,0,6,0,324
Sunday,0,0,0,0,0,81,40,101,0,1,7,0,1,0,5,2,5,0,0,7,0,2,3,0,264
Sunday,0,0,0,0,0,57,76,98,7,0,3,4,1,1,7,4,3,7,1,4,3,3,5,0,294
Sunday,0,0,0,0,0,50,18,68,7,4,3,1,5,1,5,3,4,7,6,2,1,4,0,0,200
Sunday,0,0,0,0,0,78,20,101,3,1,3,1,1,4,3,5,1,7,6,3,1,3,4,0,253
