Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,9,17,27,10,2,2,33,0,26,7,2,16,25,51,99,246,28,14,0,0,625
Wednesday,0,0,0,0,19,16,13,35,12,32,38,10,6,35,23,1,29,59,119,296,32,26,0,0,809
Thursday,0,0,0,0,22,7,4,41,42,29,22,17,7,3,28,28,33,61,120,297,30,32,0,0,835
Friday,0,0,0,0,33,26,35,0,0,40,38,39,8,6,36,23,27,52,101,256,27,24,0,0,779
Monday,0,0,0,0,2,9,27,36,7,20,23,36,33,24,18,0,28,54,111,272,30,7,0,0,747
Tuesday,0,0,0,0,24,22,32,7,19,26,30,40,17,40,1,4,27,52,99,245,25,10,0,0,728
Wednesday,0,0,0,0,5,36,11,2,0,2,4,30,7,27,9,37,25,48,94,236,24,22,0,0,627
Thursday,0,0,0,0,29,17,3,11,17,3,14,17,22,22,2,1,11,24,48,115,14,11,0,0,391
Friday,0,0,0,0,16,24,24,1,3,12,3,25,5,3,24,11,15,28,53,129,13,7,0,0,405
Monday,0,0,0,0,19,31,4,24,32,20,8,1,23,5,17,7,17,34,65,160,16,18,0,0,509
Tuesday,0,0,0,0,5,5,2,11,26,30,14,20,26,25,35,13,21,41,80,195,22,27,0,0,607
Wednesday,0,0,0,0,27,2,18,6,11,33,9,28,34,12,3,6,29,59,116,286,29,25,0,0,743
Thursday,0,0,0,0,24,27,35,16,1,6,18,12,13,25,28,34,22,39,80,195,22,2,0,0,608
Friday,0,0,0,0,0,14,15,36,24,24,4,10,26,30,4,25,28,52,107,260,27,36,0,0,729
Monday,0,0,0,0,10,21,6,30,13,10,9,3,27,6,24,17,24,47,95,237,26,7,0,0,619
Tuesday,0,0,0,0,30,39,4,8,38,38,8,34,15,41,11,40,27,51,105,258,26,18,0,0,798
Wednesday,0,0,0,0,7,26,6,29,4,19,15,10,13,13,20,28,11,23,45,113,12,3,0,0,407
Thursday,0,0,0,0,27,10,4,0,18,18,16,22,0,12,19,12,21,36,74,183,21,29,0,0,529
Friday,0,0,0,0,1,5,32,16,25,31,9,15,4,7,27,22,22,39,78,187,19,5,0,0,552
Monday,0,0,0,0,17,8,22,30,8,28,28,3,23,27,12,12,27,47,99,240,25,37,0,0,702
Tuesday,0,0,0,0,12,6,5,19,31,18,20,23,2,9,28,15,29,53,108,268,27,0,0,0,680
Wednesday,0,0,0,0,32,10,25,24,5,11,11,7,10,22,32,30,17,34,71,171,17,23,0,0,560
Thursday,0,0,0,0,11,16,10,11,11,20,12,35,29,31,3,9,22,44,84,212,24,27,0,0,620
Friday,0,0,0,0,6,23,23,2,29,13,12,2,5,32,21,2,21,37,73,180,20,33,0,0,542
Monday,0,0,0,0,35,20,10,15,20,2,3,9,27,34,9,21,24,43,89,216,24,34,0,0,645
Tuesday,0,0,0,0,19,17,14,18,10,0,2,4,9,1,23,11,12,23,48,115,11,0,0,0,344
Wednesday,0,0,0,0,7,9,16,30,35,31,26,22,6,25,30,29,29,59,113,283,29,2,0,0,791
Thursday,0,0,0,0,8,2,19,4,11,25,31,22,2,17,31,3,17,32,63,154,16,13,0,0,479
Friday,0,0,0,0,25,21,10,7,3,12,14,13,28,29,8,25,13,28,55,134,14,15,0,0,462
Monday,0,0,0,0,1,13,18,8,10,19,6,25,32,16,18,18,28,55,111,276,31,8,0,0,701
Saturday,0,0,0,0,0,38,63,13,1,5,4,3,0,2,3,2,6,1,4,6,0,6,2,0,168
Saturday,0,0,0,0,0,45,37,22,7,7,6,7,1,1,6,4,1,6,5,6,6,7,2,0,186
Saturday,0,0,0,0,0,55,38,74,6,0,7,2,0,1,0,4,4,3,2,7,1,1,6,0,220
Saturday,0,0,0,0,0,50,34,14,3,0,1,2,5,3,4,6,6,7,2,4,7,3,3,0,160
Saturday,0,0,0,0,0,38,69,87,2,0,1,6,4,2,0,5,2,3,6,0,4,0,7,0,245
Saturday,0,0,0,0,0,43,105,21,2,2,5,0,3,7,3,5,5,1,7,4,7,6,0,0,233
Sunday,0,0,0,0,0,60,97,22,0,1,2,3,7,7,1,2,7,2,1,1,0,3,0,0,225
Sunday,0,0,0,0,0,14,56,28,6,0,5,0,0,5,0,6,4,3,0,4,7,7,7,0,160
Sunday,0,0,0,0,0,70,17,30,3,7,2,6,1,3,0,7,5,3,7,0,4,3,4,0,181
Sunday,0,0,0,0,0,85,68,50,7,2,6,6,6,1,3,0,3,3,3,7,2,0,2,0,265
Sunday,0,0,0,0,0,96,40,57,4,6,1,6,5,7,4,4,6,2,3,8,2,5,1,0,263
Sunday,0,0,0,0,0,31,80,47,0,7,7,7,7,0,4,3,1,2,2,1,1,3,7,0,219
