Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,37,14,11,4,22,6,22,38,7,26,7,41,29,80,264,267,53,22,0,0,959
Wednesday,0,0,0,0,8,1,30,19,10,8,7,4,15,2,4,25,16,52,168,169,36,31,0,0,614
Thursday,0,0,0,0,8,32,18,13,19,4,0,30,25,8,1,10,18,48,156,153,34,20,0,0,604
Friday,0,0,0,0,2,5,23,26,17,12,20,8,23,3,5,26,20,56,181,181,36,33,0,0,686
Monday,0,0,0,0,6,18,14,21,19,21,3,23,0,7,10,23,12,36,114,112,22,21,0,0,491
Tuesday,0,0,0,0,38,5,19,10,4,27,41,23,2,36,24,29,29,82,272,271,58,31,0,0,1010
Wednesday,0,0,0,0,13,7,0,23,12,18,19,3,13,22,8,10,13,42,139,137,29,12,0,0,529
Thursday,0,0,0,0,32,37,33,28,24,40,2,15,34,9,34,14,30,83,270,272,55,31,0,0,1054
Friday,0,0,0,0,22,22,24,28,18,2,26,18,27,24,25,8,17,47,157,155,34,29,0,0,692
Monday,0,0,0,0,18,24,24,33,21,10,18,0,3,22,21,11,17,50,170,170,33,22,0,0,677
Tuesday,0,0,0,0,4,24,11,18,7,12,1,17,12,21,14,5,17,46,143,142,30,4,0,0,535
Wednesday,0,0,0,0,21,9,15,13,28,27,29,36,40,34,31,39,28,81,271,269,56,36,0,0,1072
Thursday,0,0,0,0,3,5,32,29,0,29,15,33,19,35,0,8,20,57,196,194,41,9,0,0,733
Friday,0,0,0,0,6,7,0,2,26,3,0,4,25,26,24,15,13,33,105,106,24,15,0,0,444
Monday,0,0,0,0,19,5,1,19,20,18,25,8,24,37,11,33,23,69,222,221,47,31,0,0,842
Tuesday,0,0,0,0,29,20,12,26,18,16,20,12,27,4,10,5,19,47,161,161,31,23,0,0,649
Wednesday,0,0,0,0,20,11,13,41,39,27,7,20,11,38,12,38,30,81,269,267,56,0,0,0,988
Thursday,0,0,0,0,29,5,32,23,26,13,35,22,14,0,14,1,26,80,261,261,54,20,0,0,924
Friday,0,0,0,0,24,3,15,34,28,3,17,14,36,5,2,22,23,70,230,230,46,6,0,0,815
Monday,0,0,0,0,16,21,6,23,23,8,25,13,29,5,28,5,15,45,144,145,30,10,0,0,600
Tuesday,0,0,0,0,15,8,28,25,20,31,39,1,36,18,20,32,26,74,239,241,48,8,0,0,917
Wednesday,0,0,0,0,0,11,26,28,23,12,5,6,13,19,21,23,13,41,137,136,27,27,0,0,578
Thursday,0,0,0,0,21,14,38,36,7,30,33,34,15,25,42,26,30,90,290,292,59,0,0,0,1091
Friday,0,0,0,0,10,30,22,0,8,23,11,25,11,11,17,28,23,63,200,198,40,0,0,0,730
Monday,0,0,0,0,36,16,34,33,15,35,37,25,31,6,0,8,23,69,224,222,46,24,0,0,892
Tuesday,0,0,0,0,12,21,0,11,3,21,4,14,11,17,18,28,12,40,125,127,26,25,0,0,523
Wednesday,0,0,0,0,4,0,33,4,15,15,32,16,19,6,8,32,22,60,200,201,41,0,0,0,716
Thursday,0,0,0,0,31,11,9,28,26,10,13,23,13,21,31,27,23,61,200,199,40,20,0,0,797
Friday,0,0,0,0,35,38,38,22,8,37,13,36,34,34,36,39,29,87,286,287,60,16,0,0,1144
Monday,0,0,0,0,35,14,2,35,37,29,21,24,21,34,2,23,27,71,232,232,47,1,0,0,895
Saturday,0,0,0,0,0,8,11,1,9,11,15,8,9,5,2,12,8,5,5,13,2,1,4,0,139
Saturday,0,0,0,0,0,8,5,3,10,4,11,9,3,13,12,4,12,4,7,4,11,14,14,0,159
Saturday,0,0,0,0,0,11,11,10,8,15,15,1,8,14,15,0,1,11,14,9,1,14,4,0,170
Saturday,0,0,0,0,0,8,6,12,2,9,15,2,7,1,11,1,7,10,12,15,7,3,11,0,144
Saturday,0,0,0,0,0,8,3,2,12,4,12,8,5,1,6,6,8,3,8,0,13,13,4,0,125
Saturday,0,0,0,0,0,13,1,14,5,4,0,4,2,2,15,10,6,0,2,15,13,4,1,0,121
Sunday,0,0,0,0,0,1,12,15,5,6,8,13,13,7,2,2,13,11,13,2,10,0,7,0,150
Sunday,0,0,0,0,0,2,7,3,2,6,9,9,6,8,10,3,1,9,13,15,15,11,11,0,148
Sunday,0,0,0,0,0,13,0,1,6,1,4,7,8,10,1,7,7,7,15,11,12,14,3,0,135
Sunday,0,0,0,0,0,11,5,11,4,6,3,6,14,15,4,0,8,13,7,8,5,12,2,0,141
Sunday,0,0,0,0,0,3,12,7,1,6,9,5,3,0,0,14,7,9,11,9,13,12,13,0,142
Sunday,0,0,0,0,0,15,14,10,15,8,8,2,0,10,4,5,3,5,12,2,0,3,2,0,126
