Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,7,10,18,64,17,28,1,5,0,6,2,3,5,7,1,1,5,4,0,0,193
Wednesday,0,0,0,0,3,3,19,75,20,70,6,1,3,3,3,6,1,7,7,0,6,1,0,0,242
Thursday,0,0,0,0,7,11,12,48,11,90,5,4,7,1,5,0,5,5,7,5,4,5,0,0,242
Friday,0,0,0,0,2,2,10,41,13,74,5,4,7,2,6,2,3,3,5,5,5,4,0,0,202
Monday,0,0,0,0,0,16,13,52,16,43,3,7,3,5,7,7,3,0,1,5,6,3,0,0,200
Tuesday,0,0,0,0,4,6,11,42,11,21,2,6,7,2,7,4,3,3,2,7,3,4,0,0,153
Wednesday,0,0,0,0,6,17,20,69,19,127,3,0,5,1,1,2,5,3,5,4,2,6,0,0,303
Thursday,0,0,0,0,2,8,17,67,20,20,3,0,1,0,5,7,7,5,4,2,6,0,0,0,182
Friday,0,0,0,0,2,11,15,55,14,39,3,6,5,1,5,1,2,0,0,3,0,5,0,0,177
Monday,0,0,0,0,5,9,13,50,13,60,3,5,6,4,3,3,5,3,3,5,5,6,0,0,211
Tuesday,0,0,0,0,2,1,15,66,19,86,4,0,1,0,1,5,0,0,0,1,6,1,0,0,216
Wednesday,0,0,0,0,4,0,23,88,21,134,7,2,5,4,5,4,0,1,7,5,7,3,0,0,327
Thursday,0,0,0,0,3,13,15,49,11,30,5,8,6,0,5,7,7,2,1,1,2,2,0,0,176
Friday,0,0,0,0,0,12,11,43,13,82,0,6,4,4,6,6,4,6,3,3,3,0,0,0,215
Monday,0,0,0,0,3,4,11,47,12,101,4,4,3,0,7,4,5,6,0,6,2,4,0,0,233
Tuesday,0,0,0,0,4,16,15,64,18,153,7,3,4,0,3,5,1,3,5,0,6,3,0,0,318
Wednesday,0,0,0,0,6,3,17,59,15,48,6,6,4,0,5,2,6,0,5,5,3,4,0,0,201
Thursday,0,0,0,0,4,21,22,79,21,172,2,2,5,2,0,3,0,0,3,4,1,4,0,0,355
Friday,0,0,0,0,4,5,24,92,25,52,6,1,3,7,4,1,7,1,5,6,7,4,0,0,262
Monday,0,0,0,0,6,14,12,52,14,120,2,2,0,0,3,1,4,7,3,2,8,1,0,0,259
Tuesday,0,0,0,0,6,9,15,64,18,26,0,0,3,0,4,7,0,1,0,5,2,1,0,0,171
Wednesday,0,0,0,0,2,13,17,64,19,50,7,1,3,6,7,7,1,4,2,2,1,5,0,0,222
Thursday,0,0,0,0,6,5,20,75,19,142,1,0,7,5,4,3,7,2,6,3,6,6,0,0,327
Friday,0,0,0,0,7,9,23,93,25,132,6,7,7,6,7,6,3,5,4,6,0,2,0,0,356
Monday,0,0,0,0,7,1,11,47,14,107,2,4,1,7,0,2,2,5,1,7,7,7,0,0,241
Tuesday,0,0,0,0,7,7,19,68,18,142,3,6,5,7,2,1,5,2,4,1,0,3,0,0,309
Wednesday,0,0,0,0,5,9,24,94,24,68,3,6,4,3,3,6,5,3,6,4,5,7,0,0,289
Thursday,0,0,0,0,6,15,21,72,19,176,1,5,0,0,1,0,0,1,1,4,0,6,0,0,337
Friday,0,0,0,0,7,8,11,40,12,13,2,7,7,3,4,1,7,4,7,6,1,3,0,0,152
Monday,0,0,0,0,1,4,11,41,13,58,6,5,5,1,6,3,1,4,6,3,5,3,0,0,186
Saturday,0,0,0,0,0,0,7,4,6,6,4,2,3,1,7,6,23,69,46,93,2,3,6,0,299
Saturday,0,0,0,0,0,0,5,0,7,7,4,1,5,0,1,0,58,99,22,78,0,1,0,0,296
Saturday,0,0,0,0,0,0,5,1,1,6,6,3,4,1,5,1,32,53,44,12,7,3,3,0,198
Saturday,0,0,0,0,0,0,0,4,6,1,6,7,6,2,3,2,44,62,86,106,7,4,7,0,361
Saturday,0,0,0,0,0,0,0,4,4,2,7,7,0,3,0,3,22,45,55,34,7,7,0,0,206
Saturday,0,0,0,0,0,0,0,0,7,5,5,2,6,6,1,0,22,42,84,102,1,1,6,0,298
Sunday,0,0,0,0,0,0,0,5,0,3,5,3,4,3,2,3,38,74,18,92,0,5,5,0,270
Sunday,0,0,0,0,0,0,1,6,7,1,6,0,7,3,4,0,24,107,63,84,4,6,5,0,337
Sunday,0,0,0,0,0,0,3,4,2,5,0,3,5,7,5,5,63,76,17,33,5,0,7,0,248
Sunday,0,0,0,0,0,0,4,5,2,0,6,2,1,6,2,4,42,54,69,28,4,0,5,0,243
Sunday,0,0,0,0,0,0,1,6,7,4,3,7,7,4,4,5,45,26,93,115,7,7,5,0,354
Sunday,0,0,0,0,0,0,0,3,4,1,4,7,7,3,0,7,23,12,44,33,2,6,7,0,169
