Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,20,0,4,30,22,27,24,23,9,22,15,12,26,16,27,25,26,3,0,0,338
Wednesday,0,0,0,0,30,13,20,4,21,1,10,3,2,2,26,29,30,11,20,0,30,2,0,0,262
Thursday,0,0,0,0,2,20,33,34,37,20,0,20,6,12,7,18,8,10,20,0,34,36,0,0,327
Friday,0,0,0,0,10,1,29,4,2,12,19,2,14,28,15,8,20,8,12,24,6,9,0,0,231
Monday,0,0,0,0,24,8,29,20,0,18,22,18,25,25,20,17,24,8,5,8,23,26,0,0,327
Tuesday,0,0,0,0,30,16,10,26,4,19,0,16,5,15,3,31,20,26,0,16,14,24,0,0,283
Wednesday,0,0,0,0,5,29,3,32,1,3,30,29,34,19,38,13,11,22,8,36,25,35,0,0,383
Thursday,0,0,0,0,22,6,20,28,3,22,33,33,26,14,12,1,25,29,27,13,1,9,0,0,333
Friday,0,0,0,0,30,2,26,24,24,38,39,36,11,15,19,34,21,30,37,7,24,19,0,0,444
Monday,0,0,0,0,11,22,8,23,6,7,26,7,18,14,18,25,27,11,16,7,9,10,0,0,274
Tuesday,0,0,0,0,28,11,4,28,1,5,29,16,8,18,6,23,2,21,0,22,24,15,0,0,267
Wednesday,0,0,0,0,7,20,17,25,26,31,30,11,23,2,2,2,25,20,26,0,26,31,0,0,332
Thursday,0,0,0,0,32,37,4,19,11,28,8,35,24,8,28,29,16,13,3,10,24,26,0,0,364
Friday,0,0,0,0,5,24,33,3,20,25,16,8,14,19,4,9,10,29,27,22,13,20,0,0,312
Monday,0,0,0,0,5,17,27,19,7,0,35,4,0,28,9,1,2,14,28,30,29,33,0,0,297
Tuesday,0,0,0,0,4,18,31,37,11,36,30,36,18,19,28,18,11,33,32,18,8,31,0,0,428
Wednesday,0,0,0,0,4,10,36,4,30,37,41,34,40,29,27,15,14,33,9,29,11,41,0,0,454
Thursday,0,0,0,0,26,10,6,13,16,23,11,28,20,5,25,5,16,25,19,2,8,22,0,0,290
Friday,0,0,0,0,1,35,4,16,30,14,9,15,17,23,1,24,29,0,28,13,22,27,0,0,316
Monday,0,0,0,0,14,35,16,16,24,30,12,3,23,0,11,28,19,30,9,19,24,26,0,0,346
Tuesday,0,0,0,0,9,17,11,26,20,19,28,22,11,23,11,21,17,13,14,27,29,6,0,0,332
Wednesday,0,0,0,0,33,30,12,43,31,29,18,36,3,40,17,30,6,23,42,6,1,19,0,0,427
Thursday,0,0,0,0,29,31,4,25,30,13,2,19,21,32,9,9,32,8,13,22,18,17,0,0,343
Friday,0,0,0,0,9,22,21,5,35,11,3,10,18,13,39,24,32,37,39,23,15,31,0,0,397
Monday,0,0,0,0,21,8,38,38,2,10,10,21,37,2,6,10,29,37,5,38,27,5,0,0,354
Tuesday,0,0,0,0,5,25,14,19,14,28,10,9,13,0,9,2,23,3,8,21,7,16,0,0,232
Wednesday,0,0,0,0,28,36,26,5,37,15,22,20,7,23,25,16,21,25,29,22,3,20,0,0,389
Thursday,0,0,0,0,10,4,3,10,31,7,13,5,29,5,22,20,29,8,30,32,11,21,0,0,299
Friday,0,0,0,0,13,4,23,18,24,15,8,11,10,17,20,7,11,27,34,12,28,19,0,0,307
Monday,0,0,0,0,4,22,30,27,18,13,4,6,36,34,18,33,23,28,18,31,9,22,0,0,384
Saturday,0,0,0,0,0,0,1,1,3,2,7,6,7,3,1,2,72,25,95,119,6,1,1,0,362
Saturday,0,0,0,0,0,0,0,1,3,7,4,0,7,7,6,5,23,44,81,62,3,5,0,0,267
Saturday,0,0,0,0,0,0,6,0,2,6,2,6,3,7,3,0,48,23,117,70,4,0,2,0,307
Saturday,0,0,0,0,0,0,2,2,4,7,4,6,3,7,2,2,18,44,77,60,0,7,4,0,256
Saturday,0,0,0,0,0,0,6,5,7,1,4,4,1,5,7,6,56,29,69,44,3,6,5,0,265
Saturday,0,0,0,0,0,0,0,4,7,0,0,6,4,2,0,5,19,40,76,97,0,4,7,0,281
Sunday,0,0,0,0,0,0,5,1,1,3,2,5,6,6,7,0,69,94,46,119,7,7,6,0,394
Sunday,0,0,0,0,0,0,3,3,1,2,2,5,0,3,3,3,44,22,86,64,4,3,2,0,257
Sunday,0,0,0,0,0,0,4,0,5,1,0,6,4,1,7,4,18,71,90,36,6,7,0,0,267
Sunday,0,0,0,0,0,0,2,5,5,7,7,3,7,4,5,7,44,64,103,84,7,7,2,0,370
Sunday,0,0,0,0,0,0,2,1,4,6,1,1,3,2,4,0,46,33,63,79,6,1,6,0,267
Sunday,0,0,0,0,0,0,7,0,0,3,3,7,3,5,0,0,15,25,40,53,0,4,4,0,177
