Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,2,28,75,246,44,26,6,0,3,1,3,1,0,4,3,4,5,3,0,0,465
Wednesday,0,0,0,0,4,18,49,159,29,17,5,7,0,7,5,2,7,3,1,6,5,0,0,0,331
Thursday,0,0,0,0,1,18,55,178,38,19,5,5,7,3,2,6,4,3,1,6,5,4,0,0,369
Friday,0,0,0,0,2,26,68,228,36,26,7,1,0,7,7,3,6,8,2,1,1,2,0,0,439
Monday,0,0,0,0,3,21,61,190,34,21,5,1,1,6,6,7,1,4,0,4,4,1,0,0,378
Tuesday,0,0,0,0,4,30,89,295,50,30,3,1,5,6,7,6,5,6,3,5,1,2,0,0,558
Wednesday,0,0,0,0,1,32,87,289,35,32,1,1,1,5,4,3,6,0,6,3,3,5,0,0,521
Thursday,0,0,0,0,7,15,46,152,20,15,0,3,7,5,0,0,0,3,5,5,3,7,0,0,304
Friday,0,0,0,0,6,13,38,117,27,14,5,2,5,0,0,4,5,5,3,0,0,2,0,0,254
Monday,0,0,0,0,5,13,35,116,15,15,7,1,4,5,2,3,0,7,6,6,4,7,0,0,257
Tuesday,0,0,0,0,7,32,89,298,47,30,7,2,0,3,4,2,3,2,4,3,7,5,0,0,554
Wednesday,0,0,0,0,3,15,39,124,19,15,5,3,6,2,1,3,1,2,0,6,5,5,0,0,265
Thursday,0,0,0,0,6,16,43,132,23,16,4,7,1,0,2,2,1,2,4,3,7,3,0,0,280
Friday,0,0,0,0,6,17,55,177,37,19,6,1,3,5,5,7,3,5,5,6,0,2,0,0,369
Monday,0,0,0,0,2,25,66,213,22,24,0,1,7,2,0,7,0,6,2,1,5,1,0,0,390
Tuesday,0,0,0,0,6,19,59,191,31,22,5,5,0,0,3,3,1,1,3,5,5,1,0,0,370
Wednesday,0,0,0,0,4,24,75,238,23,24,3,6,4,0,2,6,7,6,5,5,3,5,0,0,449
Thursday,0,0,0,0,2,17,52,174,37,19,0,3,2,3,1,1,0,0,7,0,5,2,0,0,332
Friday,0,0,0,0,0,23,67,214,26,23,5,3,4,1,6,6,7,4,8,3,6,7,0,0,421
Monday,0,0,0,0,2,14,41,123,21,14,6,5,6,7,7,6,6,5,1,4,7,7,0,0,289
Tuesday,0,0,0,0,0,23,65,211,32,24,8,3,2,0,2,3,6,2,7,0,2,7,0,0,405
Wednesday,0,0,0,0,2,31,90,296,60,32,3,5,0,1,6,4,3,6,5,6,4,5,0,0,567
Thursday,0,0,0,0,4,15,39,124,26,13,5,8,0,5,2,6,6,0,2,2,7,1,0,0,274
Friday,0,0,0,0,2,30,84,278,58,28,4,7,7,6,2,0,5,7,6,1,1,2,0,0,536
Monday,0,0,0,0,0,11,36,110,22,14,2,6,1,2,2,3,0,0,5,4,7,0,0,0,231
Tuesday,0,0,0,0,7,11,33,103,17,11,4,3,5,1,1,7,6,3,0,7,4,2,0,0,237
Wednesday,0,0,0,0,2,23,66,219,29,23,0,1,6,5,3,6,1,4,6,4,2,5,0,0,413
Thursday,0,0,0,0,5,23,68,216,35,22,3,7,5,2,4,7,1,2,4,1,2,3,0,0,419
Friday,0,0,0,0,6,25,70,231,40,24,4,4,2,3,4,1,6,1,4,1,6,1,0,0,442
Monday,0,0,0,0,7,25,73,236,50,24,2,1,4,7,2,5,4,3,1,5,5,5,0,0,466
Saturday,0,0,0,0,0,0,1,3,0,0,1,5,2,3,7,6,76,32,46,17,0,3,1,0,209
Saturday,0,0,0,0,0,0,6,5,2,2,2,6,3,0,6,5,16,27,42,55,7,5,6,0,202
Saturday,0,0,0,0,0,0,3,5,5,2,2,7,3,0,7,4,40,24,62,13,6,0,4,0,193
Saturday,0,0,0,0,0,0,6,3,5,4,7,0,1,7,1,1,92,47,112,23,0,5,4,0,327
Saturday,0,0,0,0,0,0,4,6,6,7,0,4,3,2,6,2,120,50,93,23,4,5,3,0,346
Saturday,0,0,0,0,0,0,5,5,2,1,5,5,2,4,5,7,56,14,24,33,0,1,4,0,182
Sunday,0,0,0,0,0,0,7,4,0,1,4,0,6,7,3,6,70,23,119,94,8,5,7,0,372
Sunday,0,0,0,0,0,0,3,1,5,2,7,2,7,5,0,5,65,40,51,27,7,7,3,0,246
Sunday,0,0,0,0,0,0,7,0,2,5,6,6,7,6,3,4,90,72,38,19,2,5,5,0,287
Sunday,0,0,0,0,0,0,1,0,2,3,4,5,3,4,4,2,17,62,48,33,3,7,0,0,206
Sunday,0,0,0,0,0,0,2,0,7,7,2,6,4,4,3,0,107,24,86,66,1,4,7,0,339
Sunday,0,0,0,0,0,0,0,6,1,0,0,0,2,5,0,5,51,84,35,67,5,0,3,0,273
