Day,00-01 hr,01-02 hr,02-03 hr,03-04 hr,04-05 hr,05-06 hr,06-07 hr,07-08 hr,08-09 hr,09-10 hr,10-11 hr,11-12 hr,12-13 hr,13-14 hr,14-15 hr,15-16 hr,16-17 hr,17-18 hr,18-19 hr,19-20 hr,20-21 hr,21-22 hr,22-23 hr,23-24 hr,Total Calories
Tuesday,0,0,0,0,1,31,30,29,298,295,2,3,3,4,4,5,1,7,2,7,2,1,0,0,733
Wednesday,0,0,0,0,0,23,22,24,229,221,3,5,2,2,3,6,0,2,3,1,3,0,0,0,558
Thursday,0,0,0,0,5,26,27,27,265,260,0,0,7,4,7,5,7,1,7,6,0,3,0,0,667
Friday,0,0,0,0,6,15,14,16,144,144,5,1,1,2,4,0,5,7,1,3,0,6,0,0,382
Monday,0,0,0,0,6,17,20,18,189,189,2,3,6,3,4,4,6,3,1,0,6,5,0,0,489
Tuesday,0,0,0,0,2,21,18,21,185,193,5,6,5,4,4,2,5,5,3,6,6,1,0,0,500
Wednesday,0,0,0,0,2,20,19,17,191,175,4,2,1,5,3,3,1,1,6,2,4,4,0,0,468
Thursday,0,0,0,0,1,14,17,18,161,148,5,6,0,5,5,0,4,2,3,6,4,4,0,0,413
Friday,0,0,0,0,0,26,27,25,255,265,2,5,3,1,1,0,6,6,6,1,1,0,0,0,638
Monday,0,0,0,0,0,16,16,15,145,157,0,6,3,7,2,2,6,5,0,0,3,6,0,0,401
Tuesday,0,0,0,0,6,25,25,26,248,245,6,3,1,5,1,7,3,7,5,5,4,7,0,0,638
Wednesday,0,0,0,0,6,19,17,17,175,186,2,2,6,3,1,2,2,1,5,1,5,4,0,0,463
Thursday,0,0,0,0,7,15,14,15,155,153,3,1,1,6,4,7,0,0,3,5,7,2,0,0,408
Friday,0,0,0,0,2,14,13,12,134,118,3,1,6,5,1,5,0,2,2,3,4,3,0,0,338
Monday,0,0,0,0,5,31,29,30,294,297,4,1,0,0,6,0,4,0,7,3,6,4,0,0,731
Tuesday,0,0,0,0,4,17,16,16,170,170,5,3,3,1,6,1,0,7,7,4,0,5,0,0,445
Wednesday,0,0,0,0,4,16,16,15,157,161,4,0,2,6,0,3,6,7,6,3,5,2,0,0,422
Thursday,0,0,0,0,4,28,28,31,277,284,5,5,0,6,3,1,1,3,5,3,0,0,0,0,692
Friday,0,0,0,0,7,13,13,13,113,114,0,3,8,6,1,4,3,2,0,0,2,4,0,0,311
Monday,0,0,0,0,4,15,16,15,130,147,8,6,6,1,1,1,1,2,6,7,3,0,0,0,377
Tuesday,0,0,0,0,0,18,20,17,169,175,6,5,6,6,7,4,1,7,2,1,7,0,0,0,460
Wednesday,0,0,0,0,1,18,19,18,183,178,0,6,2,5,6,2,7,3,7,2,2,5,0,0,472
Thursday,0,0,0,0,6,27,26,29,276,280,1,7,6,6,2,2,6,1,3,0,4,3,0,0,692
Friday,0,0,0,0,6,29,29,27,277,267,2,2,3,3,0,3,3,6,0,1,7,2,0,0,679
Monday,0,0,0,0,7,25,25,25,253,245,2,4,5,3,6,5,5,4,6,2,5,7,0,0,643
Tuesday,0,0,0,0,6,31,31,31,301,285,3,0,3,0,7,2,7,7,7,4,5,7,0,0,746
Wednesday,0,0,0,0,0,10,11,12,117,115,7,3,0,1,0,6,8,2,3,3,5,5,0,0,316
Thursday,0,0,0,0,1,28,31,30,285,295,3,0,7,6,6,1,4,1,0,4,7,7,0,0,725
Friday,0,0,0,0,4,29,30,28,286,284,7,5,3,1,6,4,7,3,4,0,3,7,0,0,720
Monday,0,0,0,0,4,14,14,17,157,147,0,7,3,6,7,1,3,4,7,5,0,1,0,0,406
Saturday,0,0,0,0,0,58,75,19,5,5,6,5,4,2,6,5,4,2,3,5,1,3,4,0,220
Saturday,0,0,0,0,0,78,60,32,5,6,6,3,2,4,2,2,1,0,5,2,6,0,6,0,229
Saturday,0,0,0,0,0,60,45,17,6,1,0,0,5,6,5,2,5,5,8,0,6,7,7,0,193
Saturday,0,0,0,0,0,67,17,56,0,5,3,4,2,4,6,1,7,2,1,1,1,4,6,0,196
Saturday,0,0,0,0,0,52,13,41,1,0,2,2,2,3,4,0,4,3,6,3,3,0,4,0,154
Saturday,0,0,0,0,0,51,27,63,7,2,1,7,5,6,0,4,0,3,6,8,7,2,0,0,207
Sunday,0,0,0,0,0,56,35,47,0,3,1,0,0,7,3,1,0,4,0,1,4,4,0,0,174
Sunday,0,0,0,0,0,74,37,88,6,2,1,2,6,5,7,6,5,0,7,6,4,2,7,0,274
Sunday,0,0,0,0,0,79,18,49,5,2,0,3,5,5,0,2,5,0,0,2,5,7,1,0,198
Sunday,0,0,0,0,0,46,14,55,2,3,0,5,5,0,5,0,0,5,0,0,3,7,6,0,166
Sunday,0,0,0,0,0,25,94,48,3,0,7,3,5,7,0,1,2,2,3,0,4,7,6,0,222
Sunday,0,0,0,0,0,36,89,18,3,2,4,4,0,4,2,0,1,0,2,1,2,0,3,0,180
